시간, 시가, 종가, 고가, 저가,  Width, SMA(20), SD(20)
084600, 385.5, 385.9, 386.1, 385.15, 0.399994, 1.21484e+31, inf
084700, 385.9, 386.05, 386.15, 385.85, 0.149994, 1.21484e+31, inf
084800, 386.05, 386.25, 386.45, 386, 0.200012, 1.21484e+31, inf
084900, 386.2, 385.9, 386.2, 385.9, -0.300018, 1.21484e+31, inf
085000, 385.9, 386.35, 386.45, 385.9, 0.450012, 1.21484e+31, inf
085100, 386.35, 386.45, 386.75, 386.35, 0.100006, 1.21484e+31, inf
085200, 386.45, 386.75, 386.8, 386.25, 0.299988, 1.21484e+31, inf
085300, 386.7, 386.8, 386.8, 386.5, 0.0999756, 1.21484e+31, inf
085400, 386.8, 387.1, 387.15, 386.75, 0.300018, 1.21484e+31, inf
085500, 387.1, 387.2, 387.4, 387.1, 0.100006, 1.21484e+31, inf
085600, 387.25, 387.2, 387.25, 387, -0.0499878, 1.21484e+31, inf
085700, 387.2, 387.2, 387.2, 386.9, 0, 1.21484e+31, inf
085800, 387.15, 386.7, 387.15, 386.7, -0.449982, 1.21484e+31, inf
085900, 386.7, 386.45, 386.75, 386.35, -0.25, 1.21484e+31, inf
090000, 386.4, 386.75, 386.95, 386.15, 0.350006, 1.21484e+31, inf
090100, 386.8, 387.3, 387.35, 386.65, 0.5, 1.21484e+31, inf
090200, 387.3, 387.2, 387.6, 387, -0.0999756, 1.21484e+31, inf
090300, 387.2, 386.75, 387.5, 386.75, -0.450012, 1.21484e+31, inf
090400, 386.75, 386.95, 387.2, 386.55, 0.200012, 1.21484e+31, inf
090500, 386.95, 387.3, 387.35, 386.9, 0.349976, 1.21484e+31, inf
090600, 387.3, 386.85, 387.35, 386.8, -0.449982, 1.21484e+31, inf
090700, 386.9, 386.9, 387.1, 386.8, 0, 1.21484e+31, inf
090800, 386.9, 386.1, 386.9, 386, -0.799988, 1.21484e+31, inf
090900, 386.15, 386.5, 386.75, 386.1, 0.350006, 1.21484e+31, inf
091000, 386.5, 386.65, 386.7, 386.25, 0.149994, 1.21484e+31, inf
091100, 386.65, 386.7, 387.05, 386.45, 0.0500183, 1.21484e+31, inf
091200, 386.75, 386.55, 386.85, 386.55, -0.200012, 1.21484e+31, inf
091300, 386.5, 386.15, 386.7, 386.1, -0.350006, 1.21484e+31, inf
091400, 386.15, 386.4, 386.5, 386.1, 0.25, 1.21484e+31, inf
091500, 386.4, 386.7, 386.9, 386.35, 0.300018, 1.21484e+31, inf
091600, 386.75, 387.1, 387.3, 386.7, 0.350006, 1.21484e+31, inf
091700, 387.1, 387.55, 387.65, 387, 0.449982, 1.21484e+31, inf
091800, 387.5, 387.85, 387.85, 387.4, 0.350006, 1.21484e+31, inf
091900, 387.85, 388.75, 388.85, 387.8, 0.899994, 1.21484e+31, inf
092000, 388.8, 388.65, 389, 388.65, -0.149994, 1.21484e+31, inf
092100, 388.65, 389.05, 389.1, 388.65, 0.399994, 1.21484e+31, inf
092200, 389.05, 388.85, 389.15, 388.5, -0.199982, 1.21484e+31, inf
092300, 388.85, 388.65, 388.9, 388.55, -0.200012, 1.21484e+31, inf
092400, 388.65, 388.7, 388.75, 388.6, 0.0500183, 1.21484e+31, inf
092500, 388.7, 388.6, 388.75, 388.5, -0.100006, 1.21484e+31, inf
092600, 388.65, 388.65, 388.8, 388.55, 0, 1.21484e+31, inf
092700, 388.65, 388.95, 389.05, 388.6, 0.300018, 1.21484e+31, inf
092800, 388.95, 389.25, 389.3, 388.9, 0.299988, 1.21484e+31, inf
092900, 389.25, 389.8, 389.85, 389.25, 0.549988, 1.21484e+31, inf
093000, 389.75, 389.5, 389.75, 389.5, -0.25, 1.21484e+31, inf
093100, 389.55, 389.55, 389.65, 389.25, 0, 1.21484e+31, inf
093200, 389.55, 389.85, 389.9, 389.55, 0.300018, 1.21484e+31, inf
093300, 389.85, 389.5, 389.95, 389.4, -0.350006, 1.21484e+31, inf
093400, 389.5, 389.55, 389.8, 389.5, 0.0499878, 1.21484e+31, inf
093500, 389.55, 389.45, 389.55, 389.1, -0.0999756, 1.21484e+31, inf
093600, 389.4, 389.65, 389.9, 389.3, 0.25, 1.21484e+31, inf
093700, 389.65, 389.75, 389.85, 389.6, 0.100006, 1.21484e+31, inf
093800, 389.75, 389.8, 389.8, 389.6, 0.0499878, 1.21484e+31, inf
093900, 389.85, 389.6, 390.05, 389.6, -0.25, 1.21484e+31, inf
094000, 389.65, 389.4, 389.65, 389.35, -0.25, 1.21484e+31, inf
094100, 389.45, 389.65, 389.65, 389.1, 0.199982, 1.21484e+31, inf
094200, 389.7, 389.55, 389.8, 389.5, -0.150024, 1.21484e+31, inf
094300, 389.6, 389.5, 389.75, 389.35, -0.100006, 1.21484e+31, inf
094400, 389.5, 389.55, 389.65, 389.45, 0.0499878, 1.21484e+31, inf
094500, 389.6, 389.7, 389.85, 389.55, 0.100006, 1.21484e+31, inf
094600, 389.75, 389.95, 389.95, 389.5, 0.200012, 1.21484e+31, inf
094700, 389.95, 389.8, 390, 389.65, -0.150024, 1.21484e+31, inf
094800, 389.8, 389.7, 389.8, 389.6, -0.0999756, 1.21484e+31, inf
094900, 389.7, 389.6, 389.7, 389.45, -0.100006, 1.21484e+31, inf
095000, 389.6, 389.55, 389.65, 389.45, -0.0500183, 1.21484e+31, inf
095100, 389.5, 389.45, 389.7, 389.45, -0.0499878, 1.21484e+31, inf
095200, 389.45, 389.15, 389.45, 389.15, -0.300018, 1.21484e+31, inf
095300, 389.15, 389.45, 389.7, 389.15, 0.300018, 1.21484e+31, inf
095400, 389.45, 389, 389.45, 389, -0.450012, 1.21484e+31, inf
095500, 389, 389.15, 389.2, 388.95, 0.149994, 1.21484e+31, inf
095600, 389.2, 389.4, 389.4, 389.15, 0.199982, 1.21484e+31, inf
095700, 389.4, 389.1, 389.45, 389, -0.299988, 1.21484e+31, inf
095800, 389.05, 389, 389.2, 389, -0.0499878, 1.21484e+31, inf
095900, 389, 388.95, 389, 388.65, -0.0499878, 1.21484e+31, inf
100000, 388.95, 388.8, 389, 388.75, -0.150024, 1.21484e+31, inf
100100, 388.8, 388.9, 389.15, 388.8, 0.100006, 1.21484e+31, inf
100200, 388.9, 388.85, 388.9, 388.75, -0.0499878, 1.21484e+31, inf
100300, 388.85, 388.9, 388.9, 388.75, 0.0499878, 1.21484e+31, inf
100400, 388.9, 388.95, 389.15, 388.85, 0.0500183, 383.371, 86.3052
100500, 388.95, 389.05, 389.15, 388.95, 0.0999756, 388.234, 2.63518
100600, 389.05, 389.15, 389.4, 389, 0.100006, 388.274, 2.58983
100700, 389.15, 388.85, 389.2, 388.85, -0.299988, 388.309, 2.54392
100800, 388.85, 388.3, 388.95, 388.3, -0.550018, 388.335, 2.50137
100900, 388.3, 387.65, 388.35, 387.5, -0.649994, 388.357, 2.4458
101000, 387.7, 387.9, 387.95, 387.5, 0.199982, 388.376, 2.40613
101100, 387.9, 387.7, 387.95, 387.6, -0.199982, 388.392, 2.37189
101200, 387.7, 387.3, 387.85, 387.2, -0.400024, 388.399, 2.35595
101300, 387.3, 387.65, 387.65, 387.15, 0.350006, 388.409, 2.33458
101400, 387.65, 387.5, 387.85, 387.4, -0.149994, 388.414, 2.32504
101500, 387.55, 387.8, 387.8, 387.4, 0.25, 388.422, 2.31316
101600, 387.75, 387.4, 387.8, 387.4, -0.350006, 388.424, 2.3083
101700, 387.4, 386.95, 387.4, 386.9, -0.449982, 388.421, 2.31559
101800, 386.95, 387.05, 387.2, 386.95, 0.0999756, 388.426, 2.30385
101900, 387, 387.35, 387.35, 386.95, 0.350006, 388.437, 2.27375
102000, 387.3, 387.35, 387.45, 387.25, 0.0500183, 388.444, 2.25533
102100, 387.3, 387.25, 387.45, 387.2, -0.0499878, 388.444, 2.25662
102200, 387.25, 387.35, 387.5, 387.25, 0.100006, 388.446, 2.25273
102300, 387.3, 387.05, 387.3, 387.05, -0.25, 388.449, 2.2424
102400, 387.05, 386.8, 387.05, 386.8, -0.25, 388.448, 2.24766
102500, 386.8, 386.85, 387.15, 386.8, 0.0500183, 388.442, 2.26133
102600, 386.85, 386.65, 386.9, 386.6, -0.200012, 388.439, 2.26879
102700, 386.65, 386.95, 387, 386.55, 0.300018, 388.44, 2.26712
102800, 386.95, 387, 387.05, 386.75, 0.0499878, 388.451, 2.22918
102900, 387, 387.2, 387.2, 386.9, 0.200012, 388.46, 2.20383
103000, 387.2, 387.5, 387.6, 387.1, 0.299988, 388.471, 2.17685
103100, 387.5, 387.15, 387.6, 387.15, -0.350006, 388.476, 2.16079
103200, 387.2, 387.15, 387.25, 386.95, -0.0500183, 388.484, 2.13803
103300, 387.15, 387.05, 387.2, 386.95, -0.100006, 388.495, 2.09789
103400, 387.05, 387.05, 387.25, 386.95, 0, 388.503, 2.07023
103500, 387.05, 386.7, 387.05, 386.6, -0.349976, 388.503, 2.07023
103600, 386.65, 386.5, 386.65, 386.4, -0.149994, 388.496, 2.09471
103700, 386.5, 386.4, 386.55, 386.25, -0.100006, 388.481, 2.13585
