시간, 시가, 종가, 고가, 저가, Width, SMA(20), SD(20)
084600, 400, 401.05, 401.25, 399.95, 1.04999, 2.96818e+36, inf
084700, 401.05, 401.1, 401.5, 400.9, 0.0500183, 2.96818e+36, inf
084800, 401.1, 401.3, 401.4, 401.05, 0.199982, 2.96818e+36, inf
084900, 401.3, 401.65, 401.7, 401.2, 0.350006, 2.96818e+36, inf
085000, 401.7, 401.8, 401.9, 401.55, 0.0999756, 2.96818e+36, inf
085100, 401.8, 402.1, 402.2, 401.8, 0.300018, 2.96818e+36, inf
085200, 402.15, 401.95, 402.2, 401.85, -0.199982, 2.96818e+36, inf
085300, 401.9, 401.65, 401.9, 401.6, -0.25, 2.96818e+36, inf
085400, 401.65, 401.85, 401.95, 401.6, 0.200012, 2.96818e+36, inf
085500, 401.85, 401.45, 401.85, 401.45, -0.399994, 2.96818e+36, inf
085600, 401.5, 401.35, 401.5, 401.2, -0.149994, 2.96818e+36, inf
085700, 401.35, 401.55, 401.65, 401.35, 0.199982, 2.96818e+36, inf
085800, 401.55, 401.9, 401.9, 401.4, 0.350006, 2.96818e+36, inf
085900, 401.95, 401.5, 402, 401.5, -0.450012, 2.96818e+36, inf
090000, 401.45, 401.75, 401.95, 401.25, 0.299988, 2.96818e+36, inf
090100, 401.7, 400.65, 401.75, 400.25, -1.05002, 2.96818e+36, inf
090200, 400.65, 400.35, 400.7, 399.95, -0.299988, 2.96818e+36, inf
090300, 400.35, 399.7, 400.6, 399.65, -0.649994, 2.96818e+36, inf
090400, 399.7, 401, 401.4, 399.7, 1.29999, 2.96818e+36, inf
090500, 401, 400.45, 401.05, 400.3, -0.549988, 2.96818e+36, inf
090600, 400.45, 401, 401, 400.45, 0.549988, 2.96818e+36, inf
090700, 400.95, 400.95, 401, 400.45, 0, 2.96818e+36, inf
090800, 400.95, 401.3, 401.35, 400.85, 0.349976, 2.96818e+36, inf
090900, 401.25, 401.8, 402, 401.2, 0.549988, 2.96818e+36, inf
091000, 401.8, 402.4, 402.6, 401.75, 0.600006, 2.96818e+36, inf
091100, 402.4, 401.95, 402.4, 401.85, -0.449982, 2.96818e+36, inf
091200, 401.95, 401.4, 402, 401.25, -0.550018, 2.96818e+36, inf
091300, 401.35, 401.55, 401.55, 400.95, 0.199982, 2.96818e+36, inf
091400, 401.5, 401.55, 401.75, 401.15, 0.0499878, 2.96818e+36, inf
091500, 401.5, 401.35, 401.5, 401.25, -0.149994, 2.96818e+36, inf
091600, 401.35, 400.95, 401.4, 400.75, -0.399994, 2.96818e+36, inf
091700, 400.95, 400.95, 401.1, 400.75, 0, 2.96818e+36, inf
091800, 400.9, 400.6, 400.95, 400.55, -0.299988, 2.96818e+36, inf
091900, 400.55, 400.9, 400.9, 400.45, 0.350006, 2.96818e+36, inf
092000, 400.9, 400.75, 401.05, 400.7, -0.149994, 2.96818e+36, inf
092100, 400.75, 401.1, 401.25, 400.6, 0.350006, 2.96818e+36, inf
092200, 401.15, 401.1, 401.35, 400.95, -0.0499878, 2.96818e+36, inf
092300, 401.15, 400.6, 401.2, 400.55, -0.549988, 2.96818e+36, inf
092400, 400.6, 400.2, 400.8, 400.2, -0.399994, 2.96818e+36, inf
092500, 400.2, 399.85, 400.45, 399.7, -0.350006, 2.96818e+36, inf
092600, 399.8, 399.5, 399.85, 399.45, -0.299988, 2.96818e+36, inf
092700, 399.55, 399.95, 400.1, 399.5, 0.400024, 2.96818e+36, inf
092800, 400, 400.5, 400.5, 400, 0.5, 2.96818e+36, inf
092900, 400.5, 400.1, 400.5, 400.05, -0.399994, 2.96818e+36, inf
093000, 400.1, 399.9, 400.15, 399.8, -0.200012, 2.96818e+36, inf
093100, 399.85, 400.35, 400.45, 399.65, 0.5, 2.96818e+36, inf
093200, 400.3, 400.8, 400.8, 400.25, 0.5, 2.96818e+36, inf
093300, 400.8, 400.7, 400.95, 400.65, -0.0999756, 2.96818e+36, inf
093400, 400.65, 400.25, 400.65, 400.2, -0.399994, 2.96818e+36, inf
093500, 400.25, 399.95, 400.25, 399.9, -0.299988, 2.96818e+36, inf
093600, 399.95, 400.3, 400.4, 399.8, 0.349976, 2.96818e+36, inf
093700, 400.35, 400.35, 400.5, 400.15, 0, 2.96818e+36, inf
093800, 400.3, 400.65, 400.7, 400.2, 0.350006, 2.96818e+36, inf
093900, 400.7, 400.6, 400.8, 400.4, -0.100006, 2.96818e+36, inf
094000, 400.65, 400.5, 400.7, 400.25, -0.149994, 2.96818e+36, inf
094100, 400.5, 400.65, 400.65, 400.45, 0.149994, 2.96818e+36, inf
094200, 400.6, 400.9, 400.9, 400.55, 0.299988, 2.96818e+36, inf
094300, 400.95, 401.25, 401.25, 400.85, 0.299988, 2.96818e+36, inf
094400, 401.25, 401.25, 401.35, 401.2, 0, 2.96818e+36, inf
094500, 401.25, 401.5, 401.55, 401.15, 0.25, 2.96818e+36, inf
094600, 401.55, 401.3, 401.75, 401.15, -0.25, 2.96818e+36, inf
094700, 401.3, 401.7, 401.7, 401.3, 0.400024, 2.96818e+36, inf
094800, 401.7, 401.7, 401.8, 401.5, 0, 2.96818e+36, inf
094900, 401.75, 401.4, 401.9, 401.35, -0.350006, 2.96818e+36, inf
095000, 401.4, 401.55, 401.6, 401.2, 0.149994, 2.96818e+36, inf
095100, 401.55, 401.35, 401.6, 401.1, -0.199982, 2.96818e+36, inf
095200, 401.35, 401.45, 401.5, 401.1, 0.100006, 2.96818e+36, inf
095300, 401.5, 401.55, 401.55, 401.35, 0.0499878, 2.96818e+36, inf
095400, 401.55, 401.55, 401.65, 401.5, 0, 2.96818e+36, inf
095500, 401.6, 401.55, 401.75, 401.55, -0.0500183, 2.96818e+36, inf
095600, 401.55, 401.85, 401.85, 401.5, 0.300018, 2.96818e+36, inf
095700, 401.85, 402.05, 402.1, 401.85, 0.199982, 2.96818e+36, inf
095800, 402.05, 402, 402.1, 401.7, -0.0499878, 2.96818e+36, inf
095900, 402, 401.85, 402, 401.75, -0.149994, 2.96818e+36, inf
100000, 401.85, 401.65, 401.9, 401.6, -0.200012, 2.96818e+36, inf
100100, 401.65, 401.7, 401.8, 401.6, 0.0500183, 2.96818e+36, inf
100200, 401.7, 401.95, 402.05, 401.55, 0.25, 2.96818e+36, inf
100300, 402, 402.3, 402.35, 401.9, 0.299988, 2.96818e+36, inf
100400, 402.3, 402.8, 402.8, 402.25, 0.5, 396.144, 89.1498
100500, 402.8, 402.3, 402.8, 402.3, -0.5, 401.173, 1.38229
100600, 402.35, 402.85, 402.85, 402.3, 0.5, 401.196, 1.43127
100700, 402.85, 402.5, 402.9, 402.4, -0.350006, 401.213, 1.46011
100800, 402.5, 402.4, 402.75, 402.25, -0.100006, 401.227, 1.48365
100900, 402.4, 402.4, 402.55, 402.3, 0, 401.236, 1.50357
101000, 402.4, 402.2, 402.5, 402.2, -0.199982, 401.241, 1.51366
101100, 402.2, 401.5, 402.2, 401.5, -0.700012, 401.234, 1.50248
101200, 401.55, 401.25, 401.55, 401.25, -0.299988, 401.225, 1.49382
101300, 401.25, 401.6, 401.7, 401.25, 0.350006, 401.224, 1.49315
101400, 401.6, 401.85, 401.9, 401.55, 0.25, 401.224, 1.49315
101500, 401.9, 401.8, 401.9, 401.75, -0.100006, 401.229, 1.49781
101600, 401.8, 402.05, 402.05, 401.8, 0.25, 401.237, 1.50868
101700, 402.05, 402.15, 402.25, 402.05, 0.100006, 401.245, 1.52073
101800, 402.15, 402.35, 402.4, 402.15, 0.200012, 401.251, 1.53366
101900, 402.4, 402.5, 402.5, 402.2, 0.100006, 401.263, 1.5577
102000, 402.5, 402.45, 402.8, 402.4, -0.0499878, 401.272, 1.57629
102100, 402.5, 402.4, 402.65, 402.25, -0.100006, 401.294, 1.58968
102200, 402.4, 402.25, 402.45, 402.2, -0.149994, 401.317, 1.58934
102300, 402.3, 401.9, 402.3, 401.9, -0.399994, 401.345, 1.55214
102400, 401.9, 401.95, 402, 401.65, 0.0500183, 401.357, 1.55593
102500, 401.95, 401.9, 402.1, 401.85, -0.0500183, 401.375, 1.54701
102600, 401.9, 402, 402.05, 401.75, 0.100006, 401.387, 1.55084
102700, 402, 402.2, 402.3, 401.9, 0.200012, 401.403, 1.55807
102800, 402.2, 401.95, 402.25, 401.95, -0.25, 401.411, 1.56261
102900, 401.9, 401.85, 401.95, 401.7, -0.0499878, 401.412, 1.56327
103000, 401.85, 401.9, 402, 401.8, 0.0499878, 401.406, 1.55137
103100, 401.9, 401.95, 402, 401.7, 0.0500183, 401.406, 1.55137
103200, 401.95, 402, 402.15, 401.95, 0.0499878, 401.413, 1.55698
103300, 402, 402.15, 402.2, 401.95, 0.149994, 401.421, 1.5653
103400, 402.15, 402.35, 402.45, 402.15, 0.200012, 401.431, 1.57864
103500, 402.3, 402, 402.35, 401.85, -0.299988, 401.439, 1.58358
103600, 402, 401.7, 402.1, 401.6, -0.299988, 401.448, 1.58078
103700, 401.75, 401.7, 401.95, 401.7, -0.0499878, 401.457, 1.57774
103800, 401.7, 402, 402.15, 401.65, 0.299988, 401.475, 1.57035
103900, 402, 402.2, 402.25, 401.85, 0.200012, 401.491, 1.57311
104000, 402.15, 402.4, 402.4, 402.15, 0.25, 401.512, 1.57696
104100, 402.4, 402.45, 402.55, 402.3, 0.0500183, 401.529, 1.58783
104200, 402.45, 402.5, 402.5, 402.25, 0.0499878, 401.546, 1.59936
104300, 402.5, 402.85, 402.95, 402.5, 0.350006, 401.574, 1.6109
104400, 402.9, 402.8, 402.9, 402.5, -0.100006, 401.607, 1.60357
104500, 402.8, 402.75, 403, 402.7, -0.0499878, 401.643, 1.57391
104600, 402.75, 402.5, 403.05, 402.45, -0.25, 401.681, 1.50951
104700, 402.45, 402.25, 402.5, 402.15, -0.200012, 401.709, 1.46348
104800, 402.25, 402.5, 402.55, 402.15, 0.25, 401.734, 1.44824
