시간, 시가, 종가, 고가, 저가, Width, SMA(20), SD(20)
084600, 359, 358.3, 359.15, 358.1, -0.700012, -1.28538e+15, 2.28494e+16
084700, 358.3, 358.35, 358.55, 358.1, 0.0500183, -1.28538e+15, 2.28494e+16
084800, 358.35, 358.5, 358.7, 358.25, 0.149994, -1.28538e+15, 2.28494e+16
084900, 358.5, 358.2, 358.5, 358.1, -0.299988, -1.28538e+15, 2.28494e+16
085000, 358.2, 358.15, 358.25, 358.1, -0.0500183, -1.28538e+15, 2.28494e+16
085100, 358.15, 358.1, 358.25, 358.05, -0.0499878, -1.28538e+15, 2.28494e+16
085200, 358.1, 358, 358.1, 357.9, -0.100006, -1.28538e+15, 2.28494e+16
085300, 358.05, 358.05, 358.15, 358, 0, -1.28538e+15, 2.28494e+16
085400, 358.05, 358.1, 358.35, 358.05, 0.0500183, -1.28538e+15, 2.28494e+16
085500, 358.15, 358.25, 358.3, 358.15, 0.100006, -1.28538e+15, 2.28494e+16
085600, 358.25, 358.15, 358.3, 358.05, -0.100006, -1.28538e+15, 2.28494e+16
085700, 358.15, 358.35, 358.35, 358.1, 0.200012, -1.28538e+15, 2.28494e+16
085800, 358.35, 358.4, 358.5, 358.3, 0.0499878, -1.28538e+15, 2.28494e+16
085900, 358.4, 358.5, 358.55, 358.35, 0.100006, -1.28538e+15, 2.28494e+16
090000, 358.5, 358.55, 358.75, 358.4, 0.0499878, -1.28538e+15, 2.28494e+16
090100, 358.5, 359.75, 359.85, 358.4, 1.25, -1.28538e+15, 2.28494e+16
090200, 359.75, 360.05, 360.15, 359.65, 0.299988, -1.28538e+15, 2.28494e+16
090300, 360.1, 360, 360.55, 359.95, -0.100006, -1.28538e+15, 2.28494e+16
090400, 360, 360.2, 360.35, 359.75, 0.200012, -1.28538e+15, 2.28494e+16
090500, 360.2, 359.75, 360.3, 359.7, -0.450012, -1.28538e+15, 2.28494e+16
090600, 359.8, 359.6, 359.8, 359.25, -0.199982, -1.28538e+15, 2.28494e+16
090700, 359.6, 359.5, 359.6, 359.35, -0.100006, -1.28538e+15, 2.28494e+16
090800, 359.55, 360.3, 360.35, 359.45, 0.75, -1.28538e+15, 2.28494e+16
090900, 360.25, 360.65, 360.7, 360.2, 0.399994, -1.28538e+15, 2.28494e+16
091000, 360.7, 361.9, 361.9, 360.65, 1.19998, -1.28538e+15, 2.28494e+16
091100, 361.85, 361.6, 362.2, 361.5, -0.25, -1.28538e+15, 2.28494e+16
091200, 361.6, 361.75, 361.85, 361.6, 0.149994, -1.28538e+15, 2.28494e+16
091300, 361.75, 361.9, 361.95, 361.55, 0.149994, -1.28538e+15, 2.28494e+16
091400, 361.9, 362.1, 362.2, 361.9, 0.200012, -1.28538e+15, 2.28494e+16
091500, 362.1, 362.75, 362.8, 362.05, 0.649994, -1.28538e+15, 2.28494e+16
091600, 362.75, 362.6, 363.1, 362.5, -0.149994, -1.28538e+15, 2.28494e+16
091700, 362.55, 362.7, 362.7, 362.35, 0.150024, -1.28538e+15, 2.28494e+16
091800, 362.7, 363.2, 363.2, 362.65, 0.5, -1.28538e+15, 2.28494e+16
091900, 363.15, 362.95, 363.15, 362.85, -0.199982, -1.28538e+15, 2.28494e+16
092000, 362.95, 362.65, 363, 362.6, -0.300018, -1.28538e+15, 2.28494e+16
092100, 362.65, 362.9, 362.95, 362.45, 0.25, -1.28538e+15, 2.28494e+16
092200, 362.85, 362.85, 362.9, 362.55, 0, -1.28538e+15, 2.28494e+16
092300, 362.85, 362.35, 363.05, 362.25, -0.5, -1.28538e+15, 2.28494e+16
092400, 362.35, 362.1, 362.4, 361.95, -0.25, -1.28538e+15, 2.28494e+16
092500, 362.1, 362.4, 362.45, 361.9, 0.299988, -1.28538e+15, 2.28494e+16
092600, 362.4, 362.7, 362.75, 362.3, 0.300018, -1.28538e+15, 2.28494e+16
092700, 362.7, 362.25, 362.7, 362.05, -0.450012, -1.28538e+15, 2.28494e+16
092800, 362.25, 361.2, 362.25, 361.2, -1.04999, -1.28538e+15, 2.28494e+16
092900, 361.25, 361.1, 361.6, 360.9, -0.149994, -1.28538e+15, 2.28494e+16
093000, 361.1, 360.95, 361.1, 360.85, -0.149994, -1.28538e+15, 2.28494e+16
093100, 360.9, 360.8, 361.1, 360.75, -0.100006, -1.28538e+15, 2.28494e+16
093200, 360.8, 361.2, 361.25, 360.8, 0.400024, -1.28538e+15, 2.28494e+16
093300, 361.2, 361.15, 361.3, 361, -0.0500183, -1.28538e+15, 2.28494e+16
093400, 361.15, 361.4, 361.45, 361.1, 0.25, -1.28538e+15, 2.28494e+16
093500, 361.4, 361.45, 361.5, 361.25, 0.0500183, -1.28538e+15, 2.28494e+16
093600, 361.45, 361.65, 361.75, 361.4, 0.199982, -1.28538e+15, 2.28494e+16
093700, 361.65, 361.7, 361.8, 361.6, 0.0500183, -1.28538e+15, 2.28494e+16
093800, 361.7, 361.3, 361.7, 361.3, -0.400024, -1.28538e+15, 2.28494e+16
093900, 361.35, 361.25, 361.4, 361.15, -0.100006, -1.28538e+15, 2.28494e+16
094000, 361.25, 361.25, 361.25, 361.1, 0, -1.28538e+15, 2.28494e+16
094100, 361.25, 361.3, 361.4, 361.15, 0.0499878, -1.28538e+15, 2.28494e+16
094200, 361.25, 361.3, 361.35, 361.2, 0.0499878, -1.28538e+15, 2.28494e+16
094300, 361.3, 360.85, 361.3, 360.8, -0.449982, -1.28538e+15, 2.28494e+16
094400, 360.9, 360.85, 361.05, 360.85, -0.0499878, -1.28538e+15, 2.28494e+16
