90100,297,297,297.1,296.8,296.975,5305,5305,0,0,0,0,0,0,296.975,0,0,0,0,-349,524,0,0,0,286484,481,0.15,0.15,0,0,0,0,0,0,0,0,0,0
90200,296.95,296.6,297,296.6,296.7,2901,-2901,-0.350006,0,0,0,0,0,296.7,0,0,0,-0.0238037,-1495,559,0,0,0,286457,-27,0.25,0.2,0,0,0,0,0,0,0,0,0,0
90300,296.6,296.6,296.65,296.55,296.6,1162,1162,0,0,0,0,0,0,296.6,0,0,0,-0.0496521,-1525,650,0,0,0,286645,188,0.16,0.186667,0,0,0,0,0,0,0,0,0,0
90400,296.65,296.6,296.65,296.55,296.6,567,-567,-0.0499878,0,0,0,0,0,296.6,0,0,0,-0.0679321,-1632,605,0,0,0,286628,-17,0.13,0.1725,0,0,0,0,0,0,0,0,0,0
90500,296.6,296.55,296.65,296.55,296.575,620,-620,-0.0500183,0,0,0,0,0,296.575,0,0,0,-0.0824585,-1747,619,0,0,0,286695,67,0.32,0.202,0,0,0,0,0,0,0,0,0,0
90600,296.55,296.8,296.9,296.55,296.763,1526,1526,0.25,0,0,0,0,0,296.763,0,0,0,-0.075531,-1897,700,0,0,0,286802,107,0.34,0.225,0,0,0,0,0,0,0,0,0,0
90700,296.8,296.95,297,296.8,296.925,1497,1497,0.150024,0,0,0,0,0,296.925,0,0,0,-0.0550232,-1848,664,0,0,0,286626,-176,0.3,0.235714,0,0,0,0,0,0,0,0,0,0
90800,296.95,296.8,296.95,296.8,296.837,785,-785,-0.150024,0,0,0,0,0,296.837,0,0,0,-0.0464783,-1922,676,-224,21,0,286632,6,0.2,0.23125,0,0,0,0,0,0,0,0,0,0
90900,296.85,296.85,296.95,296.85,296.875,316,-316,0,0,0,0,0,0,296.875,0,0,0,-0.0361023,-1887,712,-56,21,0,286719,87,0.24,0.232222,0,0,0,0,0,0,0,0,0,0
91000,296.85,296.8,296.9,296.75,296.813,751,-751,-0.0500183,0,-0.250031,0,0,0,296.813,0,0,0,-0.0332336,-1866,659,-48,1,-1382,286690,-29,0.24,0.233,0,0,0,0,0,0,0,0,0,0
91100,296.85,296.75,296.85,296.75,296.775,762,-762,-0.100006,0,-0.350037,0.194439,0.194439,0,296.775,0,36.4667,0,-0.0337524,-1918,720,-40,16,-262,286632,-58,0.39,0.247273,0,0,0,0,0,0,0,0,0,0
91200,296.75,296.8,296.85,296.75,296.8,345,345,0.0499878,0,0.0499573,0.233323,0.10001,0,296.8,0,55.8068,0,-0.0313721,-2010,733,-37,16,-402,286588,-44,0.37,0.2575,0,0,0,0,0,0,0,0,0,0
91300,296.85,296.7,296.95,296.7,296.763,629,-629,-0.149994,0,-0.100037,0.272721,0.0606066,0,296.763,0,50.9527,0,-0.0323181,-2098,801,-28,14,-270,286546,-42,0.32,0.262308,0,0,0,0,0,0,0,0,0,0
91400,296.7,296.8,296.85,296.7,296.787,760,760,0.0999756,0,0.0499268,0.264702,0.0588246,0,296.787,0,55.6171,0,-0.0303345,-2211,740,-51,10,-343,286685,139,0.49,0.278571,0,0,0,0,0,0,0,0,0,0
91500,296.8,296.8,296.8,296.7,296.775,304,304,0,0,0.0999451,0.264706,0.0588256,0,296.775,0,60.2916,48.8892,-0.0294189,-2061,542,-19,-19,-322,286663,-22,0.55,0.296667,0,0,0,0,0,0,0,0,0,0
91600,296.8,296.7,296.8,296.7,296.725,337,-337,-0.0999756,0,-0.250031,0.137938,0.0689692,0,296.725,0,47.2068,40,-0.0325623,-2113,564,-32,-21,-365,286686,23,0.39,0.3025,0,0,0,0,0,0,0,0,0,0
91700,296.7,296.6,296.75,296.6,296.638,802,-802,-0.100006,0,-0.500061,0.0714332,0.142866,0,296.638,0,25.9,28.8892,-0.0419006,-1947,399,-11,-37,-302,286941,255,0.39,0.307647,0,0,0,0,0,0,0,0,0,0
91800,296.6,296.55,296.65,296.45,296.55,1704,-1704,-0.0500183,0,-0.400055,0.0689721,0.241392,0,296.55,0,22.1897,26.2206,-0.0556641,-1838,375,11,-49,-288,286640,-301,0.36,0.310556,0,0,0,0,0,0,0,0,0,0
91900,296.55,296.6,296.6,296.5,296.575,348,348,0.0500183,0,-0.350037,0.0714364,0.250016,0,296.575,0,22.5722,21.1096,-0.0627136,-1640,369,52,-52,-64,286691,51,0.35,0.312632,0,0,0,0,0,0,0,0,0,0
92000,296.6,296.55,296.7,296.55,296.587,454,-454,-0.0500183,0,-0.350037,0.14287,0.178576,296.55,296.732,0.0316215,23.6656,13.9978,-0.0657654,-1633,403,66,-56,-32,286699,8,0.38,0.316,0,0,0,0,0,0,0,0,0,0
92100,296.55,296.45,296.55,296.45,296.475,872,-872,-0.0999756,0,-0.350006,0.142873,0.249995,296.55,296.707,0.0591184,23.2523,13.9978,-0.0766296,-1683,423,75,-45,17,286850,151,0.38,0.319048,0,0,0,0,0,0,0,0,0,0
92200,296.45,296.45,296.55,296.45,296.475,654,-654,0,0,-0.399994,0.142876,0.25,296.45,296.696,0.07545,18.7664,13.9978,-0.0833435,-1618,439,63,-14,118,286971,121,0.46,0.325455,0,0,0,0,0,0,0,0,0,0
92300,296.45,296.5,296.5,296.45,296.487,217,217,0.0499878,0,-0.200012,0.0833461,0.291673,296.45,296.69,0.0884773,24.1235,12.4982,-0.0858154,-1868,498,35,-9,101,287080,109,0.48,0.332174,0,0,0,0,0,0,0,0,0,0
92400,296.45,296.45,296.5,296.45,296.463,245,-245,0,0.0399963,-0.299988,0.0909242,0.318193,296.45,296.683,0.100851,11.3465,6.49845,-0.00556234,-1872,494,10,13,141,287094,14,0.38,0.334167,0,0,0,0,0,0,0,0,0,0
92500,296.4,296.3,296.4,296.25,296.313,1192,-1192,-0.100006,0.0499939,-0.399994,0.0833439,0.458353,296.4,296.67,0.128101,9.15627,4.31721,-0.00966796,-1980,512,-20,19,81,287189,95,0.39,0.3364,0,1,0,0,0,0,0,0,0,0
92600,296.25,296.2,296.35,296.15,296.225,936,-936,-0.0499878,0.0399963,-0.350006,0.0769303,0.500012,296.25,296.643,0.157467,8.34753,5.98447,-0.014681,-1912,598,-38,32,234,287342,153,0.5,0.342692,0,2,0,0,0,0,0,0,0,0
92700,296.2,296.2,296.25,296.15,296.2,323,323,0,0.0399963,-0.25,0.0800068,0.440001,296.2,296.607,0.181852,9.47009,7.80325,-0.0164022,-1928,677,-42,39,212,287456,114,0.49,0.348148,0,2,0,0,0,0,0,0,0,0
92800,296.2,296.15,296.25,296.15,296.175,602,-602,-0.0500183,0.0400024,-0.25,0.0869623,0.347823,296.2,296.574,0.201702,11.6175,5.30383,-0.0152466,-2048,700,-52,39,-77,287543,87,0.54,0.355,0,3,0,0,0,0,0,0,0,0
92900,296.15,296.25,296.25,296.05,296.2,1050,1050,0.100006,0.0600037,-0.200012,0.0800049,0.4,296.15,296.54,0.216888,22.7481,11.4578,-0.00964355,-1807,761,-27,46,184,287815,272,0.4,0.356552,0,3,0,0,0,0,0,0,0,0
93000,296.25,296.2,296.25,296.2,296.213,121,-121,-0.0499878,0.05,-0.199982,0,0.434796,296.15,296.51,0.226587,24.1972,15.641,-0.00345866,-1818,805,7,43,247,287814,-1,0.37,0.357,0,3,6,5,15,10,296.175,28,296.975,1
93100,296.2,296.25,296.3,296.2,296.25,387,387,0.0499878,0.05,-0.0500183,0.043469,0.347858,296.15,296.484,0.232531,34.8184,21.9742,0.00305583,-1880,801,-1,43,100,287931,117,0.22,0.352581,0,3,5,5,15,10,296.175,28,296.925,7
