091000, 440.5, 439.2, 439.4, 99.7503, 33.2501, 11.0834, 21.97, 191.661
092000, 440.25, 439.35, 439.85, 99.8524, 66.5342, 33.2614, 43.9625, 263.855
093000, 440.3, 439.65, 440.1, 99.9092, 99.8373, 66.5406, 65.9675, 314.112
094000, 440.6, 439.95, 440.45, 99.966, 99.9092, 88.7603, 87.99, 351.973
095000, 440.5, 439.8, 439.85, 46.4283, 82.1012, 93.9492, 109.982, 381.037
100000, 439.85, 439.4, 439.75, 31.9995, 59.4646, 80.4917, 131.97, 403.203
101000, 439.85, 439.4, 439.55, 12.4994, 30.3091, 57.2916, 153.948, 419.622
102000, 439.6, 439.3, 439.3, 0, 14.833, 34.8689, 175.913, 430.937
103000, 439.55, 439.2, 439.4, 15.3834, 9.29424, 18.1454, 197.883, 437.57
104000, 439.55, 439.25, 439.4, 30.7667, 15.3834, 13.1702, 219.853, 439.737
105000, 439.8, 439.35, 439.6, 61.5381, 35.8961, 20.1912, 241.832, 437.519
110000, 439.55, 438.5, 438.6, 7.69285, 33.3326, 28.204, 263.763, 430.77
111000, 438.8, 438.1, 438.15, 2.94049, 24.0571, 31.0953, 285.67, 419.307
112000, 438.3, 437.95, 438.2, 13.5137, 8.04901, 21.8129, 307.58, 402.766
113000, 438.35, 438.1, 438.3, 18.9178, 11.7907, 14.6323, 329.495, 380.509
114000, 438.55, 438.15, 438.35, 25, 19.1438, 12.9945, 351.413, 351.449
115000, 438.7, 438.25, 438.65, 82.3531, 42.0903, 24.3416, 373.345, 313.699
120000, 438.85, 438.6, 438.65, 77.7763, 61.7098, 40.9813, 395.277, 263.542
121000, 438.95, 438.65, 438.95, 100, 86.7098, 63.5033, 417.225, 191.452
122000, 439.1, 438.7, 438.7, 57.8959, 78.5574, 75.659, 439.16, 1.30109
123000, 438.85, 438.55, 438.7, 52.9422, 70.2794, 78.5155, 439.125, 1.29493
124000, 438.85, 438.6, 438.8, 45.453, 52.0971, 66.9779, 439.072, 1.26699
125000, 438.95, 438.8, 438.9, 63.6354, 54.0102, 58.7956, 439.012, 1.19555
130000, 439.05, 438.75, 439, 81.8177, 63.6354, 56.5809, 438.94, 1.03619
131000, 439.25, 439.05, 439.1, 78.5727, 74.6752, 64.1069, 438.902, 0.912876
132000, 439.2, 439, 439, 61.5381, 73.9762, 70.7623, 438.865, 0.850187
133000, 439.15, 438.95, 439, 50, 63.3703, 70.6739, 438.837, 0.788672
134000, 439, 438.75, 438.85, 20.0012, 43.8464, 60.3976, 438.815, 0.74824
135000, 438.85, 438.55, 438.7, 21.4317, 30.4776, 45.8981, 438.78, 0.705631
135959, 438.85, 438.6, 438.6, 7.69484, 16.3759, 30.2333, 438.74, 0.650725
140959, 438.6, 438.2, 438.3, 10.5239, 13.2168, 20.0235, 438.675, 0.552815
141959, 438.45, 438.2, 438.4, 24.9981, 14.4056, 14.6661, 438.665, 0.564251
142959, 438.8, 438.35, 438.75, 84.6143, 40.0454, 22.556, 438.695, 0.544738
143959, 439, 438.65, 438.9, 87.499, 65.7038, 40.0516, 438.73, 0.488983
144959, 439.15, 438.9, 439.1, 94.738, 88.9505, 64.8999, 438.77, 0.457431
145959, 439.2, 438.9, 439.1, 89.9994, 90.7455, 81.7999, 438.808, 0.4341
150959, 439.15, 438.85, 438.9, 64.704, 83.1471, 87.6144, 438.82, 0.421625
151959, 439.05, 438.8, 438.95, 54.547, 69.7501, 81.2142, 438.835, 0.420544
152959, 439.25, 438.9, 439.25, 100, 73.0836, 75.327, 438.85, 0.440582
