90100,297.85,297.65,297.9,297.6,297.7,5334,-0.200012,0,0,0,0,0,297.7,0,0,0,0,0,0,0,0,0,311037,1652,-0.12,-0.12,0,0,0,0,0,0,0,0,0,0
90200,297.65,297.45,297.65,297.4,297.488,2858,-0.199982,0,0,0,0,0,297.488,0,0,0,-0.0184021,0,0,0,0,0,311061,24,-0.17,-0.145,0,0,0,0,0,0,0,0,0,0
90300,297.5,297.6,297.7,297.35,297.563,2597,0.100006,0,0,0,0,0,297.563,0,0,0,-0.0252075,0,0,0,0,0,311469,408,-0.24,-0.176667,0,0,0,0,0,0,0,0,0,0
90400,297.6,297.65,297.8,297.6,297.675,1094,0.0499878,0,0,0,0,0,297.675,0,0,0,-0.0200806,0,0,0,0,0,311483,14,-0.14,-0.1675,0,0,0,0,0,0,0,0,0,0
90500,297.7,297.75,297.85,297.55,297.725,1489,0.0499878,0,0,0,0,0,297.725,0,0,0,-0.0116272,0,0,0,0,0,311413,-70,-0.22,-0.178,0,0,0,0,0,0,0,0,0,0
90600,297.8,297.65,297.85,297.65,297.7,1386,-0.149994,0,0,0,0,0,297.7,0,0,0,-0.0072937,0,0,0,0,0,311151,-262,-0.08,-0.161667,0,0,0,0,0,0,0,0,0,0
90700,297.7,297.85,297.95,297.7,297.838,1964,0.149994,0,0,0,0,0,297.838,0,0,0,0.00793457,0,0,0,0,0,311047,-104,-0.21,-0.168571,0,0,0,0,0,0,0,0,0,0
90800,297.8,297.8,297.85,297.75,297.8,780,0,0,0,0,0,0,297.8,0,0,0,0.0158386,0,0,0,0,0,311135,88,-0.14,-0.165,0,0,0,0,0,0,0,0,0,0
90900,297.8,297.6,297.8,297.6,297.65,1062,-0.199982,0,0,0,0,0,297.65,0,0,0,0.00839233,0,0,0,0,0,311321,186,-0.07,-0.154444,0,0,0,0,0,0,0,0,0,0
91000,297.65,297.6,297.8,297.6,297.65,911,-0.0499878,0,-0.449982,0,0,0,297.65,0,0,0,0.00274658,0,0,0,0,0,311321,0,-0.13,-0.152,0,0,0,0,0,0,0,0,0,0
91100,297.6,297.55,297.7,297.5,297.575,1312,-0.0500183,0,-0.299988,0.108695,0.195656,0,297.575,0,49.1327,0,-0.00796509,0,0,0,0,0,311532,211,-0.12,-0.149091,0,0,0,0,0,0,0,0,0,0
91200,297.5,297.5,297.6,297.45,297.513,1210,0,0,-0.100006,0.113636,0.136357,0,297.513,0,55.4087,0,-0.0211792,0,0,0,0,0,311715,183,0.12,-0.126667,0,0,0,0,0,0,0,0,0,0
91300,297.5,297.7,297.7,297.5,297.65,890,0.200012,0,0,0.146334,0.146334,0,297.65,0,48.6088,0,-0.0187073,0,0,0,0,0,311780,65,-0.02,-0.118462,0,0,0,0,0,0,0,0,0,0
91400,297.7,297.5,297.7,297.5,297.55,837,-0.200012,0,-0.25,0.0975646,0.146332,0,297.55,0,39.744,0,-0.0252075,0,0,0,0,0,311885,105,0.04,-0.107143,0,0,0,0,0,0,0,0,0,0
91500,297.45,297.4,297.5,297.4,297.425,1102,-0.0500183,0,-0.350006,0.108113,0.216209,0,297.425,0,27.081,23.6652,-0.0404053,0,0,0,0,0,312171,286,0.05,-0.0966667,0,0,0,0,0,0,0,0,0,0
91600,297.4,297.3,297.55,297.25,297.35,1810,-0.100006,0,-0.300018,0.10257,0.282043,0,297.35,0,26.0388,18.4275,-0.0574036,0,0,0,0,0,312335,164,-0.08,-0.095625,0,0,0,0,0,0,0,0,0,0
