시간, 시가, 종가, 고가, 저가, WP, 거래량, Width, 5mWidth, 10mWidth, DI+, DI-, 20mLowOpen, 20mSMA, SD, MFI, %D(5), MACD, 외인, 기관, 외인7m, 기관7m, 외인+기관9m, 미결제량, 미결제변화, basis, basis_mean, UpdateHigh, UpdateLow, LR, HR, HF, LF, Min30m, Time, Max30m, Time,,,,,
120700,295.4,295.35,295.4,295.35,295.362,288,-0.0499878,0.0599976,0.0999756,0.285743,0.238076,295.25,295.339,0.111133,62.9073,65.7145,0.0100545,711,-1632,3,-7,-1,314586,-62,-0.01,0.0485561,12,0,9,7,10,10,295.237,181,295.55,166,,,,,
120800,295.35,295.35,295.35,295.3,295.338,400,0,0.0599976,0.0499878,0.285735,0.285706,295.25,295.332,0.109019,60.8985,69.1431,0.00565185,610,-1582,-15,-1,-76,314612,26,-0.1,0.047766,12,0,8,6,11,11,295.237,181,295.55,166,,,,,
120900,295.35,295.3,295.35,295.3,295.313,152,-0.0500183,0.0700012,-0.100037,0.25,0.299988,295.25,295.325,0.108401,55.7948,65.7145,0.00041097,635,-1597,8,-8,-67,314597,-15,-0.04,0.0473016,12,0,7,6,11,11,295.237,181,295.55,166,,,,,
121000,295.35,295.35,295.35,295.25,295.325,102,0,0.0400024,-0.150024,0.200012,0.349976,295.25,295.321,0.108392,54.6963,57.1436,-0.00117187,619,-1593,6,-8,-117,314544,-53,0.1,0.0475789,12,0,7,6,11,12,295.237,181,295.55,166,,,,,
121100,295.35,295.4,295.4,295.3,295.375,178,0.0499878,0.0299988,-3.05E-05,0.263155,0.315773,295.25,295.321,0.108632,69.2765,57.1436,0.00113525,648,-1602,4,-7,10,314531,-13,-0.09,0.0468586,12,0,8,6,11,12,295.237,181,295.55,166,,,,,
121200,295.35,295.3,295.4,295.3,295.325,233,-0.0500183,0.0300049,-0.0500488,0.27777,0.222196,295.25,295.316,0.108685,62.452,52.3798,0.00037028,651,-1613,-19,4,-4,314511,-20,0.01,0.0466667,12,0,7,6,10,12,295.237,181,295.55,166,,,,,
121300,295.35,295.3,295.35,295.25,295.3,164,-0.0500183,0.0400085,-0.100067,0.263146,0.263114,295.25,295.316,0.104984,62.452,47.6161,-0.00119222,652,-1618,-15,2,-33,314462,-49,0.1,0.046943,12,0,7,6,10,13,295.237,181,295.55,166,,,,,
121400,295.3,295.35,295.4,295.25,295.337,465,0.0500183,0.0400085,-0.0500488,0.299969,0.199969,295.25,295.32,0.0983679,60.7099,47.0456,-0.000463868,612,-1574,-14,8,-109,314386,-76,-0.33,0.045,12,0,7,6,10,13,295.237,181,295.55,166,,,,,
121500,295.3,294.75,295.3,294.7,294.875,3284,-0.549988,0.150006,-0.750031,0.0689467,0.517205,295.25,295.301,0.124983,15.1658,36.8663,-0.0214193,443,-1493,-23,12,-175,314563,177,0.09,0.0452308,12,0,6,6,11,14,294.875,194,295.55,166,,,,,
121600,294.8,295.1,295.1,294.7,295,1043,0.300018,0.200012,-0.350006,0.0571279,0.428547,294.8,295.286,0.139746,31.1323,34.0095,-0.0250244,476,-1233,-22,52,164,314324,-239,-0.01,0.044949,12,0,6,6,12,13,294.875,194,295.55,166,,,,,
121700,295.05,295.15,295.25,295,295.138,842,0.100006,0.21001,-0.200012,0.128187,0.358957,294.8,295.281,0.137527,41.7663,40.2012,-0.0171509,629,-1183,1,58,418,314170,-154,0.04,0.0449239,12,0,7,6,12,13,294.875,194,295.475,167,,,,,
121800,295.15,295.1,295.2,295.1,295.125,778,-0.0499878,0.210004,-0.25,0.124983,0.324977,294.8,295.272,0.137399,37.1734,44.9645,-0.00973714,587,-1189,-8,59,360,314248,78,0.05,0.0449495,12,0,8,6,12,12,294.875,194,295.462,184,,,,,
121900,295.15,295.2,295.2,295.1,295.175,533,0.0500183,0.210004,-0.149963,0.121935,0.317052,294.8,295.265,0.137355,42.4236,51.2501,0.000708006,147,-1219,-72,56,-98,314475,227,-0.01,0.0446734,12,0,8,6,11,11,294.875,194,295.462,184,,,,,
122000,295.2,295.2,295.25,295.15,295.2,379,0,0.100006,-0.149963,0.146319,0.292668,294.8,295.256,0.137568,41.6245,64.2865,0.00611165,176,-1244,-68,53,-114,314476,1,-0.06,0.04415,12,0,9,7,10,11,294.875,194,295.462,184,,,,,
122100,295.2,295.15,295.3,295.15,295.188,546,-0.0500183,0.0500061,-0.249969,0.142836,0.285702,294.8,295.252,0.135675,37.3338,65.7148,0.00711263,131,-1254,-68,45,-161,314357,-119,-0.02,0.0438308,12,0,9,8,10,10,294.875,194,295.462,184,,,,,
122200,295.15,295.2,295.2,295.1,295.175,544,0.0500183,0.0400085,-0.149933,0.142836,0.309505,294.8,295.249,0.132749,42.662,67.1439,0.00657145,116,-1273,-46,31,-191,314343,-14,0.01,0.0436634,12,0,9,8,11,11,294.875,194,295.462,184,,,,,
122300,295.2,295.15,295.2,295.15,295.163,318,-0.0500183,0.0400146,-0.149933,0.146319,0.292668,294.8,295.244,0.131803,41.0372,68.5722,0.00489502,107,-1273,-52,-5,-204,314366,23,0,0.0434483,12,0,10,8,10,10,294.875,194,295.462,184,,,,,
122400,295.15,295.15,295.2,295.1,295.15,250,0,0.030011,-0.199951,0.124983,0.324977,294.8,295.237,0.131668,37.5577,69.2861,0.00314128,92,-1248,-76,-9,-106,314357,-9,-0.02,0.0431373,12,0,10,8,9,11,294.875,194,295.462,184,,,,,
122500,295.15,295.1,295.2,295.1,295.125,106,-0.0499878,0.0400085,0.300049,0.172388,0.0689467,294.8,295.221,0.131356,62.8817,68.3337,0.00124511,149,-1277,-62,-12,-371,314335,-22,0.03,0.0430732,12,0,10,8,9,11,294.875,194,295.462,184,,,,,
122600,295.15,295.25,295.3,295.1,295.225,784,0.100006,0.0500061,0.100037,0.279949,0.0799785,294.8,295.211,0.129973,60.7288,72.1441,0.00511881,189,-1273,6,-7,-530,314262,-73,0.06,0.0431553,12,0,10,9,9,11,294.875,194,295.462,184,,,,,
122700,295.25,295.25,295.3,295.25,295.263,315,0,0.0400024,3.05E-05,0.190426,0.0952132,294.8,295.206,0.130539,51.5679,72.8587,0.00907389,266,-1320,12,-10,-452,314393,131,0.01,0.0429952,12,0,11,9,9,10,294.875,194,295.462,184,,,,,
122800,295.25,295.3,295.3,295.2,295.275,221,0.0499878,0.0399963,0.100006,0.190432,0.142824,294.8,295.203,0.131324,68.2186,80.0018,0.0112427,257,-1321,18,-9,8,314365,-28,-0.07,0.0424519,12,0,10,9,9,11,294.875,194,295.462,184,,,,,
122900,295.25,295.2,295.3,295.2,295.225,334,-0.0499878,0.0499939,0,0.190437,0.142828,294.8,295.198,0.131547,54.2947,75.0033,0.00890299,185,-1323,9,-7,-70,314450,85,0.12,0.042823,12,0,10,8,9,11,294.875,194,295.462,184,,,,,
123000,295.2,295.25,295.25,295.2,295.237,154,0.0499878,0.0499939,0.0499878,0.149973,0.149973,294.8,295.194,0.131841,56.6357,76.6704,0.00646159,150,-1327,6,-7,-54,314388,-62,-0.02,0.0425238,12,0,9,7,10,11,294.875,194,295.462,184,,,,,
123100,295.2,295.1,295.3,295.1,295.15,661,-0.100006,0.0499939,0,0.0952215,0.238083,294.8,295.182,0.131486,54.5508,60.0031,0.000341796,95,-1321,0,-10,-69,314250,-138,0.01,0.0423697,12,0,9,8,9,11,294.875,194,295.462,184,,,,,
123200,295.1,295.15,295.2,295.1,295.15,252,0.0499878,0.0599915,-3.05E-05,0.0952215,0.190472,294.8,295.174,0.131534,49.8616,50.0015,-0.00287272,17,-1301,-18,-3,-118,314384,134,-0.01,0.0421226,12,0,9,8,9,10,294.875,194,295.462,184,,,,,
123300,295.2,295.2,295.2,295.15,295.188,24,0,0.0499939,0.0499878,0.0952215,0.190472,294.8,295.168,0.131528,56.5877,40.0031,-0.00205078,0,-1284,-27,-1,-128,314394,10,-0.1,0.0414554,12,0,9,8,9,10,294.875,194,295.462,184,,,,,
123400,295.15,295.1,295.15,295,295.087,520,-0.0499878,0.0499939,0,0.0869404,0.260874,294.8,295.156,0.132484,46.9621,36.6689,-0.00557861,-70,-1276,-48,6,-218,314453,59,0.05,0.0414953,12,0,9,8,10,10,294.875,194,295.462,184,,,,,
123500,295.1,295.05,295.15,295.05,295.075,317,-0.0500183,0.05,-3.05E-05,0.0869404,0.260874,294.8,295.166,0.102562,43.9302,25.0008,-0.00694173,-21,-1282,-39,5,-219,314444,-9,-0.03,0.0411628,12,0,9,7,10,10,294.875,194,295.425,185,,,,,
123600,295.05,295,295.05,294.95,295,646,-0.0499878,0.0399963,-0.150024,0,0.380944,295.05,295.166,0.0823648,20.8113,27.8574,-0.0104207,-106,-1294,-41,4,-346,314544,100,-0.11,0.040463,12,0,8,7,11,11,294.875,194,295.375,190,,,,,
123700,295,295,295,294.95,294.987,418,0,0.0299988,-0.150024,0,0.380944,295,295.158,0.0850133,20.8113,25.7148,-0.0116699,-77,-1279,-32,6,-292,314522,-22,-0.04,0.0400922,12,0,8,7,11,10,294.875,194,295.375,190,,,,,
123800,295,294.95,295,294.9,294.95,525,-0.0499878,0.0399963,-0.25,0,0.380962,295,295.149,0.0908098,12.5294,18.2142,-0.0118205,-135,-1239,-32,11,-236,314533,11,-0.08,0.0395413,12,0,8,7,10,10,294.875,194,295.375,190,,,,,
123900,294.95,294.9,294.95,294.85,294.9,230,-0.0500183,0.0400024,-0.250031,0,0.428559,294.95,295.136,0.10266,12.922,13.7687,-0.0124593,-65,-1235,-11,9,-123,314551,18,0.06,0.0396347,12,0,8,7,11,11,294.875,194,295.375,190,,,,,
124000,294.9,294.95,294.95,294.9,294.938,262,0.0500183,0.0400024,-0.25,0,0.428547,294.9,295.122,0.110317,15.6532,14.8809,-0.00894776,-43,-1210,-6,10,-27,314452,-99,0.1,0.0399091,12,0,9,7,11,10,294.875,194,295.375,190,,,,,
124100,294.95,294.9,295,294.9,294.925,267,-0.0500183,0.0400085,-0.200012,0.0526164,0.368379,294.9,295.109,0.116553,17.6821,14.8807,-0.00604248,-31,-1208,5,9,45,314552,100,0.01,0.0397738,12,0,8,7,11,10,294.875,194,295.337,193,,,,,
124200,294.9,294.9,294.95,294.9,294.913,265,0,0.0400085,-0.25,0.0555386,0.388838,294.9,295.096,0.121904,10.2458,14.8804,-0.00363769,-70,-1199,-7,11,15,314578,26,-0.06,0.0393243,12,0,8,7,12,10,294.875,194,295.337,193,,,,,
124300,294.9,294.95,294.95,294.9,294.938,146,0.0500183,0.0400146,-0.199982,0.0555386,0.388838,294.9,295.085,0.125354,14.0034,19.0468,-0.000211589,-77,-1199,4,13,70,314600,22,-0.11,0.0386547,12,0,8,7,11,9,294.875,194,295.337,193,,,,,
124400,294.9,294.8,294.95,294.8,294.837,492,-0.100006,0.0500122,-0.25,0.0588045,0.352899,294.9,295.069,0.133182,14.1413,16.825,-0.0027303,-103,-1196,-3,11,4,314693,93,-0.06,0.0382143,12,0,8,6,11,10,294.837,223,295.275,207,,,,,
124500,294.8,294.85,294.9,294.75,294.837,368,0.0500183,0.0500122,-0.149963,0.0555386,0.388838,294.8,295.055,0.140759,26.4273,19.0475,-0.00339355,-157,-1175,-3,9,68,314799,106,0.04,0.0382222,12,0,8,6,11,10,294.837,224,295.275,207,,,,,
124600,294.9,294.95,294.95,294.85,294.925,450,0.0500183,0.0500122,-0.0499573,0.111107,0.277751,294.8,295.04,0.143428,44.7437,32.1921,0.0012207,-5,-1192,8,6,159,314657,-142,-0.02,0.0379646,12,0,9,7,10,10,294.837,224,295.275,207,,,,,
124700,294.95,295,295.05,294.95,295,700,0.0499878,0.0600098,3.05E-05,0.210491,0.263138,294.8,295.027,0.142903,55.9907,46.003,0.00792643,154,-1253,28,-6,275,314787,130,-0.13,0.0372247,12,0,9,7,10,10,294.837,224,295.275,207,,,,,
124800,294.95,294.95,294.95,294.9,294.938,52,0,0.0500061,0.0500183,0.210491,0.263138,294.8,295.01,0.14321,64.9178,52.6704,0.00915527,148,-1256,25,-6,192,314752,-35,0.04,0.0372368,12,0,8,7,10,11,294.837,224,295.275,207,,,,,
124900,294.95,295,295,294.95,294.987,262,0.0499878,0.0400024,0.150024,0.277727,0.222222,294.8,294.998,0.143032,72.9615,69.3377,0.0110555,162,-1260,33,-8,155,314742,-10,0.08,0.0374236,12,0,9,8,10,11,294.837,224,295.275,207,,,,,
125000,295,295,295,294.95,294.987,138,0,0.0299988,0.100006,0.277736,0.22223,294.8,294.986,0.142759,70.3732,79.3377,0.0105428,171,-1265,35,-9,145,314706,-36,0,0.0372609,12,0,8,7,10,11,294.837,224,295.275,207,,,,,
125100,295,295.05,295.05,294.95,295.025,57,0.0499878,0.0299927,0.200012,0.277746,0.222237,294.8,294.979,0.142958,78.4774,83.3367,0.0109863,179,-1268,40,-10,180,314706,0,-0.01,0.0370563,12,0,8,7,10,11,294.837,224,295.275,207,,,,,
125200,295.05,295,295.05,295,295.013,127,-0.0499878,0.0299927,0.150024,0.277755,0.222245,294.8,294.973,0.1432,74.721,83.3367,0.0102661,154,-1264,44,-12,166,314742,36,-0.01,0.0368534,12,0,9,7,9,10,294.837,224,295.275,207,,,,,
125300,295,295.1,295.1,295,295.075,163,0.100006,0.0499939,0.200012,0.315793,0.21055,294.8,294.967,0.144888,74.8826,90.002,0.0115682,132,-1256,19,-9,175,314759,17,0,0.0366953,12,0,8,8,9,10,294.837,224,295.275,207,,,,,
125400,295.1,295.05,295.15,295,295.063,260,-0.0500183,0.05,0.25,0.368426,0.105278,294.8,294.966,0.145745,81.9967,88.3343,0.0107503,194,-1289,5,-5,237,314643,-116,0.03,0.0366667,12,0,8,9,9,9,294.837,224,295.275,207,,,,,
125500,295.1,295.05,295.1,295,295.05,225,-0.0500183,0.0600037,0.149963,0.388891,0.05558,294.8,294.964,0.145841,78.7994,84.9996,0.0085083,216,-1299,9,-6,114,314582,-61,-0.05,0.0362979,12,0,8,9,10,9,294.837,224,295.275,207,,,,,
125600,295,295,295.05,294.95,295,317,0,0.0500061,0.0999451,0.333322,0.11113,294.8,294.964,0.141286,60.9895,73.0001,0.0041097,210,-1297,6,-5,12,314520,-62,-0.05,0.0359322,12,0,8,8,11,10,294.837,224,295.275,207,,,,,
125700,294.95,294.95,295,294.95,294.963,158,0,0.0400085,0.0499573,0.235296,0.117666,294.8,294.963,0.135774,34.5275,60.3342,-0.000797526,205,-1287,4,-3,26,314519,-1,-0.16,0.0351055,12,0,7,8,12,10,294.837,224,295.275,207,,,,,
125800,294.9,294.9,294.95,294.9,294.913,40,0,0.0200073,0.0499573,0.25,0.125019,294.8,294.961,0.128633,34.8269,40.3342,-0.00542806,142,-1261,-5,1,-21,314500,-19,-0.12,0.0344538,12,0,7,8,13,10,294.837,224,295.237,209,,,,,
125900,294.95,294.9,294.95,294.9,294.913,149,-0.0500183,0.0200073,-0.0500488,0.187502,0.125014,294.8,294.962,0.117782,19.6101,25.3346,-0.00704346,139,-1260,-2,0,-27,314520,20,-0.15,0.033682,12,0,7,8,13,10,294.837,224,295.237,209,,,,,
130000,294.9,294.85,294.95,294.8,294.862,236,-0.0499878,0.0200012,-0.100037,0.166661,0.222237,294.8,294.958,0.11181,16.2036,14.8601,-0.00882161,96,-1254,-5,0,-69,314484,-36,-0.08,0.0332083,12,0,7,8,12,11,294.837,224,295.188,212,,,,,
130100,294.85,294.9,294.9,294.8,294.875,221,0.0499878,0.0299988,-0.100037,0.111115,0.22223,294.8,294.956,0.106525,25.228,12.5741,-0.00782471,58,-1262,-19,3,-94,314474,-10,-0.03,0.0329461,12,0,7,7,13,10,294.837,224,295.188,212,,,,,
130200,294.85,294.95,294.95,294.85,294.925,72,0.100006,0.05,0.0499573,0.157913,0.21053,294.8,294.956,0.0990618,31.0816,17.1453,-0.00362549,88,-1275,-18,3,-63,314436,-38,-0.06,0.032562,12,0,8,8,12,10,294.837,224,295.188,212,,,,,
130300,294.95,295,295,294.9,294.975,195,0.0499878,0.0599976,-6.10E-05,0.157881,0.21053,294.8,294.958,0.0930977,32.5503,28.5744,0.00169678,86,-1279,-17,2,-98,314568,132,-0.1,0.0320165,12,0,8,9,12,10,294.837,224,295.087,213,,,,,
130400,294.95,294.75,295,294.75,294.813,669,-0.200012,0.0899963,-0.150055,0.0952395,0.333324,294.8,294.957,0.0838047,25.5779,28.5744,-0.00262451,114,-1294,-13,-1,-97,314461,-107,-0.04,0.0317213,12,0,8,9,11,10,294.813,243,295.075,232,,,,,
130500,294.75,294.75,294.8,294.75,294.763,358,0,0.0799988,-0.100037,0.100003,0.349995,294.75,294.953,0.0794054,25.5779,25.7163,-0.00749919,-47,-1242,-27,2,-202,314559,98,-0.22,0.0306939,12,0,7,9,12,10,294.763,244,295.075,232,,,,,
130600,294.75,294.75,294.8,294.75,294.763,36,0,0.0700012,-0.100037,0.105265,0.315795,294.75,294.945,0.0844699,30.6762,20.0017,-0.00968017,-27,-1245,-23,2,-190,314557,-2,-0.05,0.0303659,12,0,7,9,11,9,294.763,245,295.075,232,,,,,
130700,294.75,294.8,294.8,294.7,294.775,473,0.0499878,0.0599976,-0.0500488,0.100003,0.349995,294.75,294.934,0.0921708,50.4194,18.0944,-0.00867106,-28,-1225,-17,4,-134,314571,14,-0.03,0.0301215,12,0,7,9,10,10,294.763,245,295.075,232,,,,,
130800,294.8,294.85,294.85,294.75,294.825,45,0.0500183,0.0600037,-3.05E-05,0.142878,0.285698,294.75,294.928,0.0939303,52.6425,16.6653,-0.00317383,114,-1226,8,5,9,314522,-49,-0.05,0.0297984,12,0,8,10,10,9,294.763,245,295.075,232,,,,,
130900,294.85,294.85,294.85,294.8,294.838,24,0,0.0200012,0.0499878,0.142878,0.285698,294.75,294.921,0.0958796,52.6425,26.6653,0.00139567,78,-1228,-1,6,8,314516,-6,-0.1,0.0292771,12,0,9,10,9,8,294.763,245,295.075,232,,,,,
131000,294.8,294.8,294.85,294.75,294.8,451,0,0.0200012,0.0999756,0.150024,0.249969,294.75,294.911,0.0990538,47.3206,33.3306,0.00214844,77,-1237,-1,6,44,314598,82,-0.08,0.02884,12,0,8,10,9,9,294.763,245,295.075,232,,,,,
131100,294.8,294.8,294.85,294.8,294.813,172,0,0.0200012,0.0499878,0.157918,0.263122,294.75,294.901,0.100472,41.2084,39.9959,0.00281575,137,-1242,3,7,82,314603,5,0.03,0.0288446,12,0,9,9,9,9,294.763,245,295.075,232,,,,,
131200,294.75,294.8,294.85,294.75,294.8,112,0.0499878,0.0200012,-3.05E-05,0.105268,0.31574,294.75,294.89,0.10199,38.8984,39.9959,0.0022705,158,-1242,29,0,109,314604,1,0.03,0.0288492,12,0,9,9,8,10,294.763,245,295.075,232,,,,,
131300,294.8,294.8,294.85,294.8,294.813,7,0,0.00999756,-0.0500183,0.0555744,0.333277,294.75,294.877,0.100425,31.6203,36.6612,0.00269369,163,-1242,27,0,101,314586,-18,0.08,0.0290514,12,0,10,9,8,10,294.763,245,295.075,232,,,,,
131400,294.8,294.8,294.8,294.75,294.787,249,0,0.00999756,0.149994,0.0714535,0.28564,294.75,294.863,0.0994643,53.4547,39.9919,0.0020874,119,-1218,21,1,190,314619,33,0.02,0.0290157,12,0,10,9,9,10,294.763,245,295.075,232,,,,,
131500,294.8,294.7,294.8,294.65,294.712,339,-0.0999756,0.0299927,0.0500183,0.0625215,0.374938,294.75,294.846,0.101812,39.603,38.3281,-0.00172119,104,-1229,-1,0,147,314610,-9,-0.12,0.0284314,12,0,10,9,8,10,294.712,254,295.075,232,,,,,
131600,294.7,294.8,294.85,294.7,294.787,397,0.0999756,0.0499878,0.149994,0.111149,0.333277,294.7,294.836,0.10217,53.6667,46.6612,9.36E-05,258,-1272,25,-6,239,314550,-60,-0.03,0.0282031,12,0,10,9,8,10,294.712,254,295.075,232,,,,,
131700,294.8,294.85,294.9,294.8,294.85,258,0.0500183,0.0499939,0.150024,0.166684,0.277727,294.7,294.83,0.102265,46.9837,55.9969,0.00447184,359,-1297,40,-8,174,314506,-44,0.08,0.0284047,12,0,10,9,8,10,294.712,254,295.075,232,,,,,
131800,294.9,294.9,294.9,294.85,294.887,206,0,0.0499939,0.100006,0.117649,0.294069,294.7,294.829,0.102507,52.1555,69.3316,0.00893554,435,-1311,42,-9,274,314485,-21,0.11,0.0287209,12,0,11,9,7,9,294.712,254,295.075,232,,,,,
131900,294.9,294.85,294.9,294.85,294.862,63,-0.0499878,0.0599915,0.0500183,0.117653,0.29408,294.7,294.826,0.102408,50.2381,72.002,0.00978597,431,-1316,39,-10,275,314497,12,0.06,0.0288417,12,0,10,8,7,9,294.712,254,295.075,232,,,,,
132000,294.85,294.85,294.85,294.8,294.838,9,0,0.0399963,0.0500183,0.125005,0.312493,294.7,294.825,0.100365,68.1774,83.0014,0.00736491,415,-1319,36,-11,201,314476,-21,-0.01,0.0286923,12,0,10,8,8,10,294.712,254,295.075,232,,,,,
132100,294.8,294.95,294.95,294.8,294.913,686,0.150024,0.0500061,0.200043,0.22223,0.27777,294.7,294.827,0.0997246,79.3807,88.0029,0.00833333,469,-1323,50,-15,230,314490,14,-0.08,0.0282759,12,0,10,8,8,10,294.712,254,295.075,232,,,,,
132200,295,295.05,295.05,294.95,295.025,294,0.0499878,0.05,0.200043,0.333322,0.222237,294.7,294.832,0.107582,82.0848,92.002,0.0133748,407,-1339,43,-15,147,314495,5,-0.11,0.0277481,12,0,10,9,8,10,294.712,254,295.075,232,,,,,
132300,295.05,295.05,295.1,295,295.05,485,0,0.05,0.200043,0.368435,0.210543,294.7,294.836,0.117764,82.0848,89.779,0.0164429,417,-1415,22,-20,101,314584,89,0.03,0.0277567,12,0,11,9,8,10,294.712,254,295.063,233,,,,,
132400,295.05,295.05,295.1,295,295.05,161,0,0.0400024,0.200043,0.350006,0.150024,294.7,294.848,0.123111,82.0848,91.555,0.0162679,424,-1403,9,-15,146,314537,-47,0.1,0.0280303,12,0,11,8,8,10,294.712,254,295.05,263,,,,,
132500,295.05,295.1,295.1,295.05,295.088,53,0.0500183,0.0500061,0.350037,0.388885,0.0555744,294.7,294.864,0.125814,96.781,95.5541,0.0151367,423,-1387,-1,-10,50,314533,-4,-0.06,0.0276981,12,0,12,8,7,10,294.712,254,295.088,264,,,,,
132600,295.1,295,295.1,295,295.025,114,-0.100006,0.0400024,0.150055,0.352912,0.117649,294.7,294.877,0.12435,89.4247,88.8874,0.00911865,389,-1390,-6,-10,-63,314491,-42,-0.13,0.0271053,12,0,12,8,6,10,294.712,254,295.088,264,Buy Call(Point), 저점: 294.087, 저점시간: 76, 고점: 295.088, 고점시간: 265
132700,295,294.95,295,294.95,294.963,140,-0.0499878,0.0400024,0.0500488,0.312493,0.187488,294.7,294.886,0.119957,79.6252,78.8884,0.00162354,397,-1391,-2,-10,-118,314537,46,0.01,0.0270412,12,0,12,8,6,11,294.712,254,295.088,264,,,,,
132800,294.95,295.05,295.05,294.95,295.025,333,0.0999756,0.0599976,0.150024,0.352924,0.176462,294.7,294.896,0.12039,81.1641,77.777,-6.92E-05,380,-1378,-12,-7,-113,314561,24,0.05,0.0271269,12,0,12,9,5,10,294.712,254,295.088,264,,,,,
132900,295,295.15,295.15,295,295.112,163,0.149994,0.0899963,0.350006,0.421041,0.157886,294.7,294.91,0.126169,85.7535,80,0.00300293,428,-1381,3,-6,-49,314590,29,-0.03,0.0269145,12,0,13,10,5,10,294.712,254,295.112,268,,,,,
133000,295.15,295.05,295.15,295.05,295.075,387,-0.100006,0.0999939,0.25,0.399994,0.0999756,294.7,294.924,0.128733,70.4557,74.2855,0.00321045,454,-1391,5,3,-83,314510,-80,-0.06,0.0265926,12,0,14,10,5,9,294.712,254,295.112,268,,,,,
133100,295,295.05,295.05,295,295.037,147,0.0499878,0.0899902,0.149963,0.333333,0.166633,294.7,294.935,0.129241,56.8049,70.9506,0.00102946,456,-1403,4,0,-15,314584,74,-0.06,0.0262731,12,0,14,10,5,10,294.712,254,295.112,268,,,,,
133200,295.05,295.05,295.1,295.05,295.063,186,0,0.0799927,0.0999756,0.294151,0.176426,294.7,294.948,0.130387,46.1344,70.9481,-0.000333659,548,-1429,17,-6,117,314527,-57,-0.05,0.0259926,12,0,14,10,5,10,294.712,254,295.112,268,,,,,
133300,295.05,295.05,295.1,295.05,295.063,19,0,0.0599976,0.0999756,0.25001,0.18745,294.7,294.961,0.131841,46.1344,64.2809,-0.00176595,530,-1430,20,-5,79,314534,7,-0.04,0.0257509,12,0,13,9,5,10,294.712,254,295.112,268,,,,,
133400,295.05,295,295.05,294.95,295,173,-0.0499878,0.0399963,0.0499878,0.250019,0.312428,294.7,294.971,0.130787,40.2796,49.2801,-0.00510661,497,-1432,14,-5,29,314439,-95,-0.11,0.0252555,12,0,13,9,6,10,294.712,254,295.112,268,,,,,
133500,294.95,295,295,294.9,294.975,238,0.0499878,0.0299927,0.0499573,0.235315,0.352901,294.7,294.984,0.127598,37.863,42.9951,-0.00776367,432,-1433,7,-7,0,314477,38,0.01,0.0252,12,0,13,9,6,11,294.712,254,295.112,268,,,,,
133600,294.95,295.05,295.1,294.95,295.037,238,0.0999756,0.0399902,0.249939,0.333367,0.277755,294.8,294.997,0.127324,51.1856,44.9962,-0.00600993,498,-1425,10,-6,67,314485,8,-0.08,0.0248188,12,0,14,10,6,11,294.712,254,295.112,268,,,,,
133700,295.05,295,295.05,294.95,295,170,-0.0499878,0.0499878,0.249939,0.315825,0.210518,294.8,295.004,0.127249,50.1363,42.9982,-0.00604655,562,-1427,15,-5,133,314535,50,-0.05,0.0245487,12,0,14,10,7,10,294.712,254,295.112,268,,,,,
133800,295,294.9,295,294.9,294.925,265,-0.100006,0.069989,0.0499573,0.263195,0.263163,294.8,295.006,0.127705,28.7281,32.9997,-0.00869548,505,-1409,7,0,49,314448,-87,-0.02,0.0243885,12,0,13,9,8,11,294.712,254,295.112,268,,,,,
133900,294.9,294.95,294.95,294.85,294.925,217,0.0500183,0.0699951,-0.0500183,0.166695,0.333322,294.8,295.009,0.129059,31.3766,34.6678,-0.00964355,359,-1411,-27,2,-115,314450,2,0.02,0.0243728,12,0,12,9,9,12,294.712,254,295.112,268,,,,,
134000,294.9,294.85,294.9,294.85,294.862,142,-0.0499878,0.0699951,0,0.166695,0.333322,294.8,295.011,0.132996,37.7614,26.6673,-0.0124919,361,-1412,-24,2,-104,314475,25,-0.01,0.02425,12,0,12,9,10,11,294.712,254,295.112,268,,,,,
134100,294.85,294.95,294.95,294.85,294.925,299,0.100006,0.0700012,0.0500183,0.210569,0.263155,294.85,295.011,0.13367,50.1332,22.6683,-0.00949707,365,-1436,-18,0,-190,314426,-49,-0.07,0.0239146,12,0,11,10,10,11,294.712,254,295.112,268,,,,,
134200,294.95,294.9,294.95,294.9,294.913,38,-0.0500183,0.0700073,0,0.157918,0.263155,294.85,295.006,0.128669,48.8979,18.6669,-0.00681152,313,-1437,-17,0,-224,314456,30,-0.03,0.0237234,12,0,12,10,10,10,294.712,254,295.112,268,,,,,
134300,294.9,294.95,294.95,294.9,294.938,300,0.0500183,0.0600098,0.0500183,0.157918,0.263155,294.85,295,0.120331,57.2203,26.6673,-0.00343018,302,-1439,-28,-2,-202,314360,-96,-0.01,0.0236042,12,0,11,10,10,10,294.712,254,295.112,268,,,,,
134400,295,294.9,295,294.9,294.925,76,-0.100006,0.0700073,0,0.21053,0.157913,294.85,294.994,0.112301,60.4022,23.999,-0.00157471,321,-1438,-34,-1,-116,314354,-6,0,0.0235211,12,0,11,11,9,9,294.712,254,295.112,268,,,,,
134500,294.9,295,295,294.9,294.975,247,0.100006,0.080011,0.0500183,0.21053,0.105265,294.85,294.988,0.101109,65.3125,35.9985,0.00142008,295,-1441,-30,-4,-219,314378,24,0.19,0.0241053,12,0,11,11,9,8,294.787,255,295.112,268,,,,,
