시간, 시가, 종가, 고가, 저가,  Width, 20mSMA, 20mSD, 60mSMA, UpdateHigh, UpdateLow, Min30m, Time, Max30m, Time, 외인, 기관, 외인5m, 기관5m, 거래량, 거래량(부호),ResQty, 콜(종가), 풋(종가) ,외인(ko), 기관(ko), 외인(ko)5m, 기관(ko)5m
090100, 438.75, 438.6, 439, 438.55, -0.149994, 21.93, 191.181, 7.31, 0, 0, 0, 0, 0, 0, -201, 158, 0, 0, 2687, -2687, 0, 2.65, 1.24, 0, 0, 0, 0
090159, 438.95, 438.65, 438.95, 438.65, -0.300018, 43.8625, 263.175, 14.6208, 0, 0, 0, 0, 0, 0, -264, 215, 0, 0, 1915, -1915, 24, 2.46, 0, 22, -104, 0, 0
090259, 438.6, 438.7, 438.75, 438.55, 0.100006, 65.7975, 313.259, 21.9325, 0, 0, 0, 0, 0, 0, -376, 237, 0, 0, 1304, 1304, 264, 2.51, 0, 22, -162, 0, 0
090359, 438.7, 438.85, 439.15, 438.7, 0.149994, 87.74, 350.96, 29.2467, 0, 0, 0, 0, 0, 0, -271, 196, 0, 0, 2303, 2303, 375, 2.58, 0, -65, -224, 0, 0
090459, 438.85, 438.8, 438.85, 438.7, -0.0500183, 109.68, 379.943, 36.56, 0, 0, 0, 0, 0, 0, -543, 271, 0, 0, 880, -880, 259, 2.57, 0, -85, -146, 0, 0
090559, 438.75, 438.95, 439, 438.6, 0.200012, 131.628, 402.129, 43.8758, 0, 0, 0, 0, 0, 0, -434, 310, -46, 30, 1386, 1386, 731, 2.67, 0, -85, -146, 0, 0
090659, 438.95, 439.05, 439.1, 438.85, 0.0999756, 153.58, 418.589, 51.1933, 0, 0, 0, 0, 0, 0, -143, 299, 24, 16, 1137, 1137, 1204, 2.71, 0, -89, -93, 0, 0
090759, 439.05, 438.9, 439.05, 438.75, -0.149994, 175.525, 429.947, 58.5083, 0, 0, 0, 0, 0, 0, -195, 347, 36, 22, 963, -963, 813, 2.64, 0, -50, -140, 0, 0
090859, 438.95, 439, 439.05, 438.95, 0.0499878, 197.475, 436.634, 65.825, 0, 0, 0, 0, 0, 0, -210, 349, 12, 30, 597, 597, 1130, 2.67, 0, -50, -140, 0, 0
090959, 439, 438.9, 439, 438.85, -0.100006, 219.42, 438.84, 73.14, 0, 0, 0, 0, 0, 0, -436, 370, 21, 19, 570, -570, 931, 2.64, 0, 58, -70, 0, 0
091059, 438.95, 438.8, 438.95, 438.75, -0.150024, 241.36, 436.637, 80.4533, 0, 0, 0, 0, 0, 0, -645, 445, -42, 27, 574, -574, 579, 2.56, 0, 86, -91, 0, 0
091159, 438.8, 438.85, 438.85, 438.8, 0.0500183, 263.303, 429.971, 87.7675, 0, 0, 0, 0, 0, 0, -638, 475, -99, 35, 137, 137, 651, 2.56, 0, 86, -69, 0, 0
091259, 438.85, 439.05, 439.05, 438.85, 0.199982, 285.255, 418.64, 95.085, 0, 0, 0, 0, 0, 0, -660, 477, -93, 26, 664, 664, 1183, 2.64, 0, 117, -177, 0, 0
091359, 439, 438.85, 439.05, 438.85, -0.149994, 307.198, 402.216, 102.399, 0, 0, 0, 0, 0, 0, -572, 484, -72, 27, 511, -511, 992, 2.58, 0, 198, -85, 0, 0
091459, 438.9, 439, 439, 438.9, 0.100006, 329.147, 380.067, 109.716, 0, 0, 0, 0, 0, 0, -607, 509, -34, 27, 122, 122, 1232, 2.63, 0, 198, -89, 0, 0
091559, 439, 439, 439.15, 438.95, 0, 351.098, 351.098, 117.033, 0, 0, 0, 0, 0, 0, -649, 528, 0, 16, 1128, -1128, 1132, 2.62, 0, 166, 0, 0, 0
091659, 438.95, 438.85, 439, 438.8, -0.100006, 373.04, 313.416, 124.347, 0, 0, 0, 0, 0, 0, -918, 625, -56, 30, 725, -725, 709, 2.57, 0, 178, -37, 0, 0
091759, 438.85, 438.8, 438.9, 438.8, -0.0500183, 394.98, 263.32, 131.66, 0, 0, 0, 0, 0, 0, -914, 619, -50, 28, 186, -186, 556, 2.54, 0, 178, -39, 0, 0
091859, 438.8, 438.7, 438.8, 438.55, -0.0999756, 416.915, 191.294, 138.972, 0, 0, 0, 0, 0, 0, -1026, 637, -90, 30, 1303, -1303, 200, 2.49, 0, 208, -87, 0, 0
091959, 438.7, 438.75, 438.85, 438.65, 0.0499878, 438.852, 0.255876, 146.284, 0, 0, 0, 0, 0, 0, -948, 624, -68, 23, 438, 438, 328, 2.48, 0, 118, -135, 0, 0
092059, 438.75, 438.75, 438.75, 438.65, 0, 438.86, 0.233662, 153.597, 0, 0, 0, 0, 0, 0, -964, 621, -63, 18, 324, 324, 467, 2.49, 0, 118, -139, 0, 0
092159, 438.8, 438.8, 438.8, 438.75, 0, 438.867, 0.215112, 160.91, 0, 0, 0, 0, 0, 0, -905, 604, 2, -4, 216, 216, 655, 2.54, 0, 58, -111, 0, 0
092259, 438.8, 439.05, 439.1, 438.8, 0.25, 438.885, 0.214705, 168.227, 0, 0, 0, 0, 0, 0, -626, 408, 57, -42, 1312, 1312, 1261, 2.67, 0, 95, 6, 0, 0
092359, 439.1, 439.4, 439.4, 439.05, 0.299988, 438.912, 0.309633, 175.551, 0, 0, 0, 0, 0, 0, -586, 250, 88, -77, 2068, 2068, 2188, 2.92, 0, 95, 85, 0, 0
092459, 439.5, 439.55, 439.7, 439.5, 0.0499878, 438.95, 0.41109, 182.877, 1, 0, 0, 0, 0, 0, -64, 117, 176, -101, 2819, 2819, 2381, 3.01, 0, 200, 220, 0, 0
092559, 439.6, 439.7, 439.75, 439.55, 0.100006, 438.987, 0.525238, 190.205, 2, 0, 0, 0, 0, 0, 110, 59, 214, -112, 1122, 1122, 2922, 3.12, 0, 189, 276, 0, 0
, 439.75, 439.6, 439.85, 439.6, 0, 439.015, 0.589153, 197.532, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2456, 3.03, 0, 0, 0, 0, 0
092759, 439.65, 439.65, 439.75, 439.65, 0, 439.052, 0.647669, 204.859, 2, 0, 0, 0, 0, 0, 190, -45, 163, -90, 2056, -2056, 2610, 3.05, 0, 201, 273, 0, 0
