091000, 433.3, 431.85, 432, 99.7, 33.2333, 11.0778, 21.6, 188.472
092000, 432.2, 431.3, 431.35, 99.55, 66.4166, 33.2167, 43.1675, 259.2
093000, 432.2, 431.35, 432.05, 99.7115, 99.6538, 66.4346, 64.77, 308.478
094000, 432.35, 431.7, 431.8, 99.6538, 99.6384, 88.5696, 86.36, 345.563
095000, 432.6, 431.7, 432.55, 62.5, 87.2885, 95.5269, 107.988, 374.14
100000, 433.85, 432.6, 433.55, 88.2347, 83.4628, 90.1299, 129.665, 396.154
101000, 433.7, 432.9, 432.95, 64.0002, 71.5783, 80.7765, 151.313, 412.459
102000, 433.4, 432.8, 433.35, 76.7441, 76.3263, 77.1225, 172.98, 423.738
103000, 433.5, 433, 433.25, 72.0927, 70.9457, 72.9501, 194.643, 430.394
104000, 433.6, 433.05, 433.45, 68.0005, 72.2791, 73.1837, 216.315, 432.643
105000, 433.5, 432.85, 432.85, 5.55744, 48.5502, 63.925, 237.958, 430.512
110000, 433.25, 432.7, 432.8, 11.1085, 28.2221, 49.6838, 259.598, 423.959
111000, 432.85, 432.4, 432.6, 16.6675, 11.1111, 29.2945, 281.227, 412.764
112000, 433.25, 432.4, 433.2, 66.6675, 31.4812, 23.6048, 302.888, 396.588
113000, 433.2, 432.55, 432.7, 27.2742, 36.8698, 26.4874, 324.522, 374.747
114000, 432.95, 432.55, 432.9, 58.8231, 50.9216, 39.7575, 346.167, 346.181
115000, 433.15, 432.9, 433.1, 82.3538, 56.1504, 47.9806, 367.822, 309.042
120000, 433.35, 433.05, 433.2, 84.2114, 75.1294, 60.7338, 389.482, 259.663
121000, 433.5, 433, 433.1, 57.8959, 74.8204, 68.7001, 411.138, 188.652
122000, 433.35, 433.1, 433.3, 78.9464, 73.6845, 74.5448, 432.802, 1.02578
123000, 433.5, 433.15, 433.3, 66.665, 67.8357, 72.1136, 432.867, 1.02787
124000, 433.35, 433, 433.05, 9.99756, 51.8696, 64.4633, 432.952, 0.860012
125000, 433.2, 432.9, 433.05, 24.9987, 33.8871, 51.1975, 433.003, 0.705974
130000, 433.2, 432.9, 433.15, 41.6662, 25.5542, 37.1036, 433.07, 0.519016
131000, 433.2, 432.75, 432.8, 6.66504, 24.4433, 27.9615, 433.083, 0.386673
132000, 433, 432.75, 432.9, 24.9987, 24.4433, 24.8136, 433.05, 0.379035
133000, 433.05, 432.8, 432.9, 33.3311, 21.6649, 23.5172, 433.048, 0.379029
134000, 432.95, 432.6, 432.75, 24.9987, 27.7762, 24.6282, 433.018, 0.393115
135000, 432.8, 432.5, 432.75, 35.7137, 31.3478, 26.9296, 432.993, 0.406068
140000, 432.9, 432.6, 432.7, 36.3667, 32.3597, 30.4946, 432.955, 0.385284
141000, 432.9, 432.55, 432.65, 27.2722, 33.1175, 32.275, 432.945, 0.398613
142000, 432.85, 432.6, 432.75, 55.5541, 39.731, 35.0694, 432.942, 0.409412
143000, 433.25, 432.7, 433.15, 86.6658, 56.4974, 43.1153, 432.97, 0.383441
144000, 433.35, 433.05, 433.3, 93.7479, 78.6559, 58.2948, 432.975, 0.400893
144959, 433.35, 433.1, 433.3, 93.7479, 91.3872, 75.5135, 433.005, 0.41137
145959, 433.35, 433.05, 433.05, 59.9976, 82.4978, 84.1803, 433.012, 0.405832
