085500, 397.1, 395.8, 396.15, 99.7608, 33.2536, 11.0845, 19.8075, 172.765
090500, 396.9, 395.9, 396.8, 99.9244, 66.5617, 33.2718, 39.6475, 237.865
091500, 397.15, 396.4, 396.95, 99.9496, 99.8783, 66.5645, 59.495, 283.209
092500, 397.5, 396.8, 397.5, 100, 99.958, 88.7994, 79.37, 317.397
093500, 398, 397.3, 397.4, 72.7271, 90.8923, 96.9095, 99.24, 343.734
094500, 397.7, 397.25, 397.6, 80.9527, 84.56, 91.8034, 119.12, 363.867
095500, 397.65, 397.2, 397.3, 56.2494, 69.9764, 81.8095, 138.985, 378.776
100500, 397.75, 397.15, 397.6, 66.6675, 67.9566, 74.1643, 158.865, 389.096
101500, 397.75, 397.05, 397.1, 5.26502, 42.7273, 60.2201, 178.72, 395.149
102500, 397.15, 396.6, 396.6, 0, 23.9775, 44.8871, 198.55, 397.104
103500, 397.05, 396.5, 397, 40, 15.0883, 27.2644, 218.4, 395.09
104500, 397.2, 396.8, 396.9, 31.9995, 23.9998, 21.0219, 238.245, 389.049
105500, 396.95, 396.55, 396.6, 8.00049, 26.6667, 21.9183, 258.075, 378.755
110500, 396.85, 396.45, 396.85, 53.3325, 31.1108, 27.2591, 277.918, 363.875
111500, 397.05, 396.8, 396.95, 66.6667, 42.6666, 33.4814, 297.765, 343.824
112500, 397.15, 396.8, 396.8, 46.6634, 55.5542, 43.1105, 317.605, 317.606
113500, 397.05, 396.8, 396.95, 71.4304, 61.5868, 53.2692, 337.452, 283.518
114500, 397.15, 396.8, 396.95, 71.4304, 63.1748, 60.1053, 357.3, 238.201
115500, 397, 396.6, 396.6, 0, 47.6203, 57.4606, 377.13, 173.044
120500, 397.1, 396.55, 397.05, 83.3325, 51.5876, 54.1276, 396.982, 0.655284
121500, 397.25, 396.95, 397.05, 71.4273, 51.5866, 50.2648, 397.028, 0.588484
122500, 397.25, 396.95, 397.2, 92.859, 82.5396, 61.9046, 397.048, 0.545749
123500, 397.35, 397.2, 397.2, 81.2512, 81.8458, 71.9907, 397.06, 0.543366
124500, 397.25, 397.1, 397.2, 81.2512, 85.1205, 83.1686, 397.045, 0.539762
125500, 397.3, 397.1, 397.2, 62.501, 75.0011, 80.6558, 397.035, 0.492266
130500, 397.6, 397.2, 397.4, 69.2286, 70.9936, 77.0384, 397.025, 0.472756
131500, 397.65, 397.4, 397.55, 81.8167, 71.1821, 72.3923, 397.038, 0.4977
132500, 397.85, 397.5, 397.7, 80.0008, 77.0154, 73.0637, 397.043, 0.536295
133500, 398, 397.7, 397.95, 94.4458, 85.4211, 77.8728, 397.085, 0.638496
134500, 398.5, 397.95, 398.2, 76.9238, 83.7901, 82.0755, 397.165, 0.789775
135500, 398.2, 397.95, 398.05, 59.09, 76.8199, 82.0104, 397.217, 0.868572
140500, 398.2, 397.9, 398.15, 64.9994, 67.0044, 75.8715, 397.28, 0.937136
141500, 398.2, 397.9, 398.05, 43.7476, 55.9457, 66.59, 397.353, 0.955935
142500, 398.05, 397.8, 397.85, 7.14535, 38.6308, 53.8603, 397.403, 0.939631
143500, 397.95, 397.7, 397.7, 0, 16.9643, 37.1803, 397.44, 0.927777
144500, 398, 397.65, 397.9, 45.453, 17.5328, 24.376, 397.495, 0.910484
145500, 398.05, 397.85, 397.95, 54.547, 33.3333, 22.6101, 397.545, 0.893477
150500, 398.1, 397.9, 397.95, 66.6689, 55.5563, 35.4741, 397.595, 0.872065
151500, 398.05, 397.85, 397.95, 66.6689, 62.6283, 50.506, 397.663, 0.789608
152500, 398.05, 397.85, 397.9, 55.5541, 62.964, 60.3829, 397.705, 0.717186
