시간, 시가, 종가, 고가, 저가,  Width, 20mSMA, 20mSD, 60mSMA, UpdateHigh, UpdateLow, Min30m, Time, Max30m, Time, 외인, 기관, 외인5m, 기관5m, 거래량, 거래량(부호),ResQty, 콜(종가), 풋(종가) ,외인(ko), 기관(ko), 외인(ko)5m, 기관(ko)5m
090100, 430.3, 430.3, 430.7, 430.15, 0, 21.515, 187.563, 7.17167, 0, 0, 0, 0, 0, 0, -63, 19, 0, 0, 3703, -3703, 0, 3.52, 3.7, 0, 0, 0, 0
090200, 430.3, 430.3, 430.65, 430.15, 0, 43.03, 258.18, 14.3433, 0, 0, 0, 0, 0, 0, -367, 305, 0, 0, 1689, -1689, 0, 3.46, 3.7, -23, -16, 0, 0
090300, 430.3, 430.3, 430.45, 430.2, 0, 64.545, 307.296, 21.515, 0, 0, 0, 0, 0, 0, -582, 308, 0, 0, 940, -940, 0, 3.42, 3.71, -23, -16, 0, 0
090400, 430.3, 430.35, 430.45, 430.1, 0.0500183, 86.0625, 344.25, 28.6875, 0, 0, 0, 0, 0, 0, -487, 335, 0, 0, 1008, 1008, 0, 3.4, 3.69, -198, -147, 0, 0
090500, 430.35, 431.75, 431.8, 430.25, 1.39999, 107.65, 372.911, 35.8833, 0, 0, 0, 0, 0, 0, -257, 334, 0, 0, 3131, 3131, 0, 3.92, 3.33, -258, -152, 0, 0
090600, 431.75, 431.35, 432, 431.3, -0.399994, 129.217, 394.767, 43.0725, 0, 0, 0, 0, 0, 0, -35, 269, 5, 50, 3021, -3021, 0, 3.83, 3.46, -258, -152, -51, -30
090700, 431.35, 431.65, 431.95, 431.35, 0.299988, 150.8, 411.012, 50.2667, 0, 0, 0, 0, 0, 0, -68, 310, 59, 1, 1754, 1754, 0, 3.92, 3.37, -126, 0, -20, 3
090800, 431.65, 432, 432, 431.65, 0.350006, 172.4, 422.293, 57.4667, 1, 0, 0, 0, 0, 0, 29, 351, 122, 8, 1762, 1762, 0, 4.01, 3.3, -164, 23, -28, 7
090900, 432.05, 432.15, 432.25, 431.8, 0.100006, 194.008, 428.968, 64.6692, 2, 0, 0, 0, 0, 0, 492, 186, 195, -29, 2051, 2051, 0, 4.08, 3.24, -164, 23, 6, 34
091000, 432.15, 432.65, 432.7, 432.15, 0.5, 215.64, 431.282, 71.88, 3, 0, 0, 0, 0, 0, 537, -50, 158, -76, 3419, 3419, 0, 4.28, 3.13, -123, 127, 27, 55
091100, 432.65, 432.55, 432.7, 432.25, -0.100006, 237.268, 429.235, 79.0892, 3, 0, 0, 0, 0, 0, 668, -78, 140, -69, 2092, -2092, 0, 4.22, 3.17, -88, 172, 34, 64
091200, 432.6, 432.35, 432.6, 432.25, -0.25, 258.885, 422.76, 86.295, 3, 0, 0, 0, 0, 0, 748, -60, 163, -74, 872, -872, 0, 4.14, 3.2, -88, 172, 7, 34
091300, 432.35, 432.55, 432.6, 432.2, 0.199982, 280.512, 411.682, 93.5042, 3, 0, 0, 0, 0, 0, 1006, -51, 195, -80, 1330, 1330, 0, 4.24, 3.16, -242, 126, -15, 20
091400, 432.55, 432.5, 432.6, 432.4, -0.0499878, 302.137, 395.594, 100.712, 3, 0, 0, 0, 0, 0, 1174, -121, 136, -61, 635, -635, 0, 4.2, 3.17, -147, 239, 3, 43
091500, 432.5, 432.6, 432.8, 432.5, 0.100006, 323.767, 373.858, 107.922, 3, 0, 0, 0, 0, 0, 1399, -175, 172, -25, 1187, 1187, 0, 4.23, 3.14, -147, 239, -4, 22
091600, 432.65, 433.1, 433.15, 432.65, 0.450012, 345.422, 345.427, 115.141, 4, 0, 0, 0, 0, 0, 1317, -188, 129, -22, 2148, 2148, 0, 4.48, 3.04, -121, 466, -6, 58
091700, 433.1, 432.8, 433.1, 432.8, -0.300018, 367.062, 308.399, 122.354, 4, 0, 0, 0, 0, 0, 1407, -309, 131, -49, 1333, -1333, 0, 4.41, 3.1, -53, 571, 7, 79
091800, 432.85, 433, 433.05, 432.75, 0.149994, 388.712, 259.148, 129.571, 4, 0, 0, 0, 0, 0, 1461, -353, 91, -60, 934, 934, 0, 4.47, 3.07, -53, 571, 37, 89
