시간, 시가, 종가, 고가, 저가,  Width, 20mSMA, 20mSD, 60mSMA, UpdateHigh, UpdateLow, Min30m, Time, Max30m, Time, 외인, 기관, 외인5m, 기관5m, 거래량, 거래량(부호),ResQty, 콜(종가), 풋(종가) ,외인(ko), 기관(ko), 외인(ko)5m, 기관(ko)5m
090100, 233.1, 233.9, 234.35, 233.05, 0.799988, 11.695, 101.955, 3.89833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6237, 6237, 0, 4, 4.01, 0, 0, 0, 0
090200, 233.85, 234.45, 234.8, 233.55, 0.599991, 23.4175, 140.505, 7.80583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3877, 3877, 0, 4.07, 3.82, 0, 0, 0, 0
090300, 234.45, 234.4, 234.6, 233.6, -0.0500031, 35.1375, 167.288, 11.7125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2868, -2868, 0, 4.1, 3.79, 0, 0, 0, 0
090400, 234.4, 234.3, 234.45, 233.85, -0.0999908, 46.8525, 187.41, 15.6175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2406, -2406, 0, 4.1, 3.85, 0, 0, 0, 0
090500, 234.3, 234.3, 234.35, 233.85, 0, 58.5675, 202.884, 19.5225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2271, 2271, 0, 4.01, 3.98, 0, 0, 0, 0
090600, 234.3, 234.7, 234.7, 234.25, 0.399994, 70.3025, 214.778, 23.4342, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2449, 2449, 0, 4.11, 3.79, 0, 0, 0, 0
090700, 234.7, 234.75, 235.1, 234.6, 0.0500031, 82.04, 223.604, 27.3467, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2727, 2727, 0, 4.21, 3.74, 0, 0, 0, 0
090800, 234.75, 234.9, 235.05, 234.5, 0.149994, 93.785, 229.726, 31.2617, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2106, 2106, 0, 4.19, 3.62, 0, 0, 0, 0
090900, 234.9, 235.3, 235.35, 234.7, 0.400009, 105.55, 233.38, 35.1833, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2445, 2445, 0, 4.28, 3.53, 0, 0, 0, 0
091000, 235.3, 235.3, 235.4, 234.9, 0, 117.315, 234.631, 39.105, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2152, 2152, 0, 4.23, 3.58, 0, 0, 0, 0
