시간, 시가, 종가, 고가, 저가, WP, 거래량, 거래량(부호), Width, 5mWidth, 10mWidth, DI+, DI-, 20mLowOpen, 20mSMA, SD, MFI, %D(5), MACD, 외인, 기관, 외인7m, 기관7m, 외인+기관9m, 미결제량, 미결제변화, basis, basis_mean, UpdateHigh, UpdateLow, LR, HR, HF, LF, Min30m, Time, Max30m, Time,
112800,299.75,299.65,299.75,299.65,299.675,506,-506,-0.100006,0.0900024,-0.150024,0.321425,0.214269,299.6,299.724,0.146432,43.9497,38.7256,-0.018457,4549,-2030,51,25,819,292174,3,0.36,0.31777,14,2,14,8,10,8,299.5,120,300.025,143,
112900,299.7,299.65,299.7,299.65,299.663,227,-227,-0.0500183,0.0600037,-0.0500488,0.346142,0.192296,299.6,299.724,0.133334,45.7633,27.998,-0.0207235,4597,-2025,49,20,569,292097,-77,0.21,0.317047,14,2,13,8,11,8,299.5,120,300.025,143,
113000,299.65,299.35,299.7,299.25,299.413,3051,-3051,-0.299988,0.110004,-0.400024,0.264697,0.382326,299.6,299.713,0.140043,31.3068,20.3511,-0.0312785,4400,-2021,5,11,397,291671,-426,0.32,0.317067,14,2,13,7,11,8,299.413,150,300.025,143,
113100,299.3,299.45,299.5,299.3,299.425,650,650,0.150024,0.120007,-0.299988,0.194436,0.361086,299.3,299.702,0.148295,30.404,17.058,-0.0332113,4289,-2042,-30,5,164,291384,-287,0.43,0.317815,14,2,13,7,12,8,299.413,150,300.025,143,
113200,299.45,299.55,299.55,299.45,299.525,522,522,0.0999756,0.140002,-0.300018,0.166653,0.361092,299.3,299.697,0.151514,29.5357,18.1167,-0.0258179,4313,-2058,-21,-2,-5,291431,47,0.47,0.318816,14,2,14,8,12,8,299.413,150,300.025,143,
113300,299.55,299.6,299.6,299.5,299.575,465,465,0.0500183,0.130005,-0.5,0.0625012,0.406229,299.3,299.694,0.152456,17.4973,24.3526,-0.0158895,4313,-2059,-33,-1,-168,291451,20,0.44,0.319608,14,2,15,9,11,8,299.413,150,300.025,143,
113400,299.6,299.65,299.65,299.55,299.625,305,305,0.0499878,0.129999,-0.25,0.0999919,0.433312,299.3,299.689,0.14928,23.5563,33.7813,-0.00493571,4337,-2048,-29,-1,-138,291396,-55,0.3,0.319481,14,2,15,9,11,8,299.413,150,300.025,143,
113500,299.65,299.65,299.65,299.55,299.625,294,294,0,0.0700012,-0.200012,0.103441,0.379291,299.3,299.688,0.149428,25.008,43.7358,0.000821941,4348,-2049,-28,-2,-199,291347,-49,0.43,0.320194,14,2,14,8,11,8,299.413,150,300.025,143,
113600,299.7,299.65,299.7,299.65,299.663,233,-233,-0.0500183,0.05,-0.150024,0.14286,0.392833,299.3,299.689,0.149408,28.8112,53.5752,0.00447591,4373,-2047,-32,-3,-179,291316,-31,0.45,0.321026,14,2,14,9,11,8,299.413,150,300.025,143,
113700,299.65,299.7,299.75,299.6,299.688,808,808,0.0500183,0.0400085,-0.100006,0.14286,0.285699,299.3,299.691,0.149281,43.61,64.5172,0.00666911,4399,-2046,0,-3,-166,291395,79,0.46,0.321911,14,2,14,10,11,8,299.413,150,300.025,143,
113800,299.7,299.65,299.75,299.65,299.675,982,-982,-0.0500183,0.0400085,-0.0500183,0.14286,0.285699,299.3,299.689,0.148147,40.548,72.2816,0.00632324,4337,-2020,6,3,-255,291437,42,0.35,0.322089,14,2,15,10,11,7,299.413,150,300.025,143,
113900,299.7,299.75,299.75,299.65,299.725,701,701,0.0499878,0.0400085,0.0499878,0.137935,0.27585,299.3,299.693,0.148223,46.1199,80.8534,0.00766602,4256,-2003,-8,7,-126,291695,258,0.52,0.323333,14,2,14,10,10,7,299.413,150,300.025,143,
114000,299.75,299.75,299.75,299.75,299.75,101,0,0,0.0400085,0.349976,0.200006,0,299.3,299.699,0.148634,77.8428,88.5458,0.00854899,4225,-1999,-12,8,-21,291737,42,0.47,0.32425,14,2,15,10,9,7,299.413,150,300.025,143,
114100,299.75,299.8,299.8,299.75,299.787,276,276,0.0499878,0.0400024,0.249939,0.294116,0,299.3,299.702,0.149135,75.8046,94.0002,0.00975342,4251,-1998,-12,7,-2,291737,0,0.43,0.324907,14,2,15,11,9,7,299.413,150,300.025,143,
114200,299.8,299.75,299.85,299.75,299.775,290,-290,-0.0499878,0.0399963,0.0999756,0.294141,0,299.3,299.699,0.146781,66.7601,90.2852,0.00875244,4325,-2008,-3,5,63,291652,-85,0.28,0.32463,14,2,15,12,8,6,299.413,150,300.025,143,
114300,299.75,299.75,299.8,299.7,299.75,90,0,0,0.0299927,0.0499573,0.235307,0.0588087,299.3,299.686,0.130987,62.1647,87.6188,0.00555013,4276,-2007,-13,5,-20,291672,20,0.5,0.325706,14,2,14,12,9,7,299.413,150,300.025,143,
114400,299.7,299.8,299.8,299.7,299.775,379,379,0.0999756,0.0399902,0.0999451,0.176504,0.0588109,299.3,299.677,0.119775,62.9814,84.2844,0.00395508,4246,-2002,-21,6,-55,291554,-118,0.35,0.325854,14,2,13,11,9,7,299.413,150,300.025,143,
114500,299.8,299.75,299.8,299.75,299.763,594,-594,-0.0499878,0.0499878,0.0499573,0.187541,0.0624881,299.3,299.672,0.117129,53.6969,76.284,0.00183512,4260,-2001,-11,2,-67,291646,92,0.39,0.326242,14,2,14,11,9,6,299.413,150,300.025,143,
114600,299.8,299.7,299.8,299.7,299.725,465,-465,-0.0999756,0.0599854,0,0.117666,0.11763,299.3,299.667,0.115438,48.1419,64.2844,-0.00120036,4345,-2026,12,-3,-34,291787,141,0.42,0.326807,14,2,13,11,8,7,299.413,150,300.025,143,
114700,299.7,299.75,299.75,299.65,299.725,141,141,0.0499878,0.0599854,-3.05E-05,0.125019,0.18751,299.3,299.666,0.115974,39.1077,59.999,-0.0028361,4369,-2067,20,-9,-15,291814,27,0.43,0.327425,14,2,13,11,9,8,299.413,150,300.025,143,
114800,299.7,299.75,299.75,299.7,299.737,301,301,0.0499878,0.0699829,0.0999756,0.133358,0.200016,299.3,299.669,0.116502,52.5987,56.6656,-0.00316976,4267,-2019,2,-3,-5,291777,-37,0.54,0.32869,14,2,13,10,9,8,299.413,150,300.025,143,
114900,299.75,299.75,299.75,299.75,299.75,134,0,0,0.0499878,0.0499878,0.153879,0.230795,299.3,299.674,0.117048,37.1099,50,-0.00234375,4305,-2035,-2,-3,44,291823,46,0.45,0.329408,14,2,14,10,9,7,299.413,150,300.025,143,
115000,299.75,299.85,299.85,299.75,299.825,402,402,0.100006,0.0599915,0.149994,0.266715,0.200016,299.3,299.694,0.102635,47.0376,58.0005,0.00192464,4838,-2126,80,-17,459,291747,-76,0.39,0.329765,14,2,14,11,8,7,299.413,150,300.025,143,
115100,299.85,299.8,299.85,299.8,299.813,103,-103,-0.0500183,0.05,0.0499878,0.200049,0.200008,299.45,299.714,0.0836434,38.8388,64.9985,0.00331217,4791,-2235,77,-33,239,291733,-14,0.52,0.330877,14,2,14,10,8,7,299.413,150,300.025,143,
115200,299.8,299.8,299.85,299.8,299.813,153,-153,0,0.0400024,0.0999756,0.142876,0.214292,299.55,299.728,0.0759217,44.2437,69.9969,0.00328776,5104,-2360,120,-51,475,291686,-47,0.54,0.332093,14,2,13,9,8,7,299.413,150,300.025,143,
115300,299.85,299.85,299.85,299.8,299.838,313,313,0,0.0300049,0.0999756,0.153857,0.153857,299.6,299.741,0.0733523,51.5258,79.9969,0.00350342,4981,-2422,90,-56,315,291775,89,0.41,0.332543,14,2,12,8,8,7,299.413,150,299.95,144,
115400,299.8,299.85,299.85,299.8,299.838,329,329,0.0500183,0.0400085,0.0500183,0.166667,0.166667,299.65,299.752,0.0738409,42.4222,89.9969,0.00259603,5324,-2575,136,-72,490,291871,96,0.47,0.333333,14,2,11,8,8,7,299.413,150,299.862,145,
115500,299.85,299.95,300,299.85,299.938,877,877,0.100006,0.0400085,0.200012,0.357121,0.142857,299.65,299.768,0.0810952,75.3227,87.1405,0.00634359,5581,-2633,187,-87,629,292049,178,0.52,0.3344,14,2,12,9,7,6,299.413,150,299.938,175,
115600,300,299.95,300,299.9,299.95,396,-396,-0.0499878,0.0400024,0.25,0.357105,0.0714473,299.65,299.782,0.0892399,94.3909,89.2857,0.00814209,5481,-2628,168,-84,551,291993,-56,0.54,0.335568,14,2,13,9,6,6,299.413,150,299.95,176,
115700,299.95,299.95,300,299.95,299.963,231,-231,0,0.0400024,0.200012,0.384583,0,299.7,299.796,0.0970748,93.9246,90.9546,0.00831706,5484,-2646,92,-74,590,292015,22,0.6,0.337062,14,2,14,9,5,5,299.413,150,299.963,177,
115800,299.95,300.2,300.25,299.95,300.15,1712,1712,0.25,0.0900024,0.400024,0.555522,0,299.7,299.819,0.119791,96.9787,88.955,0.015507,5494,-2692,100,-65,532,291915,-100,0.58,0.338427,15,2,14,10,4,5,299.413,150,300.15,178,
115900,300.25,300.15,300.25,300.1,300.163,362,-362,-0.100006,0.1,0.300018,0.476168,0,299.7,299.841,0.14006,87.6598,84.9548,0.0175415,5500,-2694,56,-47,94,292029,114,0.54,0.339553,15,2,15,10,3,5,299.413,150,300.163,179,
120000,300.15,300.5,300.5,300.15,300.413,1668,1668,0.350006,0.15,0.550018,0.499977,0,299.7,299.874,0.180102,90.7668,87.8112,0.0276937,5243,-2622,37,-28,65,292102,73,0.51,0.3405,16,2,16,11,3,4,299.425,151,300.413,180,
120100,300.5,300.5,300.5,300.4,300.475,1616,1616,0,0.140002,0.600037,0.481464,0,299.7,299.909,0.218332,92.6602,90.6676,0.0322673,5237,-2607,-12,-4,-114,292188,86,0.61,0.341989,16,2,16,11,2,4,299.525,152,300.475,181,
120200,300.55,300.6,300.7,300.5,300.6,1530,1530,0.0500183,0.150006,0.650055,0.566659,0,299.7,299.95,0.261612,94.3999,91.7779,0.0349609,5205,-2690,-53,-8,-44,292400,212,0.46,0.342637,17,2,16,11,2,4,299.575,153,300.6,182,
120300,300.65,300.7,300.75,300.65,300.7,686,686,0.0500183,0.11001,0.700073,0.562494,0,299.7,299.997,0.304808,94.7066,92.7251,0.0357788,5123,-2691,-51,-9,-317,292463,63,0.44,0.343169,18,2,16,11,2,4,299.625,155,300.7,183,
120400,300.7,300.6,300.75,300.55,300.625,1052,-1052,-0.100006,0.11001,0.550049,0.514282,0.0571463,299.7,300.04,0.331823,82.0633,93.3921,0.0260824,5215,-2781,-38,-19,-514,292482,19,0.45,0.34375,18,2,15,10,2,5,299.625,155,300.7,183,
120500,300.6,300.6,300.65,300.55,300.6,292,292,0,0.0400085,0.450043,0.441173,0.0588267,299.7,300.082,0.350827,79.823,89.8629,0.0148356,5255,-2931,-34,-34,-529,292643,161,0.56,0.344919,18,2,15,10,3,5,299.663,156,300.7,183,
120600,300.6,300.65,300.65,300.55,300.625,468,468,0.0499878,0.0500061,0.550018,0.441173,0.0588267,299.7,300.127,0.367223,81.0865,87.3627,0.00596923,5253,-2917,-35,-31,-502,292583,-60,0.38,0.345108,18,2,14,9,3,5,299.675,158,300.7,183,
120700,300.6,300.5,300.65,300.5,300.538,554,-554,-0.100006,0.0600037,0.450012,0.416662,0.0833291,299.7,300.168,0.376884,75.4917,83.3349,-0.00502115,5219,-2982,-3,-51,-565,292583,0,0.43,0.345562,18,2,14,8,3,5,299.675,158,300.7,183,
120800,300.5,300.45,300.55,300.4,300.462,625,-625,-0.0499878,0.0599976,0.150024,0.303026,0.151513,299.75,300.204,0.381173,62.6657,75.1568,-0.0146647,5313,-3044,10,-62,-537,292564,-19,0.46,0.34617,18,2,13,8,4,6,299.725,167,300.7,183,
120900,300.45,300.45,300.45,300.4,300.438,617,617,0,0.0399963,0.250031,0.32257,0.161285,299.75,300.238,0.383285,66.1073,68.4905,-0.0208211,5339,-3083,19,-56,-365,292648,84,0.49,0.346931,18,2,13,8,5,6,299.725,167,300.7,183,
121000,300.45,300.4,300.45,300.4,300.413,605,-605,-0.0500183,0.05,-0.149994,0.19999,0.19999,299.8,300.268,0.38376,48.631,52.0197,-0.0242839,5300,-3079,25,-55,-409,292573,-75,0.35,0.346947,18,2,12,8,5,6,299.725,167,300.7,183,
121100,300.4,300.4,300.45,300.3,300.388,439,439,0,0.0400024,-0.149994,0.192296,0.269219,299.8,300.296,0.383564,48.631,38.9645,-0.0251424,5342,-3088,18,-43,-261,292477,-96,0.39,0.347173,18,2,12,7,5,7,299.725,167,300.7,183,
121200,300.35,300.4,300.4,300.35,300.387,684,684,0.0499878,0.0299988,-0.150024,0.0434656,0.304339,299.8,300.325,0.383274,28.9313,29.6592,-0.0236206,5370,-3107,16,-25,-169,292566,89,0.45,0.347708,18,2,13,6,6,7,299.725,167,300.7,183,
121300,300.4,300.4,300.4,300.35,300.387,454,454,0,0.0200012,-0.200043,0,0.333324,299.8,300.352,0.382783,14.168,23.3343,-0.0212118,5323,-3171,10,-36,-282,292482,-84,0.53,0.348653,18,2,13,6,5,6,299.725,167,300.7,183,
121400,300.4,300.4,300.4,300.35,300.387,21,21,0,0.0200012,-0.100037,0,0.27777,299.85,300.38,0.38235,20.7893,19.0483,-0.0184774,5163,-3169,-8,-26,-330,292476,-6,0.46,0.349227,18,2,13,6,5,6,299.725,167,300.7,183,
121500,300.35,300.35,300.4,300.35,300.362,682,-682,0,0.00999756,-0.100037,0,0.294116,299.95,300.401,0.380626,15.9586,21.9065,-0.0170085,4957,-3058,-50,-2,-437,292584,108,0.39,0.349436,18,2,12,6,5,6,299.725,167,300.7,183,
121600,300.35,300.3,300.4,300.3,300.325,173,-173,-0.0500183,0.0200012,-0.200043,0,0.35296,299.95,300.42,0.379261,0,17.4619,-0.0170654,4968,-3004,-53,11,-273,292546,-38,0.38,0.349592,18,2,12,6,5,6,299.725,167,300.7,183,
121700,300.35,300.4,300.4,300.3,300.375,464,464,0.0499878,0.0200012,-0.0500488,0,0.312531,299.95,300.441,0.37769,18.2011,21.0178,-0.0137736,5097,-3009,-29,10,-181,292459,-87,0.48,0.350254,18,2,12,6,4,5,299.737,168,300.7,183,
121800,300.4,300.45,300.45,300.4,300.438,354,354,0.0500183,0.0300049,0.0499573,0.0714504,0.214308,300.15,300.455,0.371141,35.9096,36.5732,-0.00805257,5118,-3013,-32,10,-151,292336,-123,0.48,0.350909,18,2,12,7,4,5,299.75,169,300.7,183,
121900,300.45,300.45,300.5,300.45,300.463,173,-173,0,0.0300049,0.0499573,0.142863,0.214317,300.15,300.47,0.363939,35.9096,45.8602,-0.00310466,5035,-2987,-47,17,-173,292333,-3,0.59,0.352111,18,2,12,8,4,5,299.813,172,300.7,183,
122000,300.5,300.5,300.55,300.45,300.5,287,0,0,0.0300049,0.0999756,0.2,0.200041,300.35,300.474,0.345736,56.3827,59.003,0.0011678,5058,-2988,-37,26,-184,292377,44,0.42,0.35245,18,2,12,8,4,5,299.813,172,300.7,183,
122100,300.5,300.5,300.6,300.45,300.513,826,-826,0,0.0200012,0.0999756,0.266705,0.0666965,300.35,300.476,0.322569,56.3827,72.3363,0.00285645,5044,-2984,-17,26,-203,292602,225,0.52,0.353284,18,2,11,9,4,5,299.813,172,300.7,183,
122200,300.5,300.4,300.55,300.4,300.438,394,-394,-0.100006,0.0300049,-0.0500183,0.235324,0.117698,300.35,300.468,0.287998,46.9442,71.0025,-0.000984699,5024,-2976,9,11,-104,292524,-78,0.37,0.353366,18,2,11,9,5,6,299.838,174,300.7,183,
122300,300.4,300.4,300.4,300.3,300.375,412,412,0,0.0200012,-0.0500183,0.222245,0.222279,300.35,300.452,0.24214,46.9442,57.6692,-0.00669352,5043,-2962,10,6,87,292541,17,0.25,0.352857,18,2,11,9,6,7,299.838,174,300.7,183,
122400,300.35,300.3,300.35,300.3,300.313,242,-242,-0.0500183,0.0300049,-0.100037,0.210543,0.210575,300.35,300.436,0.204315,42.5692,42.6676,-0.0126587,5143,-2986,6,3,258,292586,45,0.45,0.353333,18,2,11,9,7,7,299.938,175,300.7,183,
122500,300.3,300.5,300.5,300.3,300.45,622,622,0.200012,0.0700073,0.0999756,0.318186,0.181856,300.3,300.429,0.168295,68.1024,40,-0.00835775,5105,-2989,-1,3,152,292504,-82,0.28,0.352976,18,2,10,9,7,7,299.95,176,300.7,183,
122600,300.5,300.35,300.5,300.35,300.388,328,-328,-0.149994,0.100006,0,0.304355,0.130457,300.3,300.417,0.127841,64.179,30.001,-0.00719401,5132,-2995,13,-1,49,292515,11,0.34,0.352913,18,2,10,9,7,7,299.963,177,300.7,183,
122700,300.4,300.35,300.4,300.35,300.362,214,-214,-0.0499878,0.0900024,-0.0999756,0.318194,0.136389,300.3,300.408,0.0954657,56.7171,26.6687,-0.00678304,5155,-3021,13,-4,29,292473,-42,0.37,0.352995,18,2,9,9,8,7,300.15,178,300.7,183,
122800,300.35,300.35,300.4,300.35,300.362,34,-34,0,0.0900024,-0.149994,0.27273,0.136393,300.3,300.403,0.0756588,48.5363,23.3364,-0.00621745,5172,-3000,18,-2,124,292500,27,0.5,0.353702,18,2,9,8,8,7,300.163,179,300.7,183,
122900,300.35,300.4,300.4,300.35,300.387,42,42,0.0499878,0.0899963,-0.100006,0.227284,0.136393,300.3,300.401,0.0619218,49.6649,30.0031,-0.00511475,5231,-3005,29,-4,156,292520,20,0.36,0.353732,18,2,8,8,8,7,300.313,204,300.7,183,
123000,300.4,300.4,300.45,300.35,300.4,238,-238,0,0.0499939,-0.100006,0.227306,0.136389,300.3,300.4,0.0521745,40.7887,23.3364,-0.00292969,5286,-3020,34,-8,206,292523,3,0.42,0.354048,18,2,7,8,8,7,300.313,204,300.7,183,
123100,300.35,300.4,300.45,300.35,300.4,380,380,0.0499878,0.0299927,-0.0500183,0.19049,0.142882,300.3,300.401,0.0484064,40.7887,28.0025,-0.00137939,5530,-3124,55,-19,358,292502,-21,0.57,0.355071,18,2,6,8,8,7,300.313,204,300.7,183,
123200,300.45,300.5,300.55,300.4,300.487,372,372,0.0499878,0.0299927,0.0999756,0.285706,0.095245,300.3,300.406,0.0497466,64.5145,40.6692,0.00337728,5550,-3161,63,-24,308,292470,-32,0.48,0.35566,18,2,6,8,8,7,300.313,204,300.7,183,
123300,300.5,300.4,300.55,300.4,300.438,351,-351,-0.100006,0.0499939,-3.05E-05,0.272722,0,300.3,300.408,0.0501464,52.9425,45.3353,0.00308431,5454,-3112,46,-16,185,292504,34,0.43,0.356009,18,2,5,7,8,7,300.313,204,300.625,186,
123400,300.4,300.4,300.45,300.4,300.413,60,-60,0,0.0399963,0.0499878,0.285706,0,300.3,300.409,0.0501674,60.41,46.6691,0.0011027,5675,-3138,74,-16,421,292541,37,0.48,0.356589,18,2,5,7,9,6,300.313,204,300.625,186,
123500,300.45,300.45,300.5,300.4,300.45,127,127,0,0.0399963,-0.150024,0.210511,0,300.3,300.414,0.0502255,44.3477,50.004,0.0012085,5576,-3131,57,-18,308,292570,29,0.39,0.356744,18,2,5,8,8,6,300.313,204,300.625,186,
123600,300.45,300.5,300.5,300.4,300.475,283,283,0.0499878,0.0399963,0.0499573,0.222203,0,300.3,300.421,0.0474327,70.1289,57.0042,0.00183919,5530,-3112,42,-15,284,292541,-29,0.41,0.356991,18,2,5,8,8,6,300.313,204,300.538,187,
123700,300.5,300.55,300.6,300.45,300.537,298,298,0.0499878,0.0399963,0.149933,0.299988,0,300.3,300.429,0.0501674,76.1732,57.0018,0.00531006,5696,-3171,58,-21,353,292526,-15,0.39,0.357143,18,2,6,9,8,5,300.313,204,300.537,217,
123800,300.55,300.6,300.65,300.55,300.6,325,325,0.0500183,0.0299988,0.199951,0.333304,0,300.3,300.438,0.0617552,80.4815,65.6687,0.00951742,5630,-3104,14,2,300,292441,-85,0.44,0.357523,18,2,7,10,7,4,300.313,204,300.6,218,
123900,300.6,300.7,300.7,300.6,300.675,515,515,0.100006,0.05,0.249969,0.363619,0,300.3,300.448,0.0787425,84.5488,77.6682,0.0137573,5576,-3092,3,9,218,292598,157,0.38,0.357626,18,2,8,11,6,4,300.313,204,300.675,219,
124000,300.7,300.65,300.8,300.65,300.688,621,-621,-0.0500183,0.0600037,0.199951,0.391254,0,300.3,300.458,0.0954306,66.386,81,0.0146606,5671,-3111,31,0,154,292575,-23,0.48,0.358182,18,2,9,12,6,4,300.313,204,300.688,220,
124100,300.65,300.7,300.7,300.65,300.688,322,322,0.0500183,0.0600098,0.199982,0.409033,0,300.3,300.466,0.106687,69.7548,81.0004,0.0125977,5664,-3161,-1,-3,114,292628,53,0.48,0.358733,18,2,9,12,7,3,300.313,204,300.688,221,
124200,300.7,300.75,300.85,300.7,300.763,988,988,0.0499878,0.0600098,0.199982,0.454503,0,300.3,300.482,0.124111,74.6241,80.5572,0.0125814,5655,-3156,11,-3,157,292829,201,0.45,0.359144,19,2,9,13,6,3,300.313,204,300.763,222,
124300,300.75,300.7,300.8,300.7,300.725,475,-475,-0.0499878,0.0600037,0.25,0.476153,0,300.3,300.5,0.133274,72.2771,77.2237,0.00874024,5662,-3154,18,-6,-29,292770,-59,0.45,0.359552,19,2,9,13,7,3,300.313,204,300.763,222,
124400,300.7,300.75,300.75,300.65,300.725,526,526,0.0499878,0.05,0.299988,0.454515,0.0454709,300.3,300.521,0.137728,75.5325,72.7791,0.00517578,5660,-3150,-5,3,65,292787,17,0.44,0.359911,19,2,9,13,8,4,300.313,204,300.763,222,
124500,300.75,300.8,300.8,300.7,300.775,188,188,0.0499878,0.0499939,0.349976,0.454528,0.0454722,300.35,300.537,0.146995,75.862,77.2228,0.00432536,5722,-3230,13,-18,74,292790,3,0.24,0.359378,20,2,10,14,8,4,300.313,204,300.775,225,
124600,300.8,300.65,300.8,300.6,300.675,386,-386,-0.149994,0.069989,0.149994,0.416658,0.125025,300.35,300.551,0.149886,68.087,72.2209,-0.00201416,5775,-3287,28,-27,-37,292702,-88,0.38,0.359469,20,2,10,14,8,4,300.313,204,300.775,225,
124700,300.65,300.7,300.75,300.6,300.688,720,720,0.0500183,0.0699951,0.150024,0.333316,0.125025,300.35,300.567,0.151826,70.7461,66.6665,-0.0050822,5881,-3386,30,-39,-31,292751,49,0.35,0.359427,20,2,10,14,9,4,300.313,204,300.775,225,
124800,300.7,300.65,300.7,300.65,300.663,372,-372,-0.0500183,0.0700012,0.0499878,0.304336,0.13046,300.35,300.583,0.15277,63.7409,57.3317,-0.00797526,5890,-3385,32,-32,21,292773,22,0.37,0.359474,20,2,10,13,10,4,300.313,204,300.775,225,
124900,300.65,300.7,300.75,300.65,300.7,91,91,0.0500183,0.0700073,0,0.30431,0.13046,300.35,300.598,0.154409,60.4627,49.7768,-0.0075236,5975,-3387,45,-33,28,292832,59,0.61,0.360568,20,2,9,13,10,4,300.313,204,300.775,225,
125000,300.7,300.7,300.7,300.65,300.688,51,51,0,0.0600098,0.0500183,0.238069,0.142882,300.35,300.613,0.155219,69.6922,40.0003,-0.00676677,5878,-3325,30,-24,50,292838,6,0.49,0.36113,20,2,9,12,11,4,300.313,204,300.775,225,
125100,300.7,300.65,300.7,300.65,300.663,289,-289,-0.0500183,0.0400146,-0.0500183,0.238069,0.142882,300.4,300.626,0.15549,62.283,34,-0.00739339,5841,-3302,25,-21,40,292889,51,0.58,0.362078,20,2,9,11,11,4,300.313,204,300.775,225,
125200,300.65,300.7,300.75,300.65,300.7,209,209,0.0500183,0.0400146,-0.0499878,0.149963,0.150024,300.4,300.636,0.155172,53.2567,34.0005,-0.00573324,5837,-3303,16,-10,26,292889,0,0.39,0.362198,20,2,9,12,10,3,300.313,204,300.775,225,
125300,300.65,300.7,300.7,300.65,300.688,357,357,0.0500183,0.0400146,0.0500183,0.157849,0.157913,300.4,300.649,0.155082,62.3542,40.0031,-0.00541179,5840,-3313,9,-3,17,292757,-132,0.5,0.36279,20,2,9,12,10,2,300.313,204,300.775,225,
125400,300.75,300.7,300.75,300.65,300.7,401,-401,-0.0499878,0.0400085,-0.0499573,0.210465,0.105265,300.45,300.663,0.155292,53.5721,42.0041,-0.00432943,5872,-3312,-1,10,68,292762,5,0.4,0.362949,20,2,9,13,9,2,300.362,208,300.775,225,
125500,300.7,300.7,300.75,300.7,300.713,117,-117,0,0.0400085,-0.0999451,0.166616,0.111111,300.45,300.676,0.155344,49.3482,44.0051,-0.00302327,5831,-3312,-8,10,31,292692,-70,0.41,0.363149,20,2,10,12,9,2,300.362,208,300.775,225,
125600,300.7,300.7,300.75,300.65,300.7,360,360,0,0.0300049,0.0500488,0.187436,0.0625167,300.5,300.688,0.155037,60.6799,53.3408,-0.00316569,5906,-3337,-9,7,74,292770,78,0.43,0.363432,20,2,9,12,9,3,300.362,208,300.775,225,
125700,300.7,300.7,300.7,300.65,300.688,170,170,0,0.0200012,3.05E-05,0.214202,0.0714441,300.55,300.695,0.153306,31.2199,53.3423,-0.00379638,5886,-3350,1,-3,31,292791,21,0.42,0.363671,20,2,9,12,9,3,300.362,208,300.775,225,
125800,300.65,300.65,300.65,300.6,300.637,441,441,0,0.00999756,0.0500488,0.199927,0.133325,300.6,300.697,0.149614,29.1299,50.0061,-0.00651042,6107,-3470,38,-24,49,292734,-57,0.33,0.363529,20,2,9,12,10,4,300.387,209,300.775,225,
125900,300.65,300.6,300.65,300.6,300.612,276,-276,-0.0499878,0.00999756,-0.0499573,0.142807,0.142851,300.65,300.694,0.142458,17.2046,40.0046,-0.00884603,6108,-3488,38,-26,67,292714,-20,0.35,0.363473,20,2,9,12,10,4,300.4,211,300.775,225,
130000,300.6,300.65,300.65,300.6,300.637,95,95,0.0499878,0.0199951,3.05E-05,0.142814,0.142857,300.6,300.691,0.132373,23.2085,36.6684,-0.00811361,6116,-3501,39,-26,76,292751,37,0.39,0.363583,20,2,9,11,10,4,300.4,211,300.775,225,
130100,300.6,300.65,300.65,300.6,300.637,160,160,0.0499878,0.0299927,0.100037,0.14282,0.142863,300.6,300.689,0.123773,29.7784,29.999,-0.00669759,6082,-3515,30,-29,33,292773,22,0.36,0.363568,20,2,9,11,10,4,300.413,214,300.775,225,
130200,300.65,300.6,300.65,300.6,300.612,19,-19,-0.0499878,0.0399902,3.05E-05,0.076905,0.153857,300.6,300.681,0.107193,11.4322,19.9959,-0.00611979,6073,-3513,34,-28,33,292779,6,0.37,0.363595,20,2,8,10,10,4,300.413,214,300.775,225,
130300,300.65,300.65,300.65,300.55,300.625,598,598,0,0.0399902,-0.0499878,0.071413,0.214326,300.6,300.676,0.0945836,48.4948,23.3306,-0.00470378,6148,-3556,34,-31,32,292787,8,0.3,0.363333,20,2,8,10,10,5,300.413,214,300.775,225,
130400,300.65,300.65,300.65,300.6,300.637,100,100,0,0.0299927,0,0,0.23082,300.6,300.672,0.0842535,48.4948,33.3306,-0.00314535,6176,-3577,41,-32,80,292751,-36,0.31,0.363115,20,2,9,10,9,5,300.45,215,300.775,225,
130500,300.6,300.65,300.65,300.6,300.637,507,507,0.0499878,0.0299927,0.0499878,0,0.23082,300.6,300.665,0.0671498,48.4948,36.6653,-0.00194906,6178,-3584,10,-16,25,292850,99,0.32,0.362939,20,2,9,9,9,5,300.475,216,300.775,225,
130600,300.65,300.65,300.7,300.65,300.663,180,-180,0,0.0199951,0.0499878,0.0833672,0.166684,300.6,300.664,0.060305,48.4948,43.332,0.000138346,6167,-3609,8,-17,22,292826,-24,0.33,0.362805,20,2,10,10,9,5,300.537,217,300.775,225,
130700,300.65,300.65,300.7,300.65,300.663,144,-144,0,0.00999756,0.0499878,0.0833672,0.166684,300.6,300.663,0.0544606,48.4948,56.664,0.00111084,6169,-3613,7,-16,-81,292839,13,0.36,0.362794,20,2,9,9,9,5,300.6,218,300.775,225,
130800,300.65,300.65,300.65,300.6,300.637,416,416,0,0.00999756,0.0499878,0.0909494,0.181843,300.6,300.662,0.0515053,70.1419,59.9959,0.000211589,6172,-3628,12,-16,-76,292786,-53,0.39,0.362903,20,2,8,8,10,6,300.612,242,300.775,225,
