시간, 시가, 종가, 고가, 저가,  Width, 20mSMA, 20mSD, 60mSMA, UpdateHigh, UpdateLow, Min30m, Time, Max30m, Time, 외인, 기관, 외인5m, 기관5m, 거래량, 거래량(부호),ResQty, 콜(종가), 풋(종가) ,외인(ko), 기관(ko), 외인(ko)5m, 기관(ko)5m
090100, 427.15, 428.2, 428.3, 427.15, 1.05002, 21.41, 186.648, 7.13667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6568, 6568, 0, 4.14, 2.31, 0, 0, 0, 0
090200, 428.2, 428.3, 428.3, 427.5, 0.0999756, 42.825, 256.95, 14.275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3261, 3261, 0, 4.1, 2.27, 0, 0, 0, 0
090300, 428.25, 428.85, 428.9, 428.15, 0.600006, 64.2675, 305.975, 21.4225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3225, 3225, 0, 4.25, 2.13, 0, 0, 0, 0
090400, 428.9, 428.5, 428.95, 428.45, -0.399994, 85.6925, 342.77, 28.5642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1948, -1948, 0, 4.09, 2.22, 0, 0, 0, 0
090500, 428.5, 428.75, 428.85, 428.25, 0.25, 107.13, 371.109, 35.71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2063, 2063, 0, 4.23, 2.2, 0, 0, 0, 0
090600, 428.8, 429, 429.05, 428.7, 0.200012, 128.58, 392.819, 42.86, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1564, 1564, 0, 4.29, 2.12, 0, 0, 0, 0
090700, 429, 428.9, 429.2, 428.85, -0.100006, 150.025, 408.899, 50.0083, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2112, -2112, 0, 4.27, 2.13, 0, 0, 0, 0
090800, 428.95, 429.15, 429.15, 428.95, 0.199982, 171.483, 420.045, 57.1608, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1298, 1298, 0, 4.38, 2.11, 0, 0, 0, 0
090900, 429.15, 429.2, 429.35, 429.05, 0.0500183, 192.943, 426.612, 64.3142, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1679, 1679, 0, 4.41, 2.09, 0, 0, 0, 0
091000, 429.2, 429.4, 429.4, 429.15, 0.199982, 214.413, 428.825, 71.4708, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1275, 1275, 0, 4.45, 2.06, 0, 0, 0, 0
091100, 429.4, 429.3, 429.5, 429.15, -0.100006, 235.878, 426.719, 78.6258, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1362, -1362, 0, 4.43, 2.14, 0, 0, 0, 0
091200, 429.35, 429.1, 429.35, 429, -0.25, 257.332, 420.223, 85.7775, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1257, -1257, 0, 4.38, 2.17, 0, 0, 0, 0
091300, 429.15, 429.4, 429.6, 429.15, 0.25, 278.803, 409.171, 92.9342, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1268, 1268, 0, 4.45, 2.12, 0, 0, 0, 0
091400, 429.35, 429.25, 429.4, 429.2, -0.100006, 300.265, 393.14, 100.088, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 892, -892, 0, 4.41, 2.13, 0, 0, 0, 0
091500, 429.25, 429.15, 429.25, 429, -0.100006, 321.722, 371.494, 107.241, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 894, -894, 0, 4.38, 2.16, 0, 0, 0, 0
091600, 429.15, 429, 429.15, 428.9, -0.149994, 343.173, 343.173, 114.391, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 932, -932, 0, 4.34, 2.19, 0, 0, 0, 0
091700, 429, 428.7, 429.25, 428.7, -0.299988, 364.607, 306.332, 121.536, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1206, -1206, 0, 4.28, 2.25, 0, 0, 0, 0
091800, 428.7, 428.6, 428.85, 428.45, -0.100006, 386.038, 257.359, 128.679, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2179, -2179, 0, 4.25, 2.24, 0, 0, 0, 0
091900, 428.65, 428.45, 428.75, 428.45, -0.199982, 407.46, 186.957, 135.82, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 720, -720, 0, 4.23, 2.27, 0, 0, 0, 0
092000, 428.45, 428.5, 428.55, 428.3, 0.0499878, 428.885, 0.718395, 142.962, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1443, 1443, 0, 4.21, 2.25, 0, 0, 0, 0
092100, 428.5, 428.5, 428.55, 428.35, 0, 428.9, 0.671562, 150.103, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 911, 911, 0, 4.27, 2.26, 0, 0, 0, 0
092200, 428.45, 428.5, 428.6, 428.4, 0.0499878, 428.91, 0.640775, 157.245, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 685, 685, 0, 4.25, 2.26, 0, 0, 0, 0
092300, 428.5, 427.8, 428.5, 427.8, -0.700012, 428.858, 0.803289, 164.375, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1794, -1794, 0, 4.05, 2.43, 0, 0, 0, 0
092400, 427.75, 427.5, 427.85, 427.5, -0.25, 428.808, 0.989077, 171.5, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2199, -2199, 0, 4.02, 2.52, 0, 0, 0, 0
092500, 427.5, 427.55, 427.75, 427.3, 0.0499878, 428.747, 1.13114, 178.626, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2000, 2000, 0, 4.06, 2.51, 0, 0, 0, 0
092600, 427.55, 427.7, 427.8, 427.45, 0.150024, 428.683, 1.21214, 185.754, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1294, 1294, 0, 4.07, 2.48, 0, 0, 0, 0
092700, 427.65, 427.25, 427.75, 427.15, -0.399994, 428.6, 1.35757, 192.875, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1363, -1363, 0, 3.99, 2.64, 0, 0, 0, 0
092800, 427.3, 427.05, 427.3, 427, -0.25, 428.495, 1.4896, 199.993, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1181, -1181, 0, 3.96, 2.7, 0, 0, 0, 0
092900, 427.05, 427.35, 427.4, 427, 0.300018, 428.403, 1.53215, 207.115, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 939, 939, 0, 4, 2.61, 0, 0, 0, 0
093000, 427.3, 427.25, 427.4, 427.2, -0.0499878, 428.295, 1.5388, 214.236, 4, 4, 427.05, 28, 429.4, 13, 0, 0, 0, 0, 765, -765, 0, 3.99, 2.62, 0, 0, 0, 0
093100, 427.25, 426.85, 427.35, 426.85, -0.399994, 428.173, 1.58855, 221.35, 4, 5, 426.85, 31, 429.4, 13, 0, 0, 0, 0, 1777, -1777, 0, 3.93, 2.74, 0, 0, 0, 0
093200, 426.85, 427.05, 427.1, 426.8, 0.199982, 428.07, 1.60044, 228.468, 4, 5, 426.85, 31, 429.4, 13, 0, 0, 0, 0, 1245, 1245, 0, 3.94, 2.68, 0, 0, 0, 0
093300, 427.05, 426.85, 427.2, 426.85, -0.199982, 427.943, 1.56214, 235.582, 4, 5, 426.85, 33, 429.4, 13, 0, 0, 0, 0, 690, -690, 0, 3.9, 2.72, 0, 0, 0, 0
093400, 426.9, 426.7, 426.95, 426.7, -0.199982, 427.815, 1.53039, 242.693, 4, 6, 426.7, 34, 429.4, 13, 0, 0, 0, 0, 774, -774, 0, 3.84, 2.76, 0, 0, 0, 0
093500, 426.7, 426.15, 426.7, 426.1, -0.550018, 427.665, 1.56528, 249.796, 4, 7, 426.15, 35, 429.4, 13, 0, 0, 0, 0, 2153, -2153, 0, 3.76, 2.97, 0, 0, 0, 0
093600, 426.15, 426.4, 426.5, 426.15, 0.25, 427.535, 1.5317, 256.903, 4, 7, 426.15, 35, 429.4, 13, 0, 0, 0, 0, 1111, 1111, 0, 3.85, 2.88, 0, 0, 0, 0
093700, 426.4, 425.9, 426.45, 425.7, -0.5, 427.395, 1.59088, 264.001, 4, 8, 425.9, 37, 429.4, 13, 0, 0, 0, 0, 2127, -2127, 0, 3.74, 3.03, 0, 0, 0, 0
093800, 425.9, 425.5, 425.9, 425.5, -0.399994, 427.24, 1.69192, 271.092, 4, 9, 425.5, 38, 429.4, 13, 0, 0, 0, 0, 2087, -2087, 0, 3.65, 3.14, 0, 0, 0, 0
093900, 425.55, 425.3, 425.65, 425.2, -0.25, 427.083, 1.79535, 278.181, 4, 10, 425.3, 39, 429.4, 13, 0, 0, 0, 0, 1823, -1823, 0, 3.64, 3.21, 0, 0, 0, 0
094000, 425.35, 425.75, 426, 425.15, 0.399994, 426.945, 1.76094, 285.277, 4, 10, 425.3, 39, 429.4, 13, 0, 0, 0, 0, 2068, 2068, 0, 3.7, 3.1, 0, 0, 0, 0
094100, 425.7, 425.45, 425.75, 425.4, -0.25, 426.792, 1.72374, 292.368, 4, 10, 425.3, 39, 429.4, 13, 0, 0, 0, 0, 864, -864, 0, 3.7, 3.22, 0, 0, 0, 0
094200, 425.5, 425.25, 425.75, 425.2, -0.25, 426.63, 1.66084, 299.455, 4, 11, 425.25, 42, 429.4, 13, 0, 0, 0, 0, 1560, -1560, 0, 3.66, 3.3, 0, 0, 0, 0
094300, 425.2, 425.2, 425.4, 425, 0, 426.5, 1.68107, 306.542, 4, 12, 425.2, 43, 429.25, 14, 0, 0, 0, 0, 1615, 1615, 0, 3.63, 3.32, 0, 0, 0, 0
094400, 425.2, 425.1, 425.2, 424.95, -0.100006, 426.38, 1.72058, 313.627, 4, 13, 425.1, 44, 429.15, 15, 0, 0, 0, 0, 1191, -1191, 0, 3.59, 3.34, 0, 0, 0, 0
094500, 425.1, 424.8, 425.1, 424.7, -0.300018, 426.242, 1.7636, 320.707, 4, 14, 424.8, 45, 429, 16, 0, 0, 0, 0, 1434, -1434, 0, 3.49, 3.39, 0, 0, 0, 0
094600, 424.75, 424.8, 425.05, 424.7, 0.0499878, 426.097, 1.73709, 327.787, 4, 14, 424.8, 46, 428.7, 17, 477, 2993, 95, 598, 1279, 1279, -4864, 3.51, 3.39, -3347, -641, 0, 0
