시간, 시가, 종가, 고가, 저가,  Width, 20mSMA, 20mSD, 60mSMA, UpdateHigh, UpdateLow, Min30m, Time, Max30m, Time, 외인, 기관, 거래량, 거래량(부호),ResQty
122500, 280.65, 280.65, 280.7, 280.6, 0, 280.65, 0.170294, 280.5, 21, 0, 280.4, 187, 280.8, 200, 4223, -2894, 280, -280, 0
122600, 280.65, 280.6, 280.65, 280.55, -0.0499878, 280.655, 0.157797, 280.511, 21, 0, 280.4, 187, 280.8, 200, 4281, -2840, 183, -183, 0
122700, 280.6, 280.65, 280.7, 280.6, 0.0499878, 280.667, 0.106181, 280.524, 21, 0, 280.4, 187, 280.8, 200, 4416, -2834, 357, 357, 0
122800, 280.65, 280.75, 280.75, 280.65, 0.100006, 280.675, 0.107236, 280.539, 21, 0, 280.4, 187, 280.8, 200, 4436, -2889, 63, 63, 0
122900, 280.75, 280.65, 280.75, 280.65, -0.100006, 280.675, 0.107236, 280.552, 21, 0, 280.4, 187, 280.8, 200, 4542, -3003, 165, -165, 0
123000, 280.65, 280.7, 280.75, 280.65, 0.0500183, 280.68, 0.10198, 280.559, 21, 0, 280.4, 187, 280.8, 200, 4496, -3024, 486, 486, 0
123100, 280.7, 280.85, 280.85, 280.7, 0.149994, 280.69, 0.124901, 280.571, 22, 0, 280.4, 187, 280.85, 211, 4726, -3074, 547, 547, 0
123200, 280.8, 280.85, 280.85, 280.75, 0.0500183, 280.7, 0.141424, 280.583, 22, 0, 280.4, 187, 280.85, 212, 4791, -3083, 527, 527, 0
123300, 280.85, 280.8, 280.9, 280.8, -0.0500183, 280.707, 0.14586, 280.592, 22, 0, 280.4, 187, 280.85, 212, 4771, -3088, 151, -151, 0
123400, 280.8, 280.8, 280.85, 280.8, 0, 280.715, 0.148659, 280.601, 22, 0, 280.4, 187, 280.85, 212, 4710, -3087, 121, -121, 0
123500, 280.8, 280.9, 280.95, 280.8, 0.100006, 280.727, 0.165753, 280.608, 23, 0, 280.4, 187, 280.9, 215, 4801, -3096, 606, 606, 0
123600, 280.9, 280.95, 280.95, 280.85, 0.0500183, 280.742, 0.187816, 280.618, 24, 0, 280.4, 187, 280.95, 216, 4569, -3180, 802, 802, 0
123700, 280.95, 281.05, 281.1, 280.95, 0.0999756, 280.763, 0.225551, 280.627, 25, 0, 280.6, 206, 281.05, 217, 4599, -3144, 1180, 1180, 0
123800, 281.05, 281.2, 281.2, 281.05, 0.150024, 280.783, 0.295424, 280.637, 26, 0, 280.6, 206, 281.2, 218, 4393, -3073, 840, 840, 0
123900, 281.2, 281.25, 281.3, 281.15, 0.0499878, 280.81, 0.35581, 280.651, 27, 0, 280.6, 206, 281.25, 219, 4530, -3108, 956, 956, 0
124000, 281.3, 281.25, 281.3, 281.2, -0.0499878, 280.833, 0.404073, 280.665, 27, 0, 280.6, 206, 281.25, 220, 4447, -2998, 764, -764, 0
124100, 281.3, 281.55, 281.55, 281.3, 0.25, 280.875, 0.505467, 280.684, 28, 0, 280.6, 206, 281.55, 221, 4407, -2980, 2198, 2198, 0
124200, 281.55, 281.55, 281.6, 281.45, 0, 280.918, 0.577296, 280.701, 28, 0, 280.6, 206, 281.55, 222, 4496, -3009, 1717, 1717, 0
124300, 281.55, 281.6, 281.6, 281.5, 0.0500183, 280.965, 0.634899, 280.719, 29, 0, 280.6, 206, 281.6, 223, 4511, -2969, 1268, 1268, 0
124400, 281.55, 281.55, 281.6, 281.35, 0, 281.008, 0.671022, 280.737, 29, 0, 280.6, 206, 281.6, 223, 4430, -2883, 882, 882, 0
124500, 281.55, 281.6, 281.65, 281.55, 0.0500183, 281.055, 0.697063, 280.754, 29, 0, 280.6, 206, 281.6, 225, 4296, -2870, 802, 802, 0
124600, 281.6, 281.65, 281.75, 281.6, 0.0499878, 281.107, 0.710121, 280.772, 30, 0, 280.6, 206, 281.65, 226, 4388, -2851, 1167, 1167, 0
124700, 281.65, 281.55, 281.7, 281.55, -0.100006, 281.152, 0.702474, 280.788, 30, 0, 280.6, 206, 281.65, 226, 4421, -2853, 767, -767, 0
124800, 281.55, 281.6, 281.65, 281.5, 0.0500183, 281.195, 0.702778, 280.805, 30, 0, 280.6, 206, 281.65, 226, 4411, -2854, 692, 692, 0
124900, 281.6, 281.75, 281.8, 281.6, 0.149994, 281.25, 0.695698, 280.825, 31, 0, 280.6, 206, 281.75, 229, 4511, -2960, 1241, 1241, 0
125000, 281.8, 281.8, 281.85, 281.7, 0, 281.305, 0.686947, 280.844, 32, 0, 280.6, 206, 281.8, 230, 4364, -2966, 643, 643, 0
125100, 281.75, 281.65, 281.8, 281.65, -0.100006, 281.345, 0.669252, 280.862, 32, 0, 280.6, 206, 281.8, 230, 4383, -2976, 703, -703, 0
125200, 281.65, 281.75, 281.8, 281.65, 0.100006, 281.39, 0.650846, 280.881, 32, 0, 280.6, 206, 281.8, 230, 4551, -2993, 612, 612, 0
125300, 281.75, 281.95, 281.95, 281.75, 0.200012, 281.447, 0.635198, 280.901, 33, 0, 280.6, 206, 281.95, 233, 4639, -3051, 999, 999, 0
125400, 281.95, 282.05, 282.05, 281.9, 0.0999756, 281.51, 0.613675, 280.926, 34, 0, 280.6, 206, 282.05, 234, 4704, -3091, 1434, 1434, 0
125500, 282.05, 282.1, 282.15, 281.95, 0.0500183, 281.57, 0.597827, 280.953, 35, 0, 280.6, 206, 282.1, 235, 4622, -3095, 1015, 1015, 0
125600, 282.1, 282.1, 282.2, 282.05, 0, 281.628, 0.568751, 280.979, 35, 0, 280.65, 209, 282.1, 236, 4525, -3081, 699, -699, 0
125700, 282.05, 282.2, 282.2, 282.05, 0.150024, 281.685, 0.555971, 281.006, 36, 0, 280.65, 209, 282.2, 237, 4380, -3114, 652, 652, 0
125800, 282.15, 282.2, 282.25, 282.1, 0.0500183, 281.735, 0.552366, 281.034, 36, 0, 280.65, 209, 282.2, 238, 4263, -3105, 612, 612, 0
125900, 282.25, 282.15, 282.25, 282.1, -0.100006, 281.78, 0.533299, 281.062, 36, 0, 280.7, 210, 282.2, 238, 4312, -3137, 938, -938, 0
130000, 282.15, 282.05, 282.15, 282, -0.100006, 281.82, 0.486217, 281.086, 36, 0, 280.8, 214, 282.2, 238, 4280, -3127, 1026, -1026, 0
130100, 282.05, 282.15, 282.2, 282, 0.100006, 281.85, 0.489904, 281.112, 36, 0, 280.8, 214, 282.2, 238, 4376, -3172, 559, 559, 0
130200, 282.15, 282.15, 282.3, 282.1, 0, 281.88, 0.486214, 281.139, 36, 0, 280.8, 214, 282.2, 238, 4338, -3216, 803, -803, 0
130300, 282.15, 282.25, 282.3, 282.15, 0.100006, 281.913, 0.493842, 281.168, 37, 0, 280.8, 214, 282.25, 243, 4231, -3192, 687, 687, 0
130400, 282.25, 282.1, 282.25, 282.1, -0.149994, 281.94, 0.470748, 281.196, 37, 0, 280.9, 215, 282.25, 243, 4138, -3143, 386, -386, 0
130500, 282.1, 281.95, 282.15, 281.95, -0.149994, 281.957, 0.444161, 281.221, 37, 0, 280.95, 216, 282.25, 243, 4150, -3141, 757, -757, 0
130600, 281.95, 281.95, 282.05, 281.95, 0, 281.972, 0.421282, 281.245, 37, 0, 281.05, 217, 282.25, 243, 4167, -3164, 570, -570, 0
130700, 281.95, 281.9, 282.05, 281.9, -0.0500183, 281.99, 0.3763, 281.27, 37, 0, 281.2, 218, 282.25, 243, 4222, -3218, 859, -859, 0
130800, 281.9, 281.85, 281.9, 281.85, -0.0499878, 282.003, 0.338345, 281.291, 37, 0, 281.25, 220, 282.25, 243, 4170, -3207, 372, -372, 0
130900, 281.9, 282, 282, 281.85, 0.100006, 282.015, 0.317965, 281.313, 37, 0, 281.25, 220, 282.25, 243, 4192, -3233, 355, 355, 0
131000, 282, 282, 282, 281.95, 0, 282.025, 0.302491, 281.337, 37, 0, 281.55, 227, 282.25, 243, 4160, -3205, 437, 437, 0
131100, 282, 282, 282.05, 281.95, 0, 282.043, 0.249549, 281.359, 37, 0, 281.55, 227, 282.25, 243, 3949, -3208, 254, 0, 0
131200, 282.05, 281.95, 282.05, 281.95, -0.0999756, 282.053, 0.215578, 281.381, 37, 0, 281.55, 227, 282.25, 243, 4042, -3241, 609, -609, 0
131300, 281.95, 281.85, 281.95, 281.8, -0.100006, 282.048, 0.229072, 281.401, 37, 0, 281.55, 227, 282.25, 243, 3959, -3229, 564, -564, 0
131400, 281.85, 281.8, 281.85, 281.8, -0.0500183, 282.035, 0.253181, 281.42, 37, 0, 281.55, 227, 282.25, 243, 4107, -3298, 359, -359, 0
131500, 281.8, 281.9, 281.9, 281.7, 0.100006, 282.025, 0.257877, 281.441, 37, 0, 281.55, 227, 282.25, 243, 4227, -3350, 505, 505, 0
131600, 281.95, 281.95, 281.95, 281.9, 0, 282.018, 0.25744, 281.463, 37, 0, 281.55, 227, 282.25, 243, 4326, -3417, 229, 229, 0
131700, 281.95, 282, 282, 281.95, 0.0499878, 282.008, 0.243464, 281.485, 37, 0, 281.6, 228, 282.25, 243, 4323, -3434, 374, 374, 0
131800, 282.05, 282, 282.05, 281.95, -0.0499878, 281.997, 0.226878, 281.505, 37, 0, 281.65, 231, 282.25, 243, 4303, -3368, 235, -235, 0
131900, 282, 282, 282, 281.95, 0, 281.99, 0.215868, 281.527, 37, 0, 281.65, 231, 282.25, 243, 4364, -3280, 134, 134, 0
132000, 282, 281.85, 282, 281.85, -0.149994, 281.98, 0.222259, 281.544, 37, 0, 281.65, 231, 282.25, 243, 4437, -3335, 266, -266, 0
132100, 281.85, 281.9, 281.9, 281.8, 0.0499878, 281.968, 0.210416, 281.564, 37, 0, 281.75, 232, 282.25, 243, 4547, -3363, 618, 618, 0
132200, 281.9, 281.8, 281.9, 281.8, -0.100006, 281.95, 0.204943, 281.582, 37, 0, 281.8, 262, 282.25, 243, 4632, -3401, 345, -345, 0
132300, 281.8, 281.8, 281.8, 281.75, 0, 281.928, 0.162719, 281.602, 37, 0, 281.8, 263, 282.25, 243, 4678, -3413, 339, 339, 0
132400, 281.8, 281.9, 281.9, 281.75, 0.100006, 281.918, 0.142397, 281.622, 37, 0, 281.8, 263, 282.25, 243, 4499, -3342, 454, 454, 0
132500, 281.85, 281.9, 281.9, 281.85, 0.0499878, 281.915, 0.141781, 281.642, 37, 0, 281.8, 263, 282.25, 243, 4539, -3372, 208, 208, 0
132600, 281.9, 281.95, 281.95, 281.9, 0.0500183, 281.915, 0.141781, 281.665, 37, 0, 281.8, 263, 282.25, 243, 4606, -3434, 278, 278, 0
132700, 281.95, 281.9, 282, 281.9, -0.0500183, 281.915, 0.141781, 281.686, 37, 0, 281.8, 263, 282.25, 243, 4552, -3450, 283, -283, 0
132800, 281.95, 282.1, 282.15, 281.95, 0.149994, 281.928, 0.159617, 281.708, 37, 0, 281.8, 263, 282.25, 243, 4556, -3458, 891, 891, 0
132900, 282.1, 282.1, 282.2, 282.05, 0, 281.933, 0.174006, 281.732, 37, 0, 281.8, 263, 282.25, 243, 4558, -3462, 613, -613, 0
133000, 282.1, 282.2, 282.2, 282.05, 0.100006, 281.943, 0.208037, 281.757, 37, 0, 281.8, 263, 282.25, 243, 4625, -3508, 497, 497, 0
133100, 282.25, 282.3, 282.35, 282.2, 0.0499878, 281.958, 0.259379, 281.782, 38, 0, 281.8, 263, 282.3, 271, 4694, -3555, 841, 841, 0
133200, 282.3, 282.35, 282.35, 282.25, 0.0500183, 281.977, 0.31061, 281.807, 39, 0, 281.8, 263, 282.35, 272, 4656, -3541, 395, 395, 0
133300, 282.35, 282.25, 282.4, 282.25, -0.100006, 281.997, 0.326311, 281.831, 39, 0, 281.8, 263, 282.35, 272, 4639, -3513, 578, -578, 0
133400, 282.25, 282.15, 282.3, 282.1, -0.100006, 282.015, 0.319535, 281.853, 39, 0, 281.8, 263, 282.35, 272, 4645, -3487, 869, -869, 0
133500, 282.15, 282.25, 282.3, 282.15, 0.100006, 282.033, 0.330572, 281.876, 39, 0, 281.8, 263, 282.35, 272, 4595, -3434, 517, 517, 0
133600, 282.3, 282.25, 282.35, 282.25, -0.0499878, 282.047, 0.341289, 281.897, 39, 0, 281.8, 263, 282.35, 272, 4525, -3373, 746, -746, 0
133700, 282.3, 282.25, 282.3, 282.2, -0.0499878, 282.06, 0.351573, 281.917, 39, 0, 281.8, 263, 282.35, 272, 4637, -3404, 240, -240, 0
133800, 282.25, 282.2, 282.25, 282.15, -0.0499878, 282.07, 0.355533, 281.934, 39, 0, 281.8, 263, 282.35, 272, 4649, -3389, 326, -326, 0
133900, 282.2, 282.2, 282.2, 282.15, 0, 282.08, 0.358336, 281.95, 39, 0, 281.8, 263, 282.35, 272, 4582, -3347, 154, 154, 0
134000, 282.2, 282.25, 282.35, 282.2, 0.0499878, 282.1, 0.349292, 281.967, 39, 0, 281.8, 263, 282.35, 272, 4483, -3284, 485, 485, 0
134100, 282.3, 282.35, 282.4, 282.3, 0.0500183, 282.122, 0.352817, 281.98, 39, 0, 281.8, 263, 282.35, 281, 4525, -3333, 476, 476, 0
134200, 282.35, 282.3, 282.35, 282.25, -0.0500183, 282.147, 0.327838, 281.992, 39, 0, 281.8, 263, 282.35, 281, 4512, -3341, 153, -153, 0
134300, 282.3, 282.35, 282.35, 282.25, 0.0500183, 282.175, 0.297491, 282.005, 39, 0, 281.8, 263, 282.35, 283, 4584, -3373, 194, 194, 0
134400, 282.3, 282.25, 282.3, 282.25, -0.0499878, 282.193, 0.270694, 282.017, 39, 0, 281.8, 263, 282.35, 283, 4575, -3353, 366, -366, 0
134500, 282.3, 282.25, 282.3, 282.25, -0.0499878, 282.21, 0.235795, 282.027, 39, 0, 281.8, 263, 282.35, 283, 4535, -3312, 93, -93, 0
134600, 282.2, 282.2, 282.25, 282.15, 0, 282.223, 0.203654, 282.037, 39, 0, 281.8, 263, 282.35, 283, 4521, -3316, 344, 344, 0
134700, 282.25, 282.3, 282.3, 282.25, 0.0499878, 282.242, 0.142386, 282.049, 39, 0, 281.8, 263, 282.35, 283, 4528, -3325, 274, 274, 0
134800, 282.3, 282.35, 282.4, 282.3, 0.0500183, 282.255, 0.133787, 282.062, 39, 0, 281.8, 263, 282.35, 288, 4573, -3349, 556, 556, 0
134900, 282.35, 282.3, 282.35, 282.3, -0.0500183, 282.265, 0.114452, 282.071, 39, 0, 281.8, 263, 282.35, 288, 4590, -3350, 241, -241, 0
135000, 282.3, 282.2, 282.3, 282.15, -0.0999756, 282.265, 0.114452, 282.078, 39, 0, 281.8, 263, 282.35, 288, 4770, -3453, 753, -753, 0
135100, 282.15, 282.2, 282.25, 282.15, 0.0500183, 282.26, 0.116615, 282.087, 39, 0, 281.8, 263, 282.35, 288, 4784, -3499, 298, 298, 0
135200, 282.2, 282.25, 282.3, 282.2, 0.0499878, 282.255, 0.109082, 282.095, 39, 0, 281.8, 263, 282.35, 288, 4816, -3497, 264, 264, 0
135300, 282.3, 282.3, 282.35, 282.25, 0, 282.258, 0.110787, 282.101, 39, 0, 281.9, 267, 282.35, 288, 4425, -3318, 548, -548, 0
135400, 282.3, 282.35, 282.35, 282.3, 0.0500183, 282.268, 0.106177, 282.106, 39, 0, 281.9, 267, 282.35, 294, 4423, -3305, 137, 137, 0
135500, 282.35, 282.3, 282.35, 282.3, -0.0500183, 282.27, 0.106763, 282.109, 39, 0, 281.9, 267, 282.35, 294, 4585, -3248, 90, -90, 0
135600, 282.3, 282.3, 282.3, 282.3, 0, 282.273, 0.107113, 282.113, 39, 0, 281.9, 267, 282.35, 294, 4777, -3511, 115, 0, 0
135700, 282.3, 282.25, 282.3, 282.25, -0.0499878, 282.273, 0.107113, 282.113, 39, 0, 282.1, 269, 282.35, 294, 4708, -3456, 57, -57, 0
135800, 282.25, 282.3, 282.3, 282.25, 0.0499878, 282.277, 0.10234, 282.115, 39, 0, 282.1, 269, 282.35, 294, 4756, -3458, 126, 126, 0
135900, 282.3, 282.45, 282.45, 282.3, 0.150024, 282.29, 0.120829, 282.12, 40, 0, 282.15, 274, 282.45, 299, 4748, -3471, 464, 464, 0
140000, 282.45, 282.3, 282.45, 282.3, -0.150024, 282.293, 0.119477, 282.124, 40, 0, 282.15, 274, 282.45, 299, 4889, -3508, 330, -330, 0
140100, 282.3, 282.25, 282.3, 282.2, -0.0499878, 282.288, 0.11779, 282.126, 40, 0, 282.15, 274, 282.45, 299, 4904, -3521, 477, -477, 0
140200, 282.25, 282.15, 282.3, 282.15, -0.100006, 282.28, 0.131908, 282.126, 40, 0, 282.15, 302, 282.45, 299, 4904, -3555, 800, -800, 0
140300, 282.15, 281.95, 282.15, 281.9, -0.199982, 282.26, 0.191306, 282.121, 40, 0, 281.95, 303, 282.45, 299, 4853, -3468, 1275, -1275, 0
140400, 281.95, 282, 282.05, 281.9, 0.0499878, 282.247, 0.222425, 282.119, 40, 0, 281.95, 303, 282.45, 299, 4837, -3529, 517, 517, 0
140500, 282, 282, 282.05, 281.95, 0, 282.235, 0.247179, 282.12, 40, 0, 281.95, 303, 282.45, 299, 4727, -3585, 836, 0, 0
140600, 282, 281.9, 282, 281.9, -0.100006, 282.22, 0.287051, 282.119, 40, 0, 281.9, 306, 282.45, 299, 4765, -3572, 376, -376, 0
140700, 281.95, 281.9, 282, 281.85, -0.0500183, 282.2, 0.316227, 282.119, 40, 0, 281.9, 307, 282.45, 299, 4920, -3672, 779, -779, 0
140800, 281.9, 282, 282.05, 281.9, 0.100006, 282.182, 0.319803, 282.122, 40, 0, 281.9, 307, 282.45, 299, 4912, -3722, 300, 300, 0
140900, 282, 282.1, 282.1, 281.95, 0.100006, 282.173, 0.316976, 282.123, 40, 0, 281.9, 307, 282.45, 299, 4817, -3634, 450, 450, 0
141000, 282.05, 282.05, 282.1, 282.05, 0, 282.165, 0.321091, 282.124, 40, 0, 281.9, 307, 282.45, 299, 4902, -3647, 310, -310, 0
141100, 282.1, 282.15, 282.15, 282.05, 0.0499878, 282.162, 0.32074, 282.127, 40, 0, 281.9, 307, 282.45, 299, 4927, -3587, 412, 412, 0
141200, 282.1, 282.2, 282.2, 282.1, 0.100006, 282.16, 0.318747, 282.131, 40, 0, 281.9, 307, 282.45, 299, 4879, -3592, 293, 293, 0
141300, 282.15, 282.25, 282.25, 282.15, 0.100006, 282.157, 0.315079, 282.138, 40, 0, 281.9, 307, 282.45, 299, 5033, -3650, 587, 587, 0
141400, 282.25, 282.4, 282.4, 282.25, 0.149994, 282.16, 0.321868, 282.147, 40, 0, 281.9, 307, 282.45, 299, 5028, -3655, 833, 833, 0
141500, 282.4, 282.35, 282.4, 282.3, -0.0499878, 282.162, 0.326918, 282.155, 40, 0, 281.9, 307, 282.45, 299, 4996, -3672, 549, -549, 0
141600, 282.35, 282.45, 282.45, 282.35, 0.100006, 282.17, 0.345546, 282.163, 40, 0, 281.9, 307, 282.45, 316, 4991, -3656, 327, 327, 0
141700, 282.4, 282.4, 282.45, 282.35, 0, 282.177, 0.358436, 282.17, 40, 0, 281.9, 307, 282.45, 316, 5137, -3698, 1120, -1120, 0
141800, 282.4, 282.3, 282.4, 282.3, -0.100006, 282.178, 0.358437, 282.175, 40, 0, 281.9, 307, 282.45, 316, 5053, -3723, 417, -417, 0
141900, 282.35, 282.4, 282.45, 282.3, 0.0499878, 282.175, 0.351425, 282.182, 40, 0, 281.9, 307, 282.45, 316, 4849, -3638, 545, 545, 0
142000, 282.4, 282.45, 282.5, 282.35, 0.0500183, 282.182, 0.3678, 282.192, 40, 0, 281.9, 307, 282.45, 320, 4869, -3616, 437, 437, 0
142100, 282.4, 282.3, 282.45, 282.3, -0.100006, 282.185, 0.370272, 282.198, 40, 0, 281.9, 307, 282.45, 320, 4954, -3635, 361, -361, 0
142200, 282.3, 282.45, 282.45, 282.3, 0.150024, 282.2, 0.387302, 282.209, 40, 0, 281.9, 307, 282.45, 322, 4999, -3659, 293, 293, 0
142300, 282.45, 282.4, 282.45, 282.35, -0.0500183, 282.222, 0.378785, 282.219, 40, 0, 281.9, 307, 282.45, 322, 5093, -3676, 518, -518, 0
142400, 282.4, 282.35, 282.4, 282.3, -0.0499878, 282.24, 0.368244, 282.227, 40, 0, 281.9, 307, 282.45, 322, 5097, -3669, 216, -216, 0
142500, 282.35, 282.35, 282.4, 282.3, 0, 282.257, 0.353948, 282.234, 40, 0, 281.9, 307, 282.45, 322, 5112, -3668, 249, 249, 0
142600, 282.35, 282.45, 282.5, 282.35, 0.100006, 282.285, 0.322651, 282.242, 40, 0, 281.9, 307, 282.45, 326, 4981, -3642, 442, 442, 0
142700, 282.5, 282.5, 282.5, 282.45, 0, 282.315, 0.283024, 282.252, 41, 0, 281.9, 307, 282.5, 327, 5008, -3637, 277, 277, 0
142800, 282.5, 282.4, 282.5, 282.4, -0.100006, 282.335, 0.245158, 282.257, 41, 0, 281.9, 307, 282.5, 327, 4979, -3606, 199, -199, 0
142900, 282.4, 282.35, 282.4, 282.3, -0.0499878, 282.347, 0.220177, 282.262, 41, 0, 281.9, 307, 282.5, 327, 4978, -3594, 550, -550, 0
143000, 282.4, 282.4, 282.4, 282.3, 0, 282.365, 0.173497, 282.265, 41, 0, 281.9, 307, 282.5, 327, 4894, -3574, 366, 366, 0
143100, 282.4, 282.4, 282.45, 282.35, 0, 282.378, 0.143093, 282.267, 41, 0, 281.9, 307, 282.5, 327, 4822, -3556, 239, -239, 0
143200, 282.4, 282.3, 282.45, 282.3, -0.100006, 282.383, 0.1236, 282.266, 41, 0, 281.9, 307, 282.5, 327, 4930, -3587, 386, -386, 0
143300, 282.3, 282.4, 282.45, 282.25, 0.100006, 282.39, 0.107712, 282.268, 41, 0, 281.9, 307, 282.5, 327, 4874, -3597, 305, 305, 0
143400, 282.4, 282.35, 282.45, 282.3, -0.0499878, 282.388, 0.108981, 282.272, 41, 0, 281.9, 307, 282.5, 327, 4860, -3579, 326, -326, 0
143500, 282.35, 282.3, 282.4, 282.25, -0.0500183, 282.385, 0.114465, 282.272, 41, 0, 281.9, 307, 282.5, 327, 4824, -3559, 155, -155, 0
143600, 282.25, 282.25, 282.3, 282.2, 0, 282.375, 0.124507, 282.272, 41, 0, 281.9, 307, 282.5, 327, 4326, -3362, 416, 0, 0
143700, 282.25, 282.3, 282.35, 282.2, 0.0499878, 282.37, 0.128071, 282.273, 41, 0, 282, 308, 282.5, 327, 4308, -3324, 547, 547, 0
143800, 282.25, 282.2, 282.25, 282.15, -0.0499878, 282.365, 0.145262, 282.273, 41, 0, 282.05, 310, 282.5, 327, 4393, -3360, 361, -361, 0
143900, 282.2, 282.2, 282.25, 282.2, 0, 282.355, 0.160936, 282.273, 41, 0, 282.05, 310, 282.5, 327, 4463, -3368, 232, -232, 0
144000, 282.15, 282.2, 282.25, 282.15, 0.0500183, 282.342, 0.168149, 282.272, 41, 0, 282.15, 311, 282.5, 327, 4567, -3421, 333, 333, 0
144100, 282.15, 282.25, 282.3, 282.15, 0.100006, 282.34, 0.172044, 282.271, 41, 0, 282.2, 340, 282.5, 327, 4574, -3429, 460, 460, 0
144200, 282.25, 282.25, 282.3, 282.25, 0, 282.33, 0.168518, 282.27, 41, 0, 282.2, 340, 282.5, 327, 4608, -3432, 183, -183, 0
144300, 282.25, 282.3, 282.3, 282.2, 0.0499878, 282.325, 0.165828, 282.269, 41, 0, 282.2, 340, 282.5, 327, 4715, -3471, 149, 149, 0
144400, 282.3, 282.25, 282.35, 282.25, -0.0499878, 282.32, 0.168519, 282.269, 41, 0, 282.2, 340, 282.5, 327, 4665, -3460, 268, -268, 0
144500, 282.25, 282.1, 282.25, 282.1, -0.149994, 282.307, 0.193062, 282.267, 41, 0, 282.1, 345, 282.5, 327, 4501, -3506, 545, -545, 0
144600, 282.1, 282, 282.15, 282, -0.100006, 282.285, 0.223824, 282.263, 41, 0, 282, 346, 282.5, 327, 4439, -3458, 1036, -1036, 0
144700, 282, 282.1, 282.15, 281.95, 0.100006, 282.265, 0.214701, 282.26, 41, 0, 282, 346, 282.5, 327, 4263, -3420, 459, 459, 0
144800, 282.1, 282.15, 282.2, 282.05, 0.0499878, 282.252, 0.210884, 282.257, 41, 0, 282, 346, 282.5, 327, 4249, -3382, 303, 303, 0
144900, 282.15, 282.25, 282.3, 282.15, 0.100006, 282.247, 0.206087, 282.256, 41, 0, 282, 346, 282.5, 327, 4118, -3357, 497, 497, 0
145000, 282.25, 282.25, 282.3, 282.2, 0, 282.24, 0.1939, 282.257, 41, 0, 282, 346, 282.5, 327, 4149, -3336, 307, 0, 0
145100, 282.25, 282.25, 282.3, 282.2, 0, 282.232, 0.179646, 282.258, 41, 0, 282, 346, 282.5, 327, 4027, -3207, 190, 0, 0
145200, 282.25, 282.35, 282.35, 282.25, 0.100006, 282.235, 0.184657, 282.259, 41, 0, 282, 346, 282.5, 327, 4083, -3240, 431, 431, 0
145300, 282.3, 282.3, 282.35, 282.25, 0, 282.23, 0.171459, 282.259, 41, 0, 282, 346, 282.5, 327, 3961, -3094, 386, -386, 0
145400, 282.3, 282.45, 282.45, 282.3, 0.150024, 282.235, 0.189998, 282.261, 41, 0, 282, 346, 282.5, 327, 3878, -2986, 506, 506, 0
145500, 282.45, 282.35, 282.45, 282.3, -0.100006, 282.238, 0.194614, 282.262, 41, 0, 282, 346, 282.5, 327, 3746, -2991, 315, -315, 0
145600, 282.35, 282.15, 282.4, 282.15, -0.200012, 282.233, 0.198179, 282.259, 41, 0, 282, 346, 282.5, 327, 3707, -2960, 611, -611, 0
145700, 282.15, 282.15, 282.25, 282.15, 0, 282.225, 0.198747, 282.258, 41, 0, 282, 346, 282.45, 354, 3574, -2824, 556, -556, 0
145800, 282.15, 282.15, 282.2, 282.05, 0, 282.223, 0.201186, 282.255, 41, 0, 282, 346, 282.45, 354, 3526, -2852, 813, 813, 0
145900, 282.15, 282.1, 282.2, 282.1, -0.0499878, 282.217, 0.208028, 282.249, 41, 0, 282, 346, 282.45, 354, 3718, -2879, 317, -317, 0
150000, 282.15, 282.1, 282.15, 282.1, -0.0499878, 282.212, 0.214186, 282.246, 41, 0, 282, 346, 282.45, 354, 3754, -2874, 420, -420, 0
150100, 282.15, 282.15, 282.2, 282.1, 0, 282.207, 0.215118, 282.244, 41, 0, 282, 346, 282.45, 354, 3528, -2931, 522, -522, 0
150200, 282.15, 282.2, 282.3, 282.1, 0.0500183, 282.205, 0.214244, 282.245, 41, 0, 282, 346, 282.45, 354, 3332, -2914, 633, 633, 0
150300, 282.2, 282.2, 282.25, 282.15, 0, 282.2, 0.209764, 282.249, 41, 0, 282, 346, 282.45, 354, 3368, -2930, 284, 284, 0
150400, 282.2, 282.3, 282.35, 282.15, 0.0999756, 282.203, 0.21325, 282.254, 41, 0, 282, 346, 282.45, 354, 3335, -2926, 564, 564, 0
150500, 282.3, 282.25, 282.35, 282.2, -0.0499878, 282.21, 0.208808, 282.258, 41, 0, 282, 346, 282.45, 354, 3368, -2954, 700, -700, 0
150600, 282.3, 282.2, 282.3, 282.2, -0.0999756, 282.22, 0.185474, 282.263, 41, 0, 282, 346, 282.45, 354, 3644, -3041, 243, -243, 0
150700, 282.25, 282.15, 282.3, 282.15, -0.100006, 282.222, 0.180211, 282.268, 41, 0, 282, 346, 282.45, 354, 3636, -3036, 409, -409, 0
150800, 282.2, 282.2, 282.2, 282.15, 0, 282.225, 0.177485, 282.271, 41, 0, 282, 346, 282.45, 354, 3795, -3118, 48, 48, 0
150900, 282.15, 282.25, 282.3, 282.15, 0.100006, 282.225, 0.177485, 282.273, 41, 0, 282, 346, 282.45, 354, 3761, -2894, 600, 600, 0
151000, 282.25, 282.25, 282.25, 282.2, 0, 282.225, 0.177485, 282.277, 41, 0, 282, 346, 282.45, 354, 3531, -2829, 137, 137, 0
151100, 282.25, 282.1, 282.3, 282.1, -0.149994, 282.217, 0.185137, 282.276, 41, 0, 282, 346, 282.45, 354, 3708, -2818, 992, -992, 0
