시간, 시가, 종가, 고가, 저가,  Width, 20mSMA, 20mSD, 60mSMA, UpdateHigh, UpdateLow, Min30m, Time, Max30m, Time, 외인, 기관, 외인5m, 기관5m, 거래량, 거래량(부호),ResQty, 콜(종가), 풋(종가) ,외인(ko), 기관(ko), 외인(ko)5m, 기관(ko)5m
090059, 426.9, 426.9, 426.9, 426.9, 0, 21.345, 186.081, 7.115, 0, 0, 0, 0, 0, 0, 557, -215, 0, 0, 5719, 0, 0, 0, 0, 0, 0, 0, 0
090159, 426.6, 426.15, 426.6, 426.15, -0.450012, 42.6525, 255.915, 14.2175, 0, 0, 0, 0, 0, 0, -179, 206, 0, 0, 3326, -3326, -576, 2.28, 0, -368, 223, 0, 0
090259, 426, 426.25, 426.4, 425.9, 0.25, 63.965, 304.534, 21.3217, 0, 0, 0, 0, 0, 0, -91, 156, 0, 0, 2428, 2428, -257, 2.31, 0, -368, 223, 0, 0
090359, 426.2, 427.05, 427.1, 426.15, 0.849976, 85.3175, 341.27, 28.4392, 1, 0, 0, 0, 0, 0, 465, -54, 0, 0, 3750, 3750, 1419, 2.58, 0, -536, 291, 0, 0
090459, 427.2, 427.2, 427.45, 427.05, 0, 106.678, 369.542, 35.5592, 2, 0, 0, 0, 0, 0, 646, -222, 0, 0, 2430, -2430, 1314, 2.65, 0, -501, 477, 0, 0
090559, 427.25, 427.5, 427.55, 427.1, 0.25, 128.052, 391.207, 42.6842, 3, 0, 0, 0, 0, 0, 1201, -321, 128, -21, 2746, 2746, 1707, 2.82, 0, -501, 477, 0, 0
090659, 427.55, 427.3, 427.6, 427.15, -0.25, 149.417, 407.244, 49.8058, 3, 0, 0, 0, 0, 0, 892, -279, 214, -97, 1777, -1777, 987, 2.77, 0, -562, 559, 0, 0
090759, 427.3, 427.35, 427.45, 427.15, 0.0500183, 170.785, 418.336, 56.9283, 3, 0, 0, 0, 0, 0, 1048, -332, 227, -97, 1331, 1331, 918, 2.75, 0, -680, 577, 0, 0
090859, 427.35, 427.3, 427.4, 427.25, -0.0500183, 192.15, 424.86, 64.05, 3, 0, 0, 0, 0, 0, 946, -340, 96, -57, 643, -643, 784, 2.75, 0, -680, 577, 0, 0
090959, 427.3, 427.55, 427.6, 427.15, 0.25, 213.527, 427.056, 71.1758, 4, 0, 0, 0, 0, 0, 972, -321, 65, -19, 1523, 1523, 1533, 2.83, 0, -793, 540, 0, 0
091059, 427.6, 427.65, 427.85, 427.5, 0.0499878, 234.91, 424.969, 78.3033, 5, 0, 0, 0, 0, 0, 1681, -649, 96, -65, 2622, 2622, 1652, 2.85, 0, -968, 721, 0, 0
091159, 427.65, 427.7, 427.8, 427.6, 0.0500183, 256.295, 418.529, 85.4317, 6, 0, 0, 0, 0, 0, 1637, -660, 149, -76, 952, 952, 1470, 2.82, 0, -968, 721, 0, 0
091259, 427.8, 427.45, 427.8, 427.35, -0.349976, 277.668, 407.505, 92.5558, 6, 0, 0, 0, 0, 0, 1663, -666, 123, -66, 991, -991, 504, 2.72, 0, -981, 768, 0, 0
091359, 427.45, 427.35, 427.55, 427.3, -0.100006, 299.035, 391.529, 99.6783, 6, 0, 0, 0, 0, 0, 1492, -694, 109, -70, 712, -712, 310, 2.71, 0, -1160, 780, 0, 0
091459, 427.35, 427.6, 427.7, 427.25, 0.25, 320.415, 369.984, 106.805, 6, 0, 0, 0, 0, 0, 1474, -764, 100, -88, 939, 939, 1014, 2.79, 0, -1160, 780, 0, 0
091559, 427.7, 427.65, 427.7, 427.4, -0.0500183, 341.797, 341.798, 113.932, 6, 0, 0, 0, 0, 0, 1607, -852, -14, -40, 779, -779, 876, 2.77, 0, -1190, 829, 0, 0
091659, 427.65, 427.55, 427.75, 427.5, -0.100006, 363.175, 305.129, 121.058, 6, 0, 0, 0, 0, 0, 1775, -918, 27, -51, 883, -883, 815, 2.74, 0, -1324, 885, 0, 0
091759, 427.5, 427.2, 427.55, 427.15, -0.299988, 384.535, 256.358, 128.178, 6, 0, 0, 0, 0, 0, 1643, -907, -4, -48, 1072, -1072, 4, 2.63, 0, -1324, 885, 0, 0
091859, 427.25, 427.3, 427.35, 427.15, 0.0499878, 405.9, 186.241, 135.3, 6, 0, 0, 0, 0, 0, 1665, -912, 34, -43, 664, 664, 293, 2.67, 0, -1380, 812, 0, 0
091959, 427.3, 427.3, 427.3, 427.2, 0, 427.265, 0.816151, 142.422, 6, 0, 0, 0, 0, 0, 1727, -944, 50, -36, 202, 202, 202, 2.69, 0, -1411, 824, 0, 0
092059, 427.3, 427.75, 427.85, 427.3, 0.450012, 427.307, 0.824183, 149.551, 7, 0, 0, 0, 0, 0, 1853, -998, 49, -29, 1644, 1644, 1303, 2.81, 0, -1411, 824, 0, 0
092159, 427.7, 427.7, 427.75, 427.6, 0, 427.385, 0.646608, 156.679, 7, 0, 0, 0, 0, 0, 2058, -1118, 56, -40, 703, 703, 1183, 2.81, 0, -1412, 993, 0, 0
092259, 427.65, 427.7, 427.85, 427.55, 0.0500183, 427.458, 0.399098, 163.808, 7, 0, 0, 0, 0, 0, 2014, -1117, 74, -42, 645, 645, 1279, 2.77, 0, -1422, 973, 0, 0
092359, 427.7, 427.75, 427.75, 427.55, 0.0499878, 427.492, 0.371856, 170.937, 7, 0, 0, 0, 0, 0, 2062, -1151, 79, -47, 364, 364, 1418, 2.8, 0, -1422, 973, 0, 0
092459, 427.75, 427.8, 427.8, 427.6, 0.0499878, 427.523, 0.369428, 178.067, 8, 0, 0, 0, 0, 0, 2050, -1180, 64, -47, 432, 432, 1451, 2.79, 0, -1424, 982, 0, 0
092559, 427.8, 427.65, 427.8, 427.4, -0.149994, 427.53, 0.373366, 185.194, 8, 0, 0, 0, 0, 0, 1975, -1136, 24, -27, 754, -754, 1131, 2.78, 0, -1448, 992, 0, 0
092659, 427.65, 427.65, 427.75, 427.6, 0, 427.548, 0.361214, 192.322, 8, 0, 0, 0, 0, 0, 1995, -1156, -12, -7, 500, -500, 1011, 2.78, 0, -1448, 992, 0, 0
092759, 427.65, 427.6, 427.8, 427.6, -0.0499878, 427.56, 0.350145, 199.448, 8, 0, 0, 0, 0, 0, 1897, -1125, -23, -1, 423, -423, 825, 2.77, 0, -1434, 882, 0, 0
092859, 427.6, 427.5, 427.65, 427.4, -0.100006, 427.57, 0.330757, 206.573, 8, 0, 0, 0, 0, 0, 1857, -1150, -41, 0, 422, -422, 527, 2.75, 0, -1448, 981, 0, 0
092959, 427.5, 427.55, 427.6, 427.5, 0.0499878, 427.57, 0.330757, 213.699, 8, 0, 426.15, 2, 427.8, 25, 1957, -1182, -18, 0, 438, 438, 610, 2.75, 0, -1448, 981, 0, 0
093059, 427.55, 427.6, 427.6, 427.4, 0.0500183, 427.567, 0.329052, 220.826, 8, 0, 426.15, 2, 427.8, 25, 2027, -1209, 10, -14, 750, 750, 787, 2.78, 0, -1493, 992, 0, 0
093200, 427.6, 427.75, 427.8, 427.55, 0.149994, 427.57, 0.333766, 227.955, 8, 0, 426.25, 3, 427.8, 25, 2086, -1199, 18, -8, 531, 531, 1469, 2.83, 0, -1521, 1063, 0, 0
093259, 427.8, 427.7, 427.8, 427.6, -0.0999756, 427.582, 0.33358, 235.083, 8, 0, 427.05, 4, 427.8, 25, 2077, -1209, 36, -16, 493, -493, 1225, 2.81, 0, -1521, 1063, 0, 0
093359, 427.7, 427.85, 427.85, 427.65, 0.149994, 427.607, 0.335078, 242.214, 9, 0, 427.2, 18, 427.85, 34, 2192, -1283, 67, -26, 564, 564, 1771, 2.85, 0, -1506, 1071, 0, 0
093459, 427.85, 428.3, 428.4, 427.85, 0.449982, 427.643, 0.450859, 249.353, 10, 0, 427.2, 18, 428.3, 35, 2488, -1422, 106, -48, 2523, 2523, 3100, 3.03, 0, -1509, 1152, 0, 0
093559, 428.25, 428.2, 428.4, 428.15, -0.0499878, 427.67, 0.512252, 256.489, 10, 0, 427.2, 18, 428.3, 35, 2898, -1418, 174, -41, 1661, -1661, 2835, 2.99, 0, -1509, 1152, 0, 0
093659, 428.2, 428.4, 428.45, 428.2, 0.199982, 427.712, 0.599061, 263.629, 11, 0, 427.2, 18, 428.4, 37, 2917, -1447, 166, -49, 1157, 1157, 3400, 3.03, 0, -1448, 1222, 0, 0
093759, 428.4, 428.4, 428.4, 428.25, 0, 427.773, 0.621672, 270.769, 11, 0, 427.2, 18, 428.4, 38, 2868, -1434, 158, -45, 640, 640, 3194, 3.03, 0, -1449, 1235, 0, 0
093859, 428.4, 428.5, 428.55, 428.4, 0.100006, 427.833, 0.658235, 277.911, 12, 0, 427.2, 18, 428.5, 39, 3131, -1512, 187, -45, 1008, 1008, 3502, 3.05, 0, -1449, 1235, 0, 0
093959, 428.55, 428.5, 428.6, 428.45, -0.0499878, 427.892, 0.671767, 285.052, 12, 0, 427.2, 18, 428.5, 40, 3284, -1642, 159, -44, 859, -859, 3365, 3.04, 0, -1416, 1269, 0, 0
094059, 428.55, 428.45, 428.6, 428.4, -0.0999756, 427.927, 0.710263, 292.193, 12, 0, 427.2, 18, 428.5, 40, 3216, -1660, 63, -48, 725, -725, 3219, 3.02, 0, -1413, 1294, 0, 0
094159, 428.45, 428.55, 428.55, 428.45, 0.0999756, 427.97, 0.751263, 299.336, 13, 0, 427.2, 18, 428.55, 42, 3341, -1678, 84, -46, 332, 332, 3464, 3.07, 0, -1413, 1294, 0, 0
094259, 428.6, 428.65, 428.65, 428.55, 0.0499878, 428.017, 0.795784, 306.48, 14, 0, 427.2, 18, 428.65, 43, 3557, -1725, 137, -58, 649, 649, 3645, 3.09, 0, -1433, 1304, 0, 0
094359, 428.65, 428.65, 428.7, 428.6, 0, 428.063, 0.831186, 313.624, 14, 0, 427.2, 18, 428.65, 44, 3512, -1667, 76, -31, 750, -750, 3591, 3.1, 0, -1462, 1324, 0, 0
