시간, 시가, 종가, 고가, 저가, WP, 거래량, 거래량(부호), Width, 5mWidth, 10mWidth, DI+, DI-, 20mLowOpen, 20mSMA, SD, MFI, %D(5), MACD, 외인, 기관, 외인7m, 기관7m, 외인+기관9m, 미결제량, 미결제변화, basis, basis_mean, UpdateHigh, UpdateLow, LR, HR, HF, LF, Min30m, Time, Max30m, Time
132900,291.55,291.55,291.55,291.5,291.537,382,382,0,0.0400024,0.0999756,0.2,0.4,291.55,291.629,0.0590367,32.7499,39.9973,-0.00345052,-2516,1039,-23,8,-168,156060,12,0.11,0.109888,0,12,8,6,10,9,291.513,244,291.725,251
133000,291.55,291.5,291.55,291.5,291.513,14,-14,-0.0499878,0.0299988,0.0499878,0.2,0.300031,291.55,291.622,0.0623232,36.6756,26.6653,-0.00570882,-2501,1034,-20,10,-147,156044,-16,0.12,0.109926,0,12,7,6,10,9,291.513,270,291.725,251
133100,291.5,291.5,291.55,291.45,291.5,154,0,0,0.0200012,0.0499878,0.181833,0.272722,291.5,291.611,0.0623961,36.6756,18.3326,-0.00642904,-2528,1056,-22,11,-98,156019,-25,0.15,0.110074,0,12,7,6,10,10,291.5,271,291.725,251
133200,291.5,291.5,291.55,291.5,291.513,91,-91,0,0.0200012,0.100006,0.181843,0.272737,291.5,291.601,0.0608014,42.5341,16.6638,-0.00497233,-2540,1059,-33,12,-83,155980,-39,0.18,0.110331,0,12,8,6,10,9,291.5,271,291.725,251
133300,291.5,291.4,291.5,291.3,291.4,849,-849,-0.100006,0.0299988,0,0.133347,0.466694,291.5,291.589,0.0739828,15.4094,22.3783,-0.00841878,-2703,1079,-56,15,-231,156071,91,0.15,0.110476,0,12,8,6,10,10,291.4,273,291.725,251
133400,291.4,291.3,291.4,291.25,291.313,900,-900,-0.100006,0.05,-0.150024,0.058813,0.470611,291.4,291.573,0.0933024,7.40942,18.2124,-0.0132935,-2768,1157,-68,30,-272,156036,-35,0.24,0.110949,0,13,8,6,10,10,291.313,274,291.725,251
133500,291.3,291.15,291.3,291.15,291.188,769,-769,-0.149994,0.0700012,-0.400024,0,0.555597,291.3,291.549,0.121269,0,18.2124,-0.0201335,-2793,1195,-62,31,-263,155942,-94,0.19,0.111236,0,14,8,5,11,11,291.188,275,291.725,251
133600,291.15,291.1,291.2,291.05,291.112,1117,-1117,-0.0499878,0.0799988,-0.5,0,0.600024,291.15,291.521,0.151091,0,14.8805,-0.024707,-2945,1259,-61,31,-340,155935,-7,0.24,0.111703,0,15,7,4,12,12,291.112,276,291.725,251
133700,291.1,291.2,291.2,291.1,291.175,579,579,0.100006,0.1,-0.399994,0,0.571441,291.1,291.496,0.167964,13.0542,15.3365,-0.0201457,-2540,1301,-5,38,140,155680,-255,0.27,0.112274,0,15,7,3,12,12,291.112,276,291.725,251
133800,291.2,291.25,291.25,291.15,291.225,438,438,0.0499878,0.0899963,-0.299988,0.0454445,0.5,291.1,291.473,0.177201,21.7923,17.6224,-0.0115194,-2489,1238,5,26,226,155668,-12,0.23,0.112698,0,15,8,4,11,12,291.112,276,291.725,251
133900,291.25,291.2,291.25,291.2,291.213,204,-204,-0.0499878,0.0799927,-0.349976,0.0454445,0.454556,291.1,291.451,0.18467,20.8795,21.124,-0.0045166,-2495,1242,6,26,214,155567,-101,0.13,0.11276,0,15,9,4,10,11,291.112,276,291.725,251
134000,291.2,291.3,291.35,291.2,291.287,685,685,0.0999756,0.069989,-0.200012,0.124997,0.416673,291.1,291.435,0.187543,30.7149,31.124,0.00393881,-2514,1225,27,20,183,155620,53,0.12,0.112786,0,15,8,5,9,11,291.112,276,291.725,251
134100,291.3,291.25,291.3,291.25,291.263,252,-252,-0.0499878,0.069989,-0.25,0.13043,0.391317,291.1,291.419,0.190198,29.3787,37.4572,0.00693359,-2584,1250,26,13,147,155628,8,0.13,0.112847,0,15,9,4,10,11,291.112,276,291.713,252
134200,291.25,291.35,291.35,291.25,291.325,529,529,0.100006,0.069989,-0.149994,0.166675,0.375006,291.1,291.407,0.190595,35.2894,45.3357,0.0109375,-2605,1260,26,9,279,155131,-497,0.06,0.11266,0,15,8,5,10,11,291.112,276,291.688,258
134300,291.3,291.3,291.3,291.25,291.287,93,93,0,0.0599915,-0.0499878,0.181828,0.227271,291.1,291.394,0.191189,40.0856,51.6207,0.0108073,-2631,1305,44,6,285,155114,-17,0.15,0.112792,0,15,8,5,10,10,291.112,276,291.688,258
134400,291.25,291.2,291.3,291.2,291.225,232,-232,-0.0499878,0.0599915,3.05E-05,0.19049,0.238098,291.1,291.376,0.193386,45.5551,55.6208,0.00678304,-2684,1309,-20,1,223,156300,1186,0.04,0.112535,0,15,8,5,10,11,291.112,276,291.688,258
134500,291.2,291.35,291.35,291.2,291.313,490,490,0.149994,0.0699951,0.300018,0.238127,0.142853,291.1,291.36,0.193747,58.9161,65.6208,0.0084432,-2658,1310,-24,10,338,156666,366,0.13,0.112597,0,15,7,6,10,11,291.112,276,291.688,258
134600,291.35,291.45,291.45,291.3,291.413,681,681,0.100006,0.0799988,0.450012,0.333372,0.047608,291.1,291.349,0.194072,81.3313,77.6203,0.0135417,-2535,1241,-5,0,-55,156737,71,0.22,0.112972,0,15,8,7,10,11,291.112,276,291.688,258
134700,291.45,291.45,291.5,291.45,291.463,291,-291,0,0.0599976,0.350006,0.400037,0.0499893,291.1,291.341,0.196018,78.3334,81.4301,0.0184163,-2563,1245,-7,2,-67,156476,-261,0.26,0.113484,0,15,9,8,10,10,291.112,276,291.688,258
134800,291.45,291.45,291.5,291.4,291.45,718,718,0,0.0599976,0.300018,0.350047,0.100009,291.1,291.336,0.197098,75.3369,83.812,0.0190918,-2501,1356,11,15,108,156533,57,0.25,0.113958,0,15,8,8,10,11,291.112,276,291.663,259
134900,291.4,291.55,291.6,291.4,291.525,1339,1339,0.149994,0.0799988,0.5,0.391344,0.0869623,291.1,291.335,0.200107,86.5901,91.31,0.0201294,-2134,761,67,-71,-84,155982,-551,0.2,0.114256,0,15,8,9,10,11,291.112,276,291.637,266
135000,291.55,291.65,291.7,291.55,291.638,842,842,0.100006,0.0700012,0.500031,0.391333,0.08696,291.1,291.341,0.209176,87.0651,89.3093,0.0233073,-1982,719,92,-83,71,155685,-297,0.12,0.114276,0,15,9,10,9,10,291.112,276,291.638,290
135100,291.65,291.55,291.65,291.55,291.575,656,-656,-0.100006,0.0700012,0.450012,0.375022,0.0833355,291.1,291.345,0.214434,79.8228,83.3083,0.0197428,-1996,720,98,-84,69,155673,-12,0.15,0.114399,0,15,9,10,10,9,291.112,276,291.638,290
135200,291.55,291.55,291.6,291.5,291.55,299,-299,0,0.0700012,0.350006,0.333342,0.12499,291.1,291.347,0.218387,77.3609,80.1637,0.014327,-2118,738,77,-81,-54,155527,-146,0.22,0.11476,0,15,9,10,11,10,291.112,276,291.638,290
135300,291.55,291.65,291.65,291.55,291.625,477,477,0.100006,0.0900024,0.450012,0.374997,0.12499,291.1,291.358,0.221907,81.1752,81.4956,0.0123698,-1962,620,81,-88,33,155469,-58,0.29,0.115358,0,15,10,11,10,10,291.112,276,291.638,290
135400,291.65,291.7,291.7,291.65,291.688,486,486,0.0500183,0.0700073,0.550018,0.434777,0.0869554,291.1,291.377,0.225089,86.8012,83.9966,0.0124471,-1905,513,94,-104,-44,155416,-53,0.09,0.115272,0,15,11,11,10,10,291.112,276,291.688,294
135500,291.7,291.65,291.7,291.6,291.65,486,-486,-0.0500183,0.0600098,0.350006,0.409066,0.136346,291.1,291.4,0.218421,77.0048,83.4966,0.00997315,-1945,469,79,-126,-182,155229,-187,0.15,0.11539,0,15,11,10,10,11,291.112,276,291.688,294
135600,291.65,291.7,291.7,291.6,291.675,261,261,0.0500183,0.0500122,0.300018,0.333314,0.142841,291.1,291.428,0.205837,74.8835,89.4975,0.00826823,-1899,437,33,-46,-144,155165,-64,0.12,0.115405,0,15,10,10,10,11,291.112,276,291.688,294
135700,291.7,291.7,291.7,291.65,291.688,214,214,0,0.0500122,0.300018,0.285702,0.142836,291.2,291.454,0.198928,74.8835,95.4985,0.00598958,-1733,414,35,-43,-174,155179,14,0.16,0.115556,0,15,11,10,10,11,291.112,276,291.688,297
135800,291.7,291.65,291.7,291.6,291.65,173,-173,-0.0500183,0.0400146,0.25,0.285702,0.142807,291.2,291.475,0.19446,72.1383,94.1649,0.0017456,-1745,407,35,-44,35,155109,-70,0.14,0.115638,0,15,11,10,9,11,291.112,276,291.688,297
135900,291.65,291.7,291.7,291.65,291.688,348,348,0.0500183,0.0400146,0.150024,0.222207,0.166605,291.2,291.499,0.191785,64.7385,94.1649,0.000744633,-1710,414,58,-46,-33,155007,-102,0.11,0.115619,0,15,12,10,8,10,291.112,276,291.688,299
140000,291.7,291.75,291.75,291.65,291.725,579,579,0.0499878,0.0400085,0.100006,0.176443,0.176407,291.2,291.521,0.193786,62.0648,96.6656,0.0012736,-1679,370,40,-35,-33,154957,-50,0.08,0.1155,0,15,12,11,8,10,291.112,276,291.725,300
140100,291.75,292.05,292.1,291.7,291.975,3002,3002,0.299988,0.0900024,0.5,0.43475,0.130393,291.2,291.556,0.210115,88.6678,94.9984,0.0126302,-1330,183,82,-47,233,154919,-38,0.1,0.115449,0,15,13,12,8,9,291.112,276,291.975,301
140200,292,291.9,292.05,291.85,291.925,918,-918,-0.100006,0.110004,0.399994,0.39998,0.0799766,291.2,291.586,0.22308,76.5689,87.7255,0.0151815,-1119,152,118,-45,375,154097,-822,0.12,0.115464,0,15,13,12,9,9,291.112,276,291.975,301
140300,291.9,291.95,291.95,291.9,291.938,510,510,0.0500183,0.110004,0.350006,0.374987,0.0833079,291.2,291.619,0.232603,76.685,85.0601,0.0142009,-1123,126,110,-44,395,153965,-132,0.06,0.115281,0,15,14,12,9,8,291.112,276,291.975,301
140400,291.95,291.85,292,291.85,291.888,564,-564,-0.100006,0.120001,0.199982,0.307676,0.0769014,291.2,291.652,0.237001,68.7068,75.0601,0.00806071,-1120,62,87,-50,418,153926,-39,0.08,0.115165,0,15,14,13,8,8,291.112,276,291.975,301
140500,291.85,291.85,291.9,291.8,291.85,631,631,0,0.110004,0.25,0.307676,0.0769249,291.35,291.679,0.239699,73.957,65.0601,-0.000236005,-1309,87,62,-45,240,153794,-132,0.12,0.11518,0,15,14,13,8,8,291.112,276,291.975,301
140600,291.85,291.8,291.85,291.8,291.813,492,-492,-0.0500183,0.0600098,0.149963,0.319979,0.080001,291.4,291.699,0.240873,67.4022,54.7266,-0.00669352,-1336,2,53,-58,-15,153718,-76,0.08,0.115065,0,15,14,13,8,7,291.175,277,291.975,301
140700,291.75,291.9,291.9,291.75,291.862,642,642,0.149994,0.0700073,0.299957,0.296284,0.0740766,291.4,291.719,0.241028,70.2972,53.999,-0.00774333,-1206,-21,67,-55,111,153585,-133,0.21,0.115375,0,15,13,14,8,8,291.213,279,291.975,301
140800,291.9,291.95,291.95,291.9,291.938,89,89,0.0500183,0.0700073,0.399994,0.34615,0.0384742,291.4,291.743,0.243413,72.3682,53.3326,-0.0040446,-954,-128,53,-44,214,153583,-2,0.19,0.115617,0,15,13,14,8,8,291.213,279,291.975,301
140900,291.95,291.95,292.05,291.95,291.975,762,-762,0,0.0500061,0.349976,0.407396,0.0370504,291.55,291.766,0.244885,70.9543,56.6664,-9.77E-05,-685,-192,62,-49,432,153627,44,0.17,0.115793,0,15,13,15,8,8,291.225,284,291.975,309
141000,292,291.95,292,291.9,291.95,499,-499,-0.0499878,0.0600037,0.25,0.370369,0.0741009,291.55,291.781,0.239012,68.2512,59.1665,0.000248209,-782,-229,48,-50,136,153481,-146,0.12,0.115806,0,15,13,14,9,9,291.225,284,291.975,309
141100,291.95,291.9,292,291.85,291.913,607,-607,-0.0500183,0.0600037,-0.100006,0.136357,0.136385,291.55,291.798,0.234499,32.4692,61.1673,-0.00282796,-836,-247,40,-44,-116,153319,-162,0.07,0.115659,0,15,12,14,8,10,291.225,284,291.975,309
141200,291.9,291.9,291.9,291.85,291.887,258,258,0,0.0300049,0,0.157886,0.157918,291.55,291.815,0.230564,42.7349,59.1678,-0.00679117,-996,-224,44,-44,-223,153261,-58,0.21,0.115962,0,15,12,13,9,10,291.225,284,291.975,309
141300,291.85,291.85,291.9,291.85,291.862,396,-396,0,0.0200012,-0.0500183,0.157891,0.157923,291.65,291.827,0.223374,26.1995,52.5013,-0.0101766,-1104,-221,33,-31,-267,153220,-41,0.18,0.116166,0,15,12,13,8,10,291.225,284,291.975,309
141400,291.85,291.85,291.9,291.8,291.85,227,227,0,0.0200012,0.0499878,0.166661,0.222271,291.65,291.835,0.21263,32.8384,45.8349,-0.0117798,-1068,-219,19,-28,-65,153173,-47,0.23,0.116529,0,15,12,13,8,10,291.313,285,291.975,309
141500,291.85,291.75,291.85,291.75,291.775,381,-381,-0.100006,0.0300049,-0.0500183,0.166661,0.222237,291.65,291.841,0.205558,28.0404,33.3347,-0.0150675,-1109,-209,-22,-11,16,152962,-211,0.13,0.116571,0,15,12,12,9,11,291.413,286,291.975,309
141600,291.75,291.8,291.85,291.75,291.8,419,419,0.0499878,0.0299988,0.0499878,0.157891,0.210543,291.65,291.848,0.198804,45.3805,26.6673,-0.0145182,-1076,-215,-55,-3,-64,152977,15,0.17,0.116741,0,15,11,11,9,11,291.45,288,291.975,309
141700,291.8,291.8,291.85,291.75,291.8,253,-253,0,0.0299988,-0.100006,0.166661,0.222237,291.65,291.853,0.192429,26.8471,20,-0.0128337,-1053,-242,-38,-1,-213,152975,-2,0.19,0.116972,0,15,10,10,9,11,291.45,288,291.975,309
141800,291.8,291.75,291.85,291.75,291.775,263,-263,-0.0499878,0.0399963,-0.200012,0.105239,0.210543,291.65,291.859,0.189176,20.2778,13.3327,-0.0117961,-1092,-253,-36,0,-468,152882,-93,0.15,0.117075,0,15,10,10,9,10,291.525,289,291.975,309
141900,291.75,291.75,291.75,291.75,291.75,325,0,0,0.0399963,-0.200012,0,0.235307,291.7,291.863,0.186326,20.2778,6.66531,-0.0111043,-1192,-255,-28,-4,-436,152778,-104,0.14,0.117147,0,15,10,9,10,10,291.55,292,291.975,309
142000,291.75,291.75,291.75,291.7,291.737,44,44,0,0.0199951,-0.150024,0,0.249981,291.75,291.863,0.183408,20.2778,9.99796,-0.0107218,-1182,-253,-11,-4,-352,152765,-13,0.11,0.117125,0,15,9,8,10,11,291.55,292,291.975,309
142100,291.75,291.75,291.8,291.7,291.75,526,0,0,0.00999756,-0.100006,0.0666531,0.2,291.75,291.852,0.162499,28.7172,11.6645,-0.00893148,-1225,-244,-22,-3,-249,152770,5,0.24,0.117508,0,15,9,9,9,11,291.55,292,291.975,309
142200,291.75,291.75,291.8,291.7,291.75,453,0,0,0.00999756,-0.100006,0.0624881,0.187502,291.75,291.843,0.14428,28.7172,13.3311,-0.00688883,-1356,-204,-35,0,-235,152744,-26,0.16,0.11764,0,15,9,9,8,10,291.625,293,291.975,309
142300,291.75,291.75,291.8,291.75,291.763,199,-199,0,0,-0.100006,0.0624881,0.187502,291.75,291.834,0.126874,39.4181,18.3304,-0.00439046,-1237,-193,-23,3,-143,152262,-482,0.14,0.117709,0,15,9,8,8,10,291.65,298,291.975,309
142400,291.7,291.7,291.75,291.7,291.713,182,-182,0,0,-0.100006,0.0666558,0.199967,291.7,291.826,0.116673,33.657,18.3304,-0.00491536,-1342,-186,-41,8,-210,152283,21,0.08,0.117593,0,15,8,7,9,11,291.65,298,291.975,309
142500,291.7,291.7,291.75,291.7,291.713,140,-140,0,0,0,0.0714192,0.142838,291.7,291.819,0.11255,48.4991,14.9977,-0.00493164,-1245,-181,-21,10,-135,152279,-4,0.14,0.117662,0,15,8,7,9,10,291.65,298,291.975,309
142600,291.7,291.75,291.8,291.7,291.75,271,271,0.0499878,0.00999756,0,0.142845,0.142845,291.7,291.816,0.110397,37.8487,16.6638,-0.00266113,-1280,-187,-12,9,-172,152172,-107,0.23,0.118006,0,15,8,8,9,10,291.65,298,291.975,309
142700,291.8,291.85,291.85,291.75,291.825,670,670,0.0500183,0.0200012,0.0500183,0.214311,0.142845,291.7,291.814,0.106427,67.8963,31.6645,0.0024943,-995,-229,26,3,121,152169,-3,0.17,0.118165,0,15,8,9,9,10,291.65,298,291.975,309
142800,291.9,291.85,291.9,291.8,291.85,231,-231,-0.0499878,0.0299988,0.0500183,0.285733,0.142845,291.7,291.809,0.0979796,83.7972,41.6661,0.00670573,-1024,-233,28,1,190,152183,14,0.13,0.118201,0,15,9,10,9,9,291.688,299,291.975,309
142900,291.85,291.8,291.9,291.8,291.825,366,-366,-0.0500183,0.0400024,0,0.25001,0.124986,291.7,291.802,0.0853232,63.197,51.6645,0.00696208,-1000,-245,50,-5,190,152178,-5,0.28,0.118693,0,15,8,10,9,9,291.713,325,291.975,309
143000,291.85,291.85,291.9,291.8,291.85,212,212,0,0.0400024,0,0.235296,0.0588151,291.7,291.797,0.0774446,67.7846,66.6653,0.0068929,-1051,-248,26,-7,170,152180,2,0.29,0.119212,0,15,8,9,9,9,291.713,325,291.975,309
143100,291.85,291.9,291.95,291.85,291.9,487,487,0.0499878,0.0400024,0.0499878,0.235324,0.058813,291.7,291.796,0.076375,74.9569,75.9985,0.00788574,-1055,-260,41,-10,245,152181,1,0.12,0.119215,0,15,8,9,9,9,291.713,325,291.975,309
143200,291.9,291.9,291.9,291.85,291.887,216,216,0,0.0299988,0.0499878,0.250029,0.0624881,291.7,291.796,0.0773257,74.9569,71.9971,0.00703939,-1055,-300,27,-17,75,151851,-330,0.13,0.119247,0,15,7,9,9,9,291.713,325,291.975,309
143300,291.9,291.8,291.95,291.8,291.837,455,-455,-0.100006,0.0400024,-0.0500183,0.222237,0.0555424,291.7,291.795,0.0777903,62.0519,64.9944,0.00353597,-1053,-304,32,-16,171,151827,-24,0.17,0.119399,0,15,6,10,8,10,291.713,325,291.975,309
143400,291.8,291.8,291.8,291.75,291.787,515,515,0,0.0299988,-0.0500183,0.222237,0.0555424,291.7,291.792,0.0777412,66.639,62.9939,-0.00157471,-1267,-318,-38,-12,-159,151925,98,0.21,0.119671,0,15,6,9,9,10,291.713,325,291.975,309
143500,291.75,291.75,291.8,291.75,291.763,193,-193,0,0.0299988,-0.0500183,0.222237,0.0555424,291.7,291.791,0.0768508,61.7941,51.9922,-0.00575765,-1258,-337,-33,-14,-128,151968,43,0.31,0.120239,0,15,6,9,8,9,291.713,325,291.975,309
143600,291.75,291.8,291.8,291.75,291.787,102,102,0.0499878,0.0299988,-0.0500183,0.176498,0.0588087,291.7,291.791,0.076131,59.1967,40.9921,-0.00600993,-1241,-341,-34,-13,-358,151960,-8,0.17,0.120387,0,15,6,9,7,9,291.713,325,291.975,309
143700,291.75,291.8,291.8,291.75,291.787,109,109,0.0499878,0.0399963,-0.0500488,0.12501,0.0624857,291.7,291.79,0.0752152,44.1359,29.9921,-0.00494385,-1242,-339,-27,-13,-324,151962,2,0.3,0.12092,0,15,6,8,7,8,291.713,325,291.975,309
143800,291.8,291.95,292.05,291.8,291.938,1171,1171,0.150024,0.05,0.149963,0.315815,0.0526197,291.7,291.798,0.0792617,66.0477,35.3287,0.00342611,-1040,-394,2,-19,-189,152048,86,0.13,0.120947,0,15,6,8,7,8,291.713,325,291.975,309
143900,291.95,291.9,291.95,291.75,291.875,685,-685,-0.0500183,0.0600037,0.149963,0.285735,0.0952159,291.7,291.804,0.0764432,59.6723,37.3307,0.00496012,-922,-489,19,-27,-112,151933,-115,0.16,0.121062,0,15,5,7,8,9,291.713,325,291.95,310
144000,291.9,291.85,291.9,291.8,291.85,274,-274,-0.0499878,0.0700012,0.0999756,0.285735,0.0952159,291.7,291.81,0.0712842,52.2779,39.999,0.00356038,-886,-456,23,-21,-27,151844,-89,0.23,0.121382,0,15,6,7,8,8,291.713,325,291.938,338
144100,291.9,291.95,292.05,291.9,291.962,741,741,0.0500183,0.0700073,0.100006,0.347832,0.0869381,291.7,291.821,0.0750281,55.6277,48.3352,0.00695394,-717,-500,78,-26,138,152268,424,0.25,0.12176,0,15,7,8,8,7,291.713,325,291.962,341
144200,291.95,291.9,291.95,291.9,291.913,112,-112,-0.0500183,0.0700134,0.0499878,0.347823,0.0869358,291.7,291.829,0.0747126,53.9586,53.3367,0.00499674,-724,-497,76,-22,136,152256,-12,0.26,0.122164,0,15,7,8,8,7,291.713,325,291.962,341
144300,291.95,292,292,291.95,291.987,807,807,0.0499878,0.0500061,0.199982,0.409083,0.0908889,291.7,291.84,0.079875,69.0648,56.6694,0.00720215,-613,-583,89,-34,389,152269,13,0.28,0.122624,0,15,8,9,8,7,291.713,325,291.987,343
144400,292,292.05,292.05,292,292.037,283,283,0.0499878,0.05,0.249969,0.454528,0.0454445,291.7,291.856,0.0857561,71.0698,66.6694,0.00972901,-409,-667,119,-46,519,152195,-74,0.26,0.123023,0,15,9,10,8,6,291.713,325,292.037,344
144500,292,292.15,292.15,292,292.112,613,613,0.149994,0.0700012,0.399963,0.499987,0.0416571,291.7,291.876,0.0966214,77.6384,80.002,0.0127157,-292,-713,106,-45,577,152068,-127,0.24,0.123362,0,15,9,11,7,5,291.713,325,292.112,345
144600,292.15,292.05,292.2,292.05,292.087,1141,-1141,-0.100006,0.0799988,0.249969,0.499988,0.0384516,291.75,291.893,0.106115,62.0388,79.9998,0.0118449,-405,-514,73,-3,662,151729,-339,0.13,0.123381,0,15,10,12,7,5,291.713,325,292.112,345
144700,292.05,292.05,292.05,292,292.037,87,87,0,0.0699951,0.199982,0.499988,0.0769032,291.75,291.904,0.109998,62.0388,83.3322,0.00665283,-508,-499,54,-6,427,151694,-35,0,0,0,15,10,12,8,6,291.713,325,292.112,345
144800,292.05,292.1,292.1,292,292.075,544,544,0.0500183,0.0700012,0.0999756,0.391307,0.0869334,291.75,291.915,0.114748,57.4645,82.2203,0.00384115,-508,-499,29,0,404,0,0,0,0,0,15,10,13,8,6,291.713,325,292.112,345
144900,292.1,292.1,292.1,292.05,292.088,379,379,0,0.0600037,0.149994,0.449998,0.0499863,291.75,291.928,0.119674,66.178,77.2203,0.00183512,-529,-497,27,0,316,0,0,0,0,0,15,11,13,7,6,291.713,325,292.112,345
145000,292.1,292.05,292.1,292.05,292.063,247,-247,-0.0500183,0.0400085,0.149963,0.473676,0.0526164,291.75,291.939,0.122469,66.5731,67.2192,-0.000545248,-477,-557,19,3,183,0,0,0,0,0,15,11,13,7,5,291.713,325,292.112,345
145100,292.05,292.2,292.2,292.05,292.163,580,580,0.150024,0.0500122,0.249969,0.444429,0.0555367,291.75,291.952,0.12815,65.3326,73.8868,0.00262451,-418,-635,-1,4,168,0,0,0,0,0,15,11,13,7,5,291.713,325,292.163,351
145200,292.2,292.05,292.2,292.05,292.087,340,-340,-0.150024,0.0800171,0.149963,0.399988,0.0499832,291.75,291.962,0.130372,62.0611,68.5524,2.85E-05,-312,-657,-2,8,227,0,0,0,0,0,15,11,13,7,5,291.713,325,292.163,351
145300,292.05,291.95,292.1,291.95,291.987,348,-348,-0.0999756,0.0900085,0,0.333343,0.142811,291.75,291.969,0.12997,49.3178,52.997,-0.00666504,-267,-686,19,-24,123,0,0,0,0,0,15,10,13,8,6,291.713,325,292.163,351
145400,291.95,291.95,291.95,291.9,291.938,454,454,0,0.0900085,-0.0499878,0.285731,0.190439,291.75,291.977,0.13032,45.557,41.3314,-0.0126628,-305,-679,29,-25,21,0,0,0,0,0,15,10,13,8,6,291.713,325,292.163,351
145500,291.95,292,292.05,291.95,292,525,525,0.0499878,0.0900024,-0.149994,0.299991,0.199963,291.75,291.989,0.130229,44.2681,37.9991,-0.0125854,-539,-649,-4,-21,-269,0,0,0,0,0,15,11,14,8,6,291.75,326,292.163,351
145600,292,292,292,291.95,291.987,134,134,0,0.0599976,-0.0499878,0.277761,0.222188,291.75,291.999,0.130264,63.8174,24.6657,-0.0109823,-421,-720,15,-31,-134,0,0,0,0,0,15,11,13,9,6,291.763,335,292.163,351
145700,292,292,292,291.95,291.987,197,197,0,0.0299927,-0.0499878,0.277761,0.16665,291.8,292.009,0.130379,63.8174,23.3344,-0.00844727,-442,-696,5,-19,-131,0,0,0,0,0,15,10,12,9,6,291.763,335,292.163,351
145800,292,292,292.05,292,292.013,243,-243,0,0.00999756,-0.100006,0.294069,0.176456,291.9,292.012,0.126828,54.1688,30.001,-0.00527344,-409,-712,1,-11,-95,0,0,0,0,0,15,10,12,9,6,291.763,335,292.163,351
145900,292.05,292.05,292.05,292,292.037,288,288,0,0.00999756,-0.100006,0.29408,0.176462,291.9,292.021,0.126093,59.838,36.6656,-0.00253092,-409,-712,-13,-7,-87,0,0,0,0,0,15,10,12,9,6,291.763,335,292.163,351
150000,292.05,292.05,292.1,292.05,292.063,586,-586,0,0,-0.0499878,0.352924,0.176462,291.9,292.031,0.126024,66.9405,39.998,0.000219727,-447,-729,-25,-6,-123,0,0,0,0,0,15,11,13,9,6,291.763,335,292.163,351
150100,292.05,292.1,292.1,292,292.075,345,345,0.0500183,0.0100037,-0.149994,0.249981,0.249981,291.95,292.037,0.121901,62.7285,46.6646,0.00198975,-330,-763,-3,-12,-124,0,0,0,0,0,15,10,12,9,7,291.763,335,292.163,351
150200,292.1,292.15,292.2,292.1,292.15,433,433,0.0499878,0.0200012,0.0500183,0.4,0.266653,291.95,292.049,0.122416,82.0557,56.6636,0.00570069,-387,-760,21,-15,-194,0,0,0,0,0,15,11,13,8,7,291.763,335,292.163,351
150300,292.2,292.3,292.3,292.15,292.262,1035,1035,0.0999756,0.0399963,0.249969,0.533306,0.133347,291.95,292.063,0.125362,100,69.9969,0.0119792,-269,-824,21,-14,-109,0,0,0,0,0,15,12,13,8,6,291.763,335,292.262,363
150400,292.3,292.35,292.35,292.25,292.325,732,732,0.0500183,0.05,0.299988,0.562507,0.0624881,291.95,292.077,0.130474,100,79.998,0.0167236,11,-1059,64,-51,140,0,0,0,0,0,15,13,14,7,5,291.763,335,292.325,364
150500,292.35,292.35,292.4,292.3,292.35,405,405,0,0.05,0.25,0.5,0.0624857,291.95,292.089,0.133914,100,87.7772,0.0180339,45,-1108,64,-56,78,0,0,0,0,0,15,14,15,7,5,291.787,337,292.35,365
150600,292.35,292.45,292.45,292.35,292.425,860,860,0.100006,0.0599976,0.350006,0.529422,0.0588087,291.95,292.106,0.143628,100,94.4439,0.0190267,46,-1130,65,-59,54,0,0,0,0,0,15,15,16,7,5,291.787,337,292.425,366
150700,292.45,292.55,292.6,292.45,292.537,1341,1341,0.0999756,0.0699951,0.449982,0.631577,0.0526181,291.95,292.131,0.167028,100,96.111,0.0214152,54,-1086,71,-51,89,0,0,0,0,0,15,16,17,7,5,291.85,340,292.537,367
150800,292.5,292.4,292.5,292.4,292.425,857,-857,-0.100006,0.0700012,0.349976,0.523818,0.0952423,291.95,292.148,0.175544,85.448,89.444,0.0144491,216,-1113,78,-50,224,0,0,0,0,0,15,15,16,8,6,291.85,340,292.537,367
150900,292.4,292.4,292.4,292.35,292.387,328,328,0,0.0599976,0.349976,0.523818,0.142849,291.95,292.163,0.178989,84.7008,82.777,0.00616048,-164,-820,31,-8,192,0,0,0,0,0,15,15,16,8,6,291.85,340,292.537,367
151000,292.4,292.4,292.4,292.35,292.387,596,596,0,0.0599976,0.349976,0.476196,0.142853,291.95,292.179,0.182481,84.7008,78.3317,-0.000512689,165,-822,62,0,436,0,0,0,0,0,15,14,16,7,6,291.913,342,292.537,367
151100,292.4,292.35,292.4,292.35,292.362,392,-392,-0.0499878,0.0499939,0.249969,0.500015,0.100009,291.95,292.189,0.181411,77.8913,68.3317,-0.00616862,132,-840,17,31,439,0,0,0,0,0,15,13,15,7,6,291.913,342,292.537,367
