시간, 시가, 종가, 고가, 저가, WP, 거래량, 거래량(부호), Width, 5mWidth, 10mWidth, DI+, DI-, 20mLowOpen, 20mSMA, SD, MFI, %D(5), MACD, 외인, 기관, 외인7m, 기관7m, 외인+기관9m, 미결제량, 미결제변화, basis, basis_mean, UpdateHigh, UpdateLow, LR, HR, HF, LF, Min30m, Time, Max30m, Time
151200,292.35,292.4,292.4,292.35,292.387,225,225,0.0499878,0.0399963,0.249969,0.421068,0.105275,291.95,292.204,0.183188,77.0477,61.1098,-0.00706787,225,-821,25,41,497,0,0,0,0,0,15,13,15,6,6,291.938,354,292.537,367
151300,292.4,292.45,292.45,292.4,292.438,454,454,0.0500183,0.0299988,0.200012,0.41182,0.117658,291.95,292.227,0.188794,74.3075,59.2059,-0.0048706,368,-839,46,41,577,0,0,0,0,0,15,13,15,6,6,291.938,354,292.537,367
151400,292.45,292.5,292.5,292.4,292.475,381,381,0.0499878,0.0399963,0.199982,0.411784,0.117658,291.95,292.254,0.194463,72.31,59.2062,-0.0020223,270,-836,30,35,497,0,0,0,0,0,15,12,15,6,6,291.938,354,292.537,367
151500,292.5,292.45,292.5,292.4,292.45,160,-160,-0.0499878,0.0499939,0.149994,0.352973,0.117658,292,292.276,0.19829,69.8326,53.8737,-0.00204264,441,-872,32,34,653,0,0,0,0,0,15,12,14,6,6,291.938,354,292.537,367
151600,292.45,292.5,292.5,292.45,292.487,110,110,0.0499878,0.0499939,0.0999756,0.312517,0.125014,292,292.301,0.202398,64.0619,55.8732,-0.00130615,413,-815,82,0,630,0,0,0,0,0,15,12,13,6,6,291.938,354,292.537,367
151700,292.5,292.55,292.55,292.45,292.525,455,455,0.0499878,0.0499939,0.0499878,0.200008,0.133352,292,292.328,0.206664,53.5634,64.7624,-0.000150554,348,-712,26,15,533,0,0,0,0,0,15,12,14,5,5,291.938,354,292.537,367
151800,292.5,292.5,292.5,292.45,292.487,624,624,0,0.0399902,0.149994,0.214301,0.0714192,292.05,292.352,0.208742,58.0168,68.3341,-0.0020345,520,-844,55,0,660,0,0,0,0,0,15,12,13,6,5,291.938,354,292.537,367
151900,292.45,292.35,292.45,292.35,292.375,456,-456,-0.100006,0.0499939,0.0499878,0.18751,0.125019,292.05,292.369,0.208748,49.8957,55.0008,-0.00872396,353,-755,18,9,255,0,0,0,0,0,15,11,13,7,6,291.938,354,292.537,367
152000,292.35,292.4,292.4,292.3,292.375,813,813,0.0499878,0.0499939,0.0999756,0.176475,0.176511,292.05,292.384,0.208635,59.9022,55.0008,-0.0126383,43,-587,-46,36,164,0,0,0,0,0,15,11,13,8,7,291.938,354,292.537,367
152100,292.4,292.4,292.4,292.35,292.387,219,219,0,0.0399963,0.149963,0.176475,0.176511,292.1,292.4,0.208562,66.285,51.0017,-0.0134644,-38,-562,-44,39,-4,0,0,0,0,0,15,12,12,8,7,291.938,354,292.537,367
152200,292.4,292.4,292.4,292.35,292.387,56,56,0,0.0299988,0.0999756,0.176475,0.176511,292.2,292.412,0.207428,64.0886,39.0022,-0.0122518,-37,-494,-68,54,-60,0,0,0,0,0,15,12,12,8,7,291.938,354,292.537,367
152300,292.4,292.3,292.4,292.3,292.325,530,-530,-0.100006,0.05,-0.0500488,0.111092,0.222286,292.3,292.415,0.203968,49.8463,24.0015,-0.0128784,-18,-478,-61,48,70,0,0,0,0,0,15,12,12,7,7,291.938,354,292.537,367
152400,292.3,292.35,292.4,292.3,292.35,226,226,0.0500183,0.0400024,-0.0500183,0.0555461,0.222286,292.3,292.416,0.19735,47.5405,28.0029,-0.0113973,-130,-499,-68,30,-198,0,0,0,0,0,15,12,12,6,6,291.987,357,292.537,367
152500,292.35,292.45,292.5,292.35,292.438,705,705,0.100006,0.0500061,0.0999756,0.157901,0.210589,292.3,292.421,0.188528,58.9193,32.0044,-0.00576579,-66,-520,-83,46,-184,0,0,0,0,0,15,12,12,6,6,291.987,357,292.537,367
152600,292.45,292.5,292.5,292.4,292.475,119,119,0.0499878,0.0600037,0.0999756,0.150003,0.200055,292.3,292.423,0.175504,59.0134,40.0049,-0.000354007,215,-573,-19,26,6,0,0,0,0,0,15,13,12,5,6,291.987,357,292.537,367
152700,292.5,292.5,292.5,292.45,292.487,359,359,0,0.0600037,0.0499878,0.105275,0.210582,292.3,292.421,0.151293,53.6416,52.0044,0.00322266,307,-592,37,0,39,0,0,0,0,0,15,14,12,5,6,292.013,358,292.537,367
152800,292.5,292.5,292.5,292.45,292.487,108,108,0,0.0400024,0.0499878,0.111122,0.222279,292.3,292.424,0.137838,65.3945,72.0044,0.00394694,208,-532,35,4,78,0,0,0,0,0,15,13,11,5,6,292.037,359,292.537,367
152900,292.5,292.45,292.5,292.45,292.463,294,-294,-0.0499878,0.0399963,0.100006,0.125014,0.125052,292.3,292.428,0.129037,69.3349,83.0045,0.00167643,267,-636,43,-20,175,0,0,0,0,0,15,13,11,5,6,292.063,360,292.537,367
153000,292.45,292.55,292.6,292.45,292.537,814,814,0.0999756,0.0399902,0.149994,0.235324,0.0588489,292.3,292.435,0.122695,69.3516,87.6682,0.00314534,318,-652,48,-24,266,0,0,0,0,0,15,12,11,5,6,292.075,361,292.537,390
153100,292.5,292.55,292.6,292.5,292.55,321,321,0.0499878,0.0399902,0.199982,0.222245,0.0555782,292.3,292.444,0.118488,69.3516,88.3328,0.00404867,318,-652,64,-21,197,0,0,0,0,0,15,13,11,5,5,292.15,362,292.55,391
153200,292.55,292.55,292.6,292.55,292.563,338,-338,0,0.0399902,0.199982,0.222237,0.0555763,292.3,292.453,0.114378,69.3516,84.9985,0.00450847,546,-815,87,-42,227,0,0,0,0,0,15,13,10,5,5,292.262,363,292.563,392
153300,292.6,292.5,292.6,292.45,292.513,689,-689,-0.100006,0.0599915,0.199982,0.210543,0.105239,292.3,292.457,0.105492,65.4699,78.3318,0.00156657,630,-899,59,-46,360,0,0,0,0,0,15,12,9,5,6,292.325,383,292.563,392
153400,292.5,292.5,292.55,292.45,292.5,309,0,0,0.0499939,0.149963,0.21055,0.105243,292.3,292.458,0.0945986,62.4939,75.3298,-0.00179443,676,-877,52,-40,385,0,0,0,0,0,15,11,8,6,6,292.325,383,292.563,392
153500,292.5,292.55,292.6,292.5,292.55,717,717,0.0499878,0.0399963,0.0999451,0.166701,0.111089,292.3,292.463,0.0884159,62.6689,73.6626,-0.00150147,789,-1025,83,-70,122,0,0,0,0,0,15,11,8,6,6,292.325,383,292.563,392
