시간, 시가, 종가, 고가, 저가,  Width, 20mSMA, 20mSD, 60mSMA, UpdateHigh, UpdateLow, Min30m, Time, Max30m, Time, 외인, 기관, 외인5m, 기관5m, 거래량, 거래량(부호),ResQty, 콜(종가), 풋(종가) ,외인(ko), 기관(ko), 외인(ko)5m, 기관(ko)5m
090100, 295.05, 294.85, 295.2, 294.7, -0.199982, 14.7425, 128.522, 4.91417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3719, -3719, 0, 3.04, 3.57, 0, 0, 0, 0
090200, 294.9, 294.25, 294.95, 294.25, -0.649994, 29.455, 176.73, 9.81833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2237, -2237, 0, 2.85, 3.74, 0, 0, 0, 0
090300, 294.25, 294.1, 294.4, 294.1, -0.149994, 44.16, 210.244, 14.72, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1676, -1676, 0, 2.78, 3.75, 0, 0, 0, 0
090400, 294.15, 294.1, 294.25, 293.95, -0.0499878, 58.865, 235.46, 19.6217, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1716, -1716, 0, 2.78, 3.78, 0, 0, 0, 0
090500, 294.1, 293.9, 294.15, 293.85, -0.200012, 73.56, 254.819, 24.52, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1716, -1716, 0, 2.73, 3.84, 0, 0, 0, 0
090600, 293.95, 294.2, 294.2, 293.8, 0.25, 88.27, 269.67, 29.4233, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1105, 1105, 0, 2.79, 3.76, 0, 0, 0, 0
090700, 294.15, 294.25, 294.4, 294.05, 0.100006, 102.982, 280.683, 34.3275, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1457, 1457, 0, 2.83, 3.71, 0, 0, 0, 0
090800, 294.25, 294.35, 294.4, 294.1, 0.100006, 117.7, 288.305, 39.2333, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1196, 1196, 0, 2.85, 3.69, 0, 0, 0, 0
090900, 294.3, 294.45, 294.45, 294.3, 0.150024, 132.423, 292.797, 44.1408, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1172, 1172, 0, 2.89, 3.63, 0, 0, 0, 0
091000, 294.45, 294.5, 294.6, 294.4, 0.0499878, 147.148, 294.295, 49.0492, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 947, 947, 0, 2.91, 3.6, 0, 0, 0, 0
091100, 294.5, 294.45, 294.7, 294.4, -0.0499878, 161.87, 292.834, 53.9567, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1048, -1048, 0, 2.87, 3.63, 0, 0, 0, 0
091200, 294.45, 294.5, 294.6, 294.35, 0.0499878, 176.595, 288.379, 58.865, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1081, 1081, 0, 2.87, 3.63, 0, 0, 0, 0
