시간, 매수체결량, +속도, 매도체결량, -속도, 잔량, 콜8, 수량8, 풋8, 수량8, 콜경과시간, 콜평균시간, 풋경과시간, 풋평균시간
144018, 175, 106, 271, 78, -5207, 1.01, 32, 1.46, 81, 3, 0.01, 0, 0.00
144019, 175, 106, 271, 78, -5203, 1.01, 5, 1.46, 81, 3, 0.01, 0, 0.00
144020, 175, 106, 271, 78, -5201, 1.01, 5, 1.46, 81, 2, 0.01, 0, 0.00
144021, 175, 106, 271, 78, -5219, 1.01, 31, 1.46, 80, 1, 0.01, 0, 0.00
144022, 175, 106, 271, 78, -5185, 1.01, 30, 1.46, 82, 1, 0.01, 0, 0.00
144023, 175, 106, 262, 83, -5186, 1.01, 30, 1.46, 80, 1, 0.01, 0, 0.00
144024, 175, 106, 262, 83, -5204, 1.01, 27, 1.46, 80, 1, 0.01, 0, 0.00
144025, 175, 106, 262, 83, -5213, 1.01, 27, 1.46, 80, 1, 0.01, 0, 0.00
144026, 175, 106, 246, 83, -5249, 1.01, 41, 1.46, 80, 1, 0.01, 0, 0.00
144027, 175, 106, 240, 77, -5215, 1.01, 43, 1.46, 108, 0, 0.00, 0, 0.00
144028, 175, 106, 240, 77, -5214, 1.01, 43, 1.46, 110, 0, 0.00, 0, 0.00
144029, 175, 106, 275, 72, -5198, 1.01, 43, 1.46, 110, 0, 0.00, 0, 0.00
144030, 175, 106, 294, 73, -5216, 1.01, 43, 1.46, 110, 0, 0.00, 0, 0.00
144031, 175, 106, 294, 73, -5202, 1.01, 43, 1.46, 112, 0, 0.00, 0, 0.00
144032, 174, 124, 294, 73, -5170, 1.01, 43, 1.46, 125, 0, 0.00, 0, 0.00
144033, 174, 124, 294, 71, -5170, 1.01, 9, 1.46, 125, 0, 0.00, 0, 0.00
144034, 230, 106, 269, 35, -5080, 1.02, 221, 1.45, 38, 1, 0.01, 1, 0.01
144035, 230, 106, 269, 35, -5102, 1.02, 269, 1.45, 12, 1, 0.01, 1, 0.01
144036, 230, 106, 269, 35, -5082, 1.02, 270, 1.45, 32, 1, 0.01, 1, 0.01
144037, 127, 98, 273, 31, -5001, 1.02, 272, 1.45, 52, 1, 0.01, 1, 0.01
144038, 127, 98, 225, 22, -5008, 1.02, 253, 1.45, 52, 1, 0.01, 1, 0.01
144039, 130, 30, 150, 23, -5034, 1.02, 272, 1.45, 52, 1, 0.01, 1, 0.01
144040, 130, 30, 150, 23, -5056, 1.02, 272, 1.45, 38, 1, 0.01, 1, 0.01
144041, 130, 30, 150, 23, -5061, 1.02, 272, 1.45, 56, 1, 0.01, 1, 0.01
144042, 130, 30, 150, 23, -5061, 1.02, 272, 1.45, 56, 1, 0.01, 1, 0.01
144043, 130, 30, 150, 23, -5107, 1.02, 272, 1.45, 7, 0, 0.00, 0, 0.00
144044, 129, 31, 150, 23, -5103, 1.02, 272, 1.46, 152, 0, 0.00, 1, 0.01
144045, 129, 31, 150, 23, -5096, 1.02, 272, 1.46, 152, 0, 0.00, 1, 0.01
144046, 129, 31, 150, 23, -5113, 1.02, 247, 1.46, 108, 0, 0.00, 1, 0.01
144047, 129, 31, 150, 23, -5130, 1.02, 260, 1.46, 121, 0, 0.00, 1, 0.01
144048, 129, 31, 145, 21, -5124, 1.02, 260, 1.46, 106, 0, 0.00, 1, 0.01
144049, 129, 35, 145, 21, -5112, 1.02, 260, 1.46, 108, 0, 0.00, 1, 0.01
144050, 128, 37, 145, 21, -5081, 1.02, 259, 1.46, 121, 0, 0.00, 1, 0.01
144051, 128, 37, 145, 21, -5098, 1.02, 259, 1.46, 121, 0, 0.00, 1, 0.01
144052, 128, 37, 145, 21, -5122, 1.01, 70, 1.46, 106, 1, 0.01, 1, 0.01
144053, 127, 39, 145, 21, -5125, 1.01, 42, 1.46, 121, 1, 0.01, 0, 0.00
144054, 127, 39, 145, 21, -5124, 1.01, 42, 1.46, 121, 1, 0.01, 0, 0.00
144055, 127, 39, 145, 21, -5124, 1.01, 43, 1.46, 121, 1, 0.01, 0, 0.00
144056, 127, 39, 145, 21, -5125, 1.01, 43, 1.46, 121, 1, 0.01, 0, 0.00
144057, 127, 39, 145, 21, -5129, 1.01, 43, 1.46, 121, 1, 0.01, 0, 0.00
144058, 127, 39, 145, 21, -5129, 1.01, 65, 1.46, 121, 1, 0.01, 0, 0.00
144059, 127, 39, 145, 21, -5124, 1.01, 43, 1.46, 121, 1, 0.01, 0, 0.00
144100, 127, 39, 145, 21, -5148, 1.01, 91, 1.46, 106, 1, 0.01, 0, 0.00
144101, 127, 39, 145, 21, -5144, 1.01, 89, 1.46, 106, 0, 0.00, 0, 0.00
144102, 127, 39, 145, 21, -5131, 1.01, 89, 1.46, 121, 0, 0.00, 0, 0.00
144103, 127, 39, 145, 21, -5128, 1.01, 58, 1.46, 121, 0, 0.00, 0, 0.00
144104, 127, 39, 145, 21, -5132, 1.01, 68, 1.46, 121, 0, 0.00, 0, 0.00
144105, 127, 39, 145, 21, -5125, 1.01, 48, 1.46, 121, 0, 0.00, 0, 0.00
144106, 129, 51, 145, 21, -5059, 1.02, 265, 1.45, 52, 1, 0.01, 1, 0.01
144107, 129, 51, 138, 41, -5059, 1.02, 260, 1.45, 39, 1, 0.01, 1, 0.01
144108, 129, 51, 138, 41, -5038, 1.02, 260, 1.45, 53, 1, 0.01, 1, 0.01
144109, 117, 36, 81, 36, -5007, 1.02, 248, 1.45, 33, 1, 0.01, 1, 0.01
144110, 121, 36, 74, 36, -5082, 1.02, 253, 1.46, 124, 1, 0.01, 2, 0.01
144111, 121, 36, 74, 36, -5080, 1.02, 249, 1.46, 124, 1, 0.01, 2, 0.01
144112, 125, 36, 74, 35, -4921, 1.02, 248, 1.45, 55, 1, 0.01, 3, 0.01
144113, 125, 36, 74, 35, -4916, 1.02, 193, 1.45, 55, 1, 0.01, 3, 0.01
144114, 125, 36, 74, 35, -4863, 1.02, 102, 1.45, 74, 1, 0.01, 3, 0.01
144115, 128, 37, 74, 35, -4823, 1.02, 58, 1.45, 75, 0, 0.00, 2, 0.01
144116, 128, 37, 74, 35, -4839, 1.02, 106, 1.45, 75, 0, 0.00, 2, 0.01
144117, 128, 37, 74, 35, -4901, 1.02, 203, 1.46, 124, 0, 0.00, 3, 0.01
144118, 128, 37, 74, 35, -4910, 1.02, 188, 1.46, 124, 0, 0.00, 3, 0.01
144119, 128, 37, 74, 35, -4912, 1.02, 188, 1.46, 124, 0, 0.00, 2, 0.01
144120, 128, 37, 74, 35, -4899, 1.02, 188, 1.46, 124, 0, 0.00, 2, 0.01
144121, 128, 37, 101, 42, -5056, 1.02, 225, 1.46, 109, 0, 0.00, 1, 0.01
144122, 127, 44, 100, 44, -5042, 1.02, 225, 1.46, 109, 0, 0.00, 1, 0.01
144123, 134, 44, 98, 16, -4974, 1.02, 140, 1.46, 124, 0, 0.00, 1, 0.01
144124, 144, 32, 91, 15, -4917, 1.02, 203, 1.46, 120, 0, 0.00, 1, 0.01
144125, 124, 13, 59, 3, -5029, 1.02, 117, 1.46, 92, 0, 0.00, 1, 0.01
144126, 124, 13, 59, 3, -5038, 1.02, 198, 1.46, 90, 0, 0.00, 0, 0.00
144127, 124, 13, 59, 3, -5030, 1.02, 198, 1.46, 90, 0, 0.00, 0, 0.00
144128, 124, 13, 59, 3, -5034, 1.02, 198, 1.46, 90, 0, 0.00, 0, 0.00
144129, 124, 13, 59, 3, -5052, 1.02, 198, 1.46, 90, 0, 0.00, 0, 0.00
144130, 124, 8, 56, 7, -5052, 1.02, 200, 1.46, 105, 0, 0.00, 0, 0.00
144131, 124, 8, 56, 7, -5055, 1.02, 200, 1.46, 105, 0, 0.00, 0, 0.00
144132, 124, 8, 56, 7, -5058, 1.02, 200, 1.46, 107, 0, 0.00, 0, 0.00
144133, 124, 8, 56, 7, -5066, 1.02, 200, 1.46, 107, 0, 0.00, 0, 0.00
144134, 124, 12, 56, 7, -5069, 1.02, 200, 1.46, 107, 0, 0.00, 0, 0.00
144135, 124, 12, 56, 7, -5065, 1.02, 200, 1.46, 107, 0, 0.00, 0, 0.00
144136, 119, 13, 67, 13, -4966, 1.02, 184, 1.46, 120, 0, 0.00, 0, 0.00
144137, 126, 13, 67, 13, -4892, 1.02, 76, 1.45, 7, 0, 0.00, 1, 0.01
144138, 126, 13, 50, 2, -4999, 1.02, 130, 1.46, 107, 0, 0.00, 2, 0.01
144139, 126, 13, 50, 2, -5050, 1.02, 196, 1.46, 105, 0, 0.00, 2, 0.01
144140, 126, 13, 50, 2, -5067, 1.02, 196, 1.46, 105, 0, 0.00, 2, 0.01
144141, 126, 13, 50, 2, -5084, 1.02, 231, 1.46, 112, 0, 0.00, 2, 0.01
144142, 126, 13, 50, 2, -5082, 1.02, 231, 1.46, 112, 0, 0.00, 2, 0.01
144143, 126, 13, 50, 2, -5076, 1.02, 231, 1.46, 112, 0, 0.00, 2, 0.01
144144, 126, 13, 50, 2, -5119, 1.01, 4, 1.46, 70, 1, 0.01, 2, 0.01
144145, 126, 13, 50, 2, -5120, 1.01, 2, 1.46, 70, 1, 0.01, 2, 0.01
144146, 126, 21, 50, 2, -5110, 1.01, 2, 1.46, 68, 1, 0.01, 1, 0.01
144147, 126, 21, 50, 2, -5143, 1.01, 35, 1.46, 51, 1, 0.01, 0, 0.00
144148, 126, 21, 50, 2, -5138, 1.01, 36, 1.46, 51, 1, 0.01, 0, 0.00
144149, 126, 21, 50, 2, -5140, 1.01, 38, 1.46, 42, 1, 0.01, 0, 0.00
144150, 126, 21, 50, 2, -5158, 1.01, 58, 1.46, 41, 1, 0.01, 0, 0.00
144151, 123, 26, 91, 14, -5260, 1.01, 174, 1.47, 76, 1, 0.01, 1, 0.01
144152, 114, 27, 100, 16, -5202, 1.01, 177, 1.47, 109, 1, 0.01, 1, 0.01
144153, 102, 24, 93, 15, -5287, 1.01, 175, 1.47, 92, 0, 0.00, 1, 0.01
144154, 102, 24, 93, 15, -5282, 1.01, 157, 1.47, 92, 0, 0.00, 1, 0.01
144155, 102, 24, 93, 15, -5333, 1.01, 156, 1.47, 92, 0, 0.00, 1, 0.01
144156, 102, 24, 93, 18, -5359, 1.01, 193, 1.47, 77, 0, 0.00, 1, 0.01
144157, 102, 24, 93, 18, -5348, 1.01, 182, 1.47, 77, 0, 0.00, 1, 0.01
144158, 102, 24, 93, 18, -5306, 1.01, 160, 1.47, 77, 0, 0.00, 1, 0.01
144200, 110, 30, 93, 21, -5293, 1.01, 160, 1.47, 92, 0, 0.00, 1, 0.01
144200, 115, 25, 102, 21, -5146, 1.01, 47, 1.46, 26, 0, 0.00, 1, 0.01
144201, 115, 25, 102, 21, -5168, 1.01, 31, 1.46, 13, 0, 0.00, 1, 0.01
144202, 115, 25, 102, 21, -5138, 1.01, 17, 1.46, 48, 0, 0.00, 1, 0.01
144203, 115, 25, 102, 21, -5140, 1.02, 248, 1.46, 66, 1, 0.01, 1, 0.01
144204, 115, 25, 102, 26, -5114, 1.02, 248, 1.46, 47, 1, 0.01, 1, 0.01
144205, 115, 25, 102, 26, -5115, 1.02, 244, 1.46, 50, 1, 0.01, 1, 0.01
144206, 115, 25, 102, 26, -5142, 1.02, 244, 1.46, 49, 1, 0.01, 1, 0.01
144207, 115, 25, 102, 26, -5138, 1.02, 244, 1.46, 49, 1, 0.01, 1, 0.01
144208, 115, 25, 102, 26, -5138, 1.02, 243, 1.46, 49, 1, 0.01, 1, 0.01
144209, 115, 25, 102, 26, -5140, 1.02, 243, 1.46, 49, 1, 0.01, 0, 0.00
144210, 115, 25, 102, 19, -5142, 1.02, 243, 1.46, 49, 1, 0.01, 0, 0.00
144211, 115, 25, 102, 19, -5137, 1.02, 243, 1.46, 49, 1, 0.01, 0, 0.00
144212, 115, 25, 102, 19, -5136, 1.02, 243, 1.46, 49, 0, 0.00, 0, 0.00
144213, 115, 25, 102, 19, -5136, 1.02, 243, 1.46, 49, 0, 0.00, 0, 0.00
144214, 115, 25, 102, 19, -5122, 1.02, 243, 1.46, 66, 0, 0.00, 0, 0.00
144215, 115, 25, 102, 19, -5135, 1.02, 243, 1.46, 49, 0, 0.00, 0, 0.00
144216, 115, 25, 102, 19, -5139, 1.02, 243, 1.46, 64, 0, 0.00, 0, 0.00
144217, 134, 40, 102, 19, -5098, 1.02, 231, 1.46, 66, 0, 0.00, 0, 0.00
144218, 200, 42, 51, 26, -5099, 1.02, 231, 1.46, 66, 0, 0.00, 0, 0.00
144219, 206, 43, 68, 26, -4903, 1.02, 80, 1.46, 92, 0, 0.00, 0, 0.00
144220, 203, 42, 82, 26, -5012, 1.02, 194, 1.46, 70, 0, 0.00, 0, 0.00
144221, 203, 42, 82, 26, -5053, 1.02, 196, 1.46, 54, 0, 0.00, 0, 0.00
144222, 203, 42, 82, 26, -5070, 1.02, 196, 1.46, 53, 0, 0.00, 0, 0.00
144223, 203, 42, 82, 26, -5070, 1.02, 196, 1.46, 55, 0, 0.00, 0, 0.00
144224, 203, 42, 82, 26, -5069, 1.02, 196, 1.46, 55, 0, 0.00, 0, 0.00
144225, 203, 42, 82, 26, -5050, 1.02, 196, 1.46, 70, 0, 0.00, 0, 0.00
144226, 203, 42, 82, 26, -5067, 1.02, 196, 1.46, 52, 0, 0.00, 0, 0.00
144227, 203, 42, 82, 26, -5066, 1.02, 196, 1.46, 54, 0, 0.00, 0, 0.00
144228, 203, 42, 82, 26, -5104, 1.02, 248, 1.46, 10, 0, 0.00, 0, 0.00
144229, 203, 42, 82, 35, -5132, 1.02, 249, 1.47, 101, 0, 0.00, 1, 0.01
144230, 203, 42, 82, 37, -5137, 1.02, 249, 1.47, 101, 0, 0.00, 1, 0.01
144231, 203, 42, 82, 37, -5127, 1.02, 248, 1.46, 49, 0, 0.00, 2, 0.01
144232, 203, 42, 82, 37, -5124, 1.02, 242, 1.46, 27, 0, 0.00, 2, 0.01
144233, 203, 42, 82, 37, -5123, 1.02, 247, 1.46, 26, 0, 0.00, 2, 0.01
144234, 203, 42, 82, 37, -5128, 1.02, 247, 1.46, 22, 0, 0.00, 2, 0.01
144235, 203, 42, 82, 37, -5133, 1.02, 247, 1.46, 23, 0, 0.00, 2, 0.01
144236, 203, 42, 82, 37, -5127, 1.02, 247, 1.46, 34, 0, 0.00, 2, 0.01
144237, 203, 42, 82, 37, -5122, 1.02, 247, 1.46, 34, 0, 0.00, 2, 0.01
144238, 203, 42, 82, 37, -5129, 1.02, 247, 1.46, 29, 0, 0.00, 1, 0.01
144239, 203, 42, 82, 37, -5124, 1.02, 247, 1.46, 29, 0, 0.00, 1, 0.01
144240, 203, 42, 82, 37, -5124, 1.02, 246, 1.46, 14, 0, 0.00, 0, 0.00
144241, 200, 63, 82, 37, -5141, 1.01, 12, 1.46, 18, 1, 0.01, 0, 0.00
144242, 200, 63, 82, 37, -5140, 1.01, 41, 1.46, 28, 1, 0.01, 0, 0.00
144243, 200, 63, 82, 37, -5140, 1.01, 14, 1.46, 31, 1, 0.01, 0, 0.00
144244, 200, 63, 82, 37, -5140, 1.01, 12, 1.46, 29, 1, 0.01, 0, 0.00
144245, 200, 63, 82, 37, -5139, 1.01, 14, 1.46, 29, 1, 0.01, 0, 0.00
144246, 216, 60, 82, 37, -5092, 1.02, 257, 1.46, 60, 2, 0.01, 0, 0.00
144247, 216, 60, 82, 37, -5112, 1.02, 257, 1.46, 34, 2, 0.01, 0, 0.00
144248, 216, 60, 82, 37, -5111, 1.02, 257, 1.46, 58, 2, 0.01, 0, 0.00
144249, 224, 59, 82, 37, -5119, 1.01, 2, 1.46, 55, 3, 0.01, 0, 0.00
144250, 224, 59, 82, 37, -5113, 1.01, 28, 1.46, 26, 2, 0.01, 0, 0.00
144251, 224, 59, 82, 37, -5114, 1.01, 4, 1.46, 28, 2, 0.01, 0, 0.00
144252, 224, 59, 82, 37, -5141, 1.01, 90, 1.47, 99, 2, 0.01, 1, 0.01
144253, 224, 59, 82, 37, -5141, 1.01, 90, 1.47, 99, 2, 0.01, 1, 0.01
144254, 224, 59, 82, 37, -5131, 1.01, 33, 1.46, 27, 2, 0.01, 2, 0.01
144255, 224, 59, 82, 37, -5118, 1.01, 33, 1.46, 27, 1, 0.01, 2, 0.01
144256, 224, 59, 82, 37, -5113, 1.01, 7, 1.46, 27, 1, 0.01, 2, 0.01
144257, 224, 59, 82, 37, -5120, 1.01, 7, 1.46, 27, 1, 0.01, 2, 0.01
144258, 224, 59, 82, 37, -5117, 1.01, 9, 1.46, 21, 0, 0.00, 2, 0.01
144259, 224, 59, 82, 37, -5113, 1.01, 7, 1.46, 26, 0, 0.00, 2, 0.01
144300, 224, 59, 82, 37, -5119, 1.01, 30, 1.47, 133, 0, 0.00, 3, 0.01
144301, 224, 59, 82, 37, -5117, 1.01, 30, 1.46, 24, 0, 0.00, 3, 0.01
144302, 224, 59, 82, 37, -5113, 1.01, 25, 1.46, 23, 0, 0.00, 3, 0.01
144303, 224, 59, 82, 37, -5111, 1.01, 5, 1.46, 23, 0, 0.00, 2, 0.01
144304, 224, 59, 82, 37, -5103, 1.01, 1, 1.46, 28, 0, 0.00, 2, 0.01
144305, 224, 59, 82, 37, -5112, 1.01, 29, 1.47, 133, 0, 0.00, 3, 0.01
144306, 224, 59, 82, 37, -5116, 1.01, 12, 1.46, 10, 0, 0.00, 4, 0.01
144307, 224, 59, 82, 37, -5118, 1.01, 65, 1.47, 133, 0, 0.00, 5, 0.01
144308, 224, 59, 82, 37, -5107, 1.01, 48, 1.46, 27, 0, 0.00, 6, 0.01
144309, 224, 59, 82, 37, -5109, 1.01, 48, 1.46, 4, 0, 0.00, 5, 0.01
144310, 224, 59, 82, 37, -5123, 1.01, 95, 1.47, 133, 0, 0.00, 5, 0.01
144311, 224, 59, 83, 72, -5126, 1.01, 48, 1.46, 10, 0, 0.00, 6, 0.01
144312, 224, 59, 74, 68, -5105, 1.01, 97, 1.46, 21, 0, 0.00, 6, 0.01
144313, 288, 80, 82, 54, -4875, 1.02, 119, 1.46, 95, 1, 0.01, 6, 0.01
144314, 288, 80, 80, 56, -4874, 1.02, 152, 1.46, 95, 1, 0.01, 5, 0.01
144315, 288, 80, 80, 56, -4879, 1.02, 156, 1.46, 108, 1, 0.01, 4, 0.01
144316, 288, 80, 80, 56, -4883, 1.02, 206, 1.46, 104, 1, 0.01, 3, 0.01
144317, 288, 80, 93, 59, -4883, 1.02, 206, 1.46, 104, 1, 0.01, 2, 0.01
144318, 288, 80, 91, 60, -5090, 1.01, 61, 1.47, 135, 2, 0.01, 3, 0.01
144319, 288, 80, 91, 60, -5113, 1.01, 61, 1.47, 135, 2, 0.01, 2, 0.01
144320, 288, 80, 91, 60, -5116, 1.01, 71, 1.47, 135, 2, 0.01, 1, 0.01
144321, 288, 80, 84, 63, -5147, 1.01, 91, 1.47, 99, 2, 0.01, 1, 0.01
144322, 301, 90, 151, 64, -5273, 1.01, 185, 1.47, 68, 1, 0.01, 1, 0.01
144323, 301, 90, 151, 64, -5186, 1.01, 115, 1.47, 99, 1, 0.01, 1, 0.01
144324, 301, 90, 154, 66, -5179, 1.01, 75, 1.46, 18, 1, 0.01, 2, 0.01
144325, 288, 93, 199, 66, -5218, 1.01, 143, 1.47, 97, 1, 0.01, 3, 0.01
144326, 292, 93, 199, 66, -5333, 1.01, 206, 1.47, 71, 1, 0.01, 3, 0.01
144327, 292, 93, 199, 66, -5357, 1.01, 209, 1.47, 49, 0, 0.00, 2, 0.01
144328, 292, 93, 199, 66, -5357, 1.01, 209, 1.47, 49, 0, 0.00, 2, 0.01
144329, 292, 93, 199, 66, -5357, 1.01, 208, 1.47, 49, 0, 0.00, 2, 0.01
144330, 292, 93, 199, 66, -5362, 1.01, 208, 1.47, 49, 0, 0.00, 2, 0.01
144331, 292, 93, 199, 66, -5359, 1.01, 208, 1.47, 51, 0, 0.00, 2, 0.01
144332, 292, 93, 199, 66, -5368, 1.01, 208, 1.47, 49, 0, 0.00, 2, 0.01
144333, 292, 93, 199, 66, -5368, 1.01, 208, 1.47, 49, 0, 0.00, 1, 0.01
144334, 292, 93, 199, 66, -5370, 1.01, 208, 1.47, 51, 0, 0.00, 0, 0.00
144335, 292, 93, 199, 66, -5341, 1.01, 208, 1.47, 71, 0, 0.00, 0, 0.00
144336, 292, 93, 199, 66, -5329, 1.01, 208, 1.47, 71, 0, 0.00, 0, 0.00
144337, 323, 98, 202, 67, -5192, 1.01, 92, 1.47, 99, 0, 0.00, 0, 0.00
144338, 323, 98, 202, 67, -5160, 1.01, 65, 1.47, 101, 0, 0.00, 0, 0.00
144339, 323, 98, 202, 67, -5142, 1.01, 31, 1.47, 101, 0, 0.00, 0, 0.00
144340, 323, 98, 202, 67, -5143, 1.01, 77, 1.47, 88, 0, 0.00, 0, 0.00
144341, 351, 101, 202, 67, -5081, 1.01, 40, 1.47, 135, 0, 0.00, 0, 0.00
144342, 351, 101, 202, 67, -5122, 1.01, 2, 1.47, 135, 0, 0.00, 0, 0.00
144343, 352, 86, 202, 67, -5154, 1.01, 27, 1.47, 101, 0, 0.00, 0, 0.00
144344, 352, 86, 202, 67, -5161, 1.01, 73, 1.47, 101, 0, 0.00, 0, 0.00
144345, 352, 86, 245, 34, -5317, 1.01, 211, 1.47, 71, 0, 0.00, 0, 0.00
144346, 273, 87, 250, 33, -5277, 1.01, 173, 1.47, 71, 0, 0.00, 0, 0.00
144347, 258, 89, 242, 35, -5247, 1.01, 96, 1.47, 71, 0, 0.00, 0, 0.00
144348, 258, 89, 242, 35, -5315, 1.01, 159, 1.47, 71, 0, 0.00, 0, 0.00
144349, 270, 89, 169, 27, -5253, 1.01, 89, 1.47, 87, 0, 0.00, 0, 0.00
144350, 270, 69, 178, 27, -5329, 1.01, 106, 1.47, 72, 0, 0.00, 0, 0.00
144351, 270, 69, 178, 27, -5330, 1.01, 108, 1.47, 73, 0, 0.00, 0, 0.00
144352, 270, 66, 178, 29, -5307, 1.01, 63, 1.47, 73, 0, 0.00, 0, 0.00
144353, 270, 66, 178, 29, -5311, 1.01, 63, 1.47, 73, 0, 0.00, 0, 0.00
144354, 270, 66, 178, 29, -5306, 1.01, 91, 1.47, 73, 0, 0.00, 0, 0.00
144355, 270, 66, 178, 29, -5333, 1.01, 110, 1.47, 73, 0, 0.00, 0, 0.00
144356, 252, 67, 178, 29, -5341, 1.01, 110, 1.47, 73, 0, 0.00, 0, 0.00
144357, 252, 67, 178, 29, -5341, 1.01, 92, 1.47, 73, 0, 0.00, 0, 0.00
144358, 252, 67, 178, 29, -5382, 1.01, 92, 1.47, 50, 0, 0.00, 0, 0.00
144359, 252, 67, 178, 29, -5382, 1.01, 193, 1.47, 52, 0, 0.00, 0, 0.00
144400, 252, 67, 178, 29, -5378, 1.01, 193, 1.47, 72, 0, 0.00, 0, 0.00
144401, 252, 67, 178, 29, -5384, 1.01, 143, 1.47, 52, 0, 0.00, 0, 0.00
144402, 182, 50, 176, 40, -5383, 1.01, 124, 1.47, 59, 0, 0.00, 0, 0.00
144403, 182, 50, 176, 40, -5369, 1.01, 143, 1.47, 79, 0, 0.00, 0, 0.00
144404, 167, 39, 170, 40, -5354, 1.01, 95, 1.47, 95, 0, 0.00, 0, 0.00
144405, 167, 39, 170, 40, -5312, 1.01, 110, 1.47, 98, 0, 0.00, 0, 0.00
144406, 167, 39, 170, 40, -5304, 1.01, 94, 1.47, 98, 0, 0.00, 0, 0.00
144407, 167, 39, 170, 40, -5304, 1.01, 94, 1.47, 98, 0, 0.00, 0, 0.00
144408, 169, 43, 187, 43, -5305, 1.01, 94, 1.47, 98, 0, 0.00, 0, 0.00
144409, 169, 43, 162, 43, -5349, 1.01, 96, 1.47, 84, 0, 0.00, 0, 0.00
144410, 163, 33, 159, 45, -5306, 1.01, 96, 1.47, 112, 0, 0.00, 0, 0.00
144411, 163, 33, 155, 45, -5282, 1.01, 9, 1.46, 4, 0, 0.00, 1, 0.01
144412, 163, 33, 154, 46, -5206, 1.02, 258, 1.46, 23, 1, 0.01, 1, 0.01
144413, 163, 33, 132, 36, -5209, 1.02, 258, 1.46, 24, 1, 0.01, 1, 0.01
144414, 163, 33, 132, 36, -5133, 1.02, 258, 1.46, 22, 1, 0.01, 1, 0.01
144415, 163, 33, 132, 36, -5129, 1.02, 257, 1.46, 24, 1, 0.01, 1, 0.01
144416, 163, 33, 132, 36, -5135, 1.02, 257, 1.46, 23, 1, 0.01, 1, 0.01
144417, 163, 33, 132, 36, -5150, 1.02, 258, 1.46, 14, 1, 0.01, 1, 0.01
144418, 163, 33, 132, 36, -5146, 1.02, 258, 1.46, 13, 1, 0.01, 1, 0.01
144419, 163, 33, 132, 33, -5165, 1.01, 24, 1.47, 114, 2, 0.01, 2, 0.01
144420, 163, 33, 132, 33, -5156, 1.02, 258, 1.46, 14, 3, 0.01, 2, 0.01
144421, 163, 33, 132, 33, -5152, 1.02, 258, 1.47, 114, 2, 0.01, 3, 0.01
144422, 163, 33, 132, 33, -5137, 1.02, 258, 1.46, 25, 2, 0.01, 4, 0.01
144423, 163, 33, 132, 33, -5156, 1.02, 258, 1.47, 114, 2, 0.01, 5, 0.01
144424, 163, 33, 132, 33, -5146, 1.02, 258, 1.46, 21, 2, 0.01, 6, 0.01
144425, 163, 33, 132, 33, -5146, 1.02, 258, 1.46, 17, 2, 0.01, 6, 0.01
144426, 163, 33, 89, 40, -5142, 1.02, 258, 1.46, 13, 2, 0.01, 6, 0.01
144427, 163, 33, 89, 40, -5142, 1.02, 258, 1.46, 20, 2, 0.01, 6, 0.01
144428, 163, 33, 89, 40, -5142, 1.02, 258, 1.46, 19, 1, 0.01, 5, 0.01
144429, 163, 33, 87, 43, -5140, 1.02, 259, 1.46, 15, 0, 0.00, 4, 0.01
144430, 163, 33, 87, 43, -5142, 1.02, 255, 1.46, 13, 0, 0.00, 3, 0.01
144431, 163, 33, 85, 46, -5179, 1.01, 34, 1.47, 114, 1, 0.01, 3, 0.01
144432, 129, 54, 85, 46, -5157, 1.02, 255, 1.47, 114, 2, 0.01, 2, 0.01
144433, 129, 54, 85, 46, -5149, 1.01, 1, 1.46, 16, 3, 0.01, 2, 0.01
144434, 129, 54, 85, 46, -5134, 1.02, 255, 1.46, 27, 4, 0.01, 2, 0.01
144435, 129, 54, 85, 46, -5069, 1.02, 247, 1.46, 74, 4, 0.01, 2, 0.01
144436, 129, 54, 85, 46, -5088, 1.02, 247, 1.46, 74, 4, 0.01, 2, 0.01
144437, 129, 54, 85, 46, -5073, 1.02, 252, 1.46, 74, 4, 0.01, 2, 0.01
144438, 129, 54, 85, 46, -5075, 1.02, 252, 1.46, 74, 4, 0.01, 2, 0.01
144439, 129, 54, 85, 46, -5074, 1.02, 252, 1.46, 74, 4, 0.01, 2, 0.01
144440, 129, 54, 85, 46, -5086, 1.02, 252, 1.46, 74, 3, 0.01, 1, 0.01
144441, 129, 54, 85, 46, -5086, 1.02, 252, 1.46, 74, 2, 0.01, 1, 0.01
144442, 129, 54, 85, 46, -5088, 1.02, 252, 1.46, 74, 1, 0.01, 0, 0.00
144443, 129, 54, 83, 58, -5048, 1.02, 252, 1.46, 89, 0, 0.00, 0, 0.00
144444, 129, 54, 83, 58, -5050, 1.02, 252, 1.46, 89, 0, 0.00, 0, 0.00
144445, 129, 54, 83, 58, -5050, 1.02, 252, 1.46, 89, 0, 0.00, 0, 0.00
144446, 129, 54, 83, 58, -5073, 1.02, 252, 1.46, 59, 0, 0.00, 0, 0.00
144447, 129, 54, 83, 58, -5061, 1.02, 252, 1.46, 59, 0, 0.00, 0, 0.00
144448, 129, 54, 83, 58, -5071, 1.02, 252, 1.46, 59, 0, 0.00, 0, 0.00
144449, 129, 54, 83, 58, -5066, 1.02, 253, 1.46, 68, 0, 0.00, 0, 0.00
