시간, 매수체결량, +속도, 매도체결량, -속도, 잔량, 콜8, 수량8, 풋8, 수량8, 콜경과시간, 콜평균시간, 풋경과시간, 풋평균시간
113702, , , , , -4264, 1.05, 87, 1.37, 47, , , , 
113702, , , , , -4271, 1.05, 87, 1.37, 47, , , , 
113702, , , , , -4271, 1.05, 87, 1.37, 47, , , , 
113705, , , , , -4278, 1.05, 86, 1.37, 47, , , , 
113706, , , , , -4272, 1.05, 86, 1.37, 80, , , , 
113707, , , , , -4273, 1.05, 86, 1.37, 80, , , , 
113708, , , , , -4272, 1.05, 86, 1.37, 80, , , , 
113709, , , , , -4272, 1.05, 86, 1.37, 80, , , , 
113710, , , , , -4274, 1.05, 86, 1.37, 87, , , , 
113711, , , , , -4242, 1.05, 65, 1.37, 87, 0, 0.00, 0, 0.00
113712, , , , , -4266, 1.05, 65, 1.37, 80, 0, 0.00, 0, 0.00
113713, , , , , -4266, 1.05, 75, 1.37, 80, 0, 0.00, 0, 0.00
113714, , , , , -4286, 1.05, 122, 1.37, 66, 0, 0.00, 0, 0.00
113715, , , , , -4348, 1.05, 120, 1.37, 49, 0, 0.00, 0, 0.00
113716, , , , , -4359, 1.05, 120, 1.37, 50, 0, 0.00, 0, 0.00
113717, , , , , -4274, 1.05, 84, 1.37, 67, 0, 0.00, 0, 0.00
113718, , , , , -4271, 1.05, 84, 1.37, 84, 0, 0.00, 0, 0.00
113719, , , , , -4270, 1.05, 84, 1.37, 85, 0, 0.00, 0, 0.00
113720, , , , , -4267, 1.05, 84, 1.37, 85, 0, 0.00, 0, 0.00
113721, , , , , -4300, 1.05, 87, 1.37, 84, 0, 0.00, 0, 0.00
113722, , , , , -4277, 1.05, 65, 1.37, 93, 0, 0.00, 0, 0.00
113723, , , , , -4265, 1.05, 84, 1.37, 95, 0, 0.00, 0, 0.00
113724, , , , , -4260, 1.05, 53, 1.37, 94, 0, 0.00, 0, 0.00
113725, , , , , -4239, 1.05, 33, 1.37, 94, 0, 0.00, 0, 0.00
113726, , , , , -4237, 1.05, 54, 1.37, 94, 0, 0.00, 0, 0.00
113727, , , , , -4268, 1.05, 85, 1.37, 94, 0, 0.00, 0, 0.00
113728, , , , , -4264, 1.05, 85, 1.37, 65, 0, 0.00, 0, 0.00
113729, , , , , -4268, 1.05, 54, 1.37, 91, 0, 0.00, 0, 0.00
113730, , , , , -4252, 1.05, 39, 1.37, 91, 0, 0.00, 0, 0.00
113731, , , , , -4237, 1.06, 161, 1.37, 91, 1, 0.01, 0, 0.00
113732, , , , , -4199, 1.06, 161, 1.36, 20, 1, 0.01, 1, 0.01
113733, , , , , -4167, 1.06, 160, 1.36, 64, 1, 0.01, 1, 0.01
113734, , , , , -4139, 1.06, 125, 1.36, 84, 1, 0.01, 1, 0.01
113735, , , , , -4234, 1.05, 29, 1.36, 50, 2, 0.01, 1, 0.01
113736, , , , , -4248, 1.05, 76, 1.37, 93, 2, 0.01, 2, 0.01
113737, , , , , -4236, 1.05, 24, 1.37, 93, 2, 0.01, 2, 0.01
113738, , , , , -4213, 1.05, 20, 1.37, 93, 2, 0.01, 2, 0.01
113739, , , , , -4195, 1.06, 177, 1.37, 93, 3, 0.01, 2, 0.01
113740, , , , , -4218, 1.05, 2, 1.37, 93, 3, 0.01, 2, 0.01
113741, , , , , -4199, 1.05, 4, 1.37, 93, 3, 0.01, 1, 0.01
113742, , , , , -4208, 1.05, 5, 1.37, 93, 3, 0.01, 1, 0.01
113743, , , , , -4204, 1.05, 5, 1.37, 93, 3, 0.01, 1, 0.01
113744, , , , , -4200, 1.05, 6, 1.37, 93, 2, 0.01, 1, 0.01
113745, , , , , -4216, 1.06, 181, 1.37, 93, 3, 0.01, 0, 0.00
113746, , , , , -4197, 1.06, 181, 1.37, 81, 3, 0.01, 0, 0.00
113747, , , , , -4199, 1.06, 181, 1.37, 81, 3, 0.01, 0, 0.00
113748, , , , , -4205, 1.06, 181, 1.37, 81, 2, 0.01, 0, 0.00
113749, , , , , -4208, 1.06, 181, 1.37, 81, 1, 0.01, 0, 0.00
113750, , , , , -4222, 1.06, 181, 1.37, 81, 1, 0.01, 0, 0.00
113751, , , , , -4231, 1.05, 24, 1.37, 79, 2, 0.01, 0, 0.00
113752, , , , , -4227, 1.05, 24, 1.37, 79, 2, 0.01, 0, 0.00
113753, , , , , -4240, 1.05, 8, 1.37, 79, 2, 0.01, 0, 0.00
113754, , , , , -4242, 1.05, 61, 1.37, 81, 1, 0.01, 0, 0.00
113755, , , , , -4244, 1.05, 49, 1.37, 77, 1, 0.01, 0, 0.00
113756, , , , , -4258, 1.05, 63, 1.37, 79, 1, 0.01, 0, 0.00
113757, , , , , -4258, 1.05, 63, 1.37, 63, 1, 0.01, 0, 0.00
113758, , , , , -4411, 1.05, 105, 1.37, 19, 1, 0.01, 0, 0.00
113759, , , , , -4422, 1.05, 105, 1.37, 48, 1, 0.01, 0, 0.00
113800, , , , , -4431, 1.05, 105, 1.37, 46, 0, 0.00, 0, 0.00
113801, , , , , -4433, 1.05, 137, 1.37, 40, 0, 0.00, 0, 0.00
113802, , , , , -4315, 1.05, 65, 1.37, 16, 0, 0.00, 0, 0.00
113803, , , , , -4323, 1.05, 66, 1.37, 96, 0, 0.00, 0, 0.00
113804, , , , , -4264, 1.05, 3, 1.37, 110, 0, 0.00, 0, 0.00
113805, , , , , -4264, 1.05, 31, 1.37, 113, 0, 0.00, 0, 0.00
113806, , , , , -4302, 1.05, 53, 1.37, 113, 0, 0.00, 0, 0.00
113807, , , , , -4302, 1.05, 69, 1.37, 110, 0, 0.00, 0, 0.00
113808, , , 113, 67, -4449, 1.05, 123, 1.37, 42, 0, 0.00, 0, 0.00
113809, , , 113, 67, -4451, 1.05, 123, 1.37, 31, 0, 0.00, 0, 0.00
113810, , , 113, 67, -4455, 1.05, 123, 1.37, 30, 0, 0.00, 0, 0.00
113811, , , 113, 67, -4458, 1.05, 125, 1.37, 15, 0, 0.00, 0, 0.00
113812, , , 113, 67, -4485, 1.05, 125, 1.37, 1, 0, 0.00, 0, 0.00
113813, , , 113, 67, -4492, 1.05, 167, 1.38, 133, 0, 0.00, 1, 0.01
113814, , , 113, 67, -4490, 1.05, 167, 1.38, 133, 0, 0.00, 1, 0.01
113815, , , 113, 67, -4472, 1.05, 167, 1.37, 17, 0, 0.00, 2, 0.01
113816, , , 113, 67, -4466, 1.05, 131, 1.37, 17, 0, 0.00, 2, 0.01
113817, , , 111, 76, -4438, 1.05, 126, 1.37, 17, 0, 0.00, 2, 0.01
113818, , , 111, 76, -4438, 1.05, 126, 1.37, 52, 0, 0.00, 2, 0.01
113819, , , 111, 76, -4446, 1.05, 126, 1.37, 56, 0, 0.00, 2, 0.01
113820, , , 111, 76, -4323, 1.05, 61, 1.37, 83, 0, 0.00, 2, 0.01
113821, , , 111, 76, -4324, 1.05, 65, 1.37, 99, 0, 0.00, 2, 0.01
113822, , , 111, 76, -4293, 1.05, 28, 1.37, 101, 0, 0.00, 1, 0.01
113823, , , 111, 76, -4303, 1.05, 58, 1.37, 101, 0, 0.00, 1, 0.01
113824, , , 111, 76, -4307, 1.05, 70, 1.37, 101, 0, 0.00, 0, 0.00
113825, , , 110, 83, -4334, 1.05, 74, 1.37, 101, 0, 0.00, 0, 0.00
113826, , , 110, 83, -4326, 1.05, 60, 1.37, 99, 0, 0.00, 0, 0.00
113827, , , 112, 85, -4329, 1.05, 86, 1.37, 99, 0, 0.00, 0, 0.00
113828, , , 115, 73, -4409, 1.05, 132, 1.37, 99, 0, 0.00, 0, 0.00
113829, , , 115, 73, -4414, 1.05, 132, 1.37, 56, 0, 0.00, 0, 0.00
113830, , , 115, 73, -4479, 1.05, 134, 1.37, 56, 0, 0.00, 0, 0.00
113831, , , 115, 73, -4498, 1.05, 170, 1.38, 133, 0, 0.00, 1, 0.01
113832, , , 115, 73, -4494, 1.05, 170, 1.38, 119, 0, 0.00, 1, 0.01
113833, , , 113, 79, -4508, 1.05, 170, 1.38, 91, 0, 0.00, 1, 0.01
113834, , , 113, 79, -4512, 1.05, 170, 1.38, 118, 0, 0.00, 1, 0.01
113835, , , 113, 79, -4514, 1.05, 171, 1.38, 118, 0, 0.00, 1, 0.01
113836, , , 113, 79, -4529, 1.05, 171, 1.38, 118, 0, 0.00, 1, 0.01
113837, , , 113, 79, -4540, 1.05, 171, 1.38, 91, 0, 0.00, 1, 0.01
113838, , , 113, 83, -4533, 1.05, 171, 1.38, 91, 0, 0.00, 1, 0.01
113839, , , 98, 81, -4536, 1.05, 171, 1.38, 91, 0, 0.00, 1, 0.01
113840, , , 98, 81, -4537, 1.05, 171, 1.38, 91, 0, 0.00, 0, 0.00
113841, , , 98, 81, -4560, 1.05, 171, 1.38, 89, 0, 0.00, 0, 0.00
113842, , , 98, 81, -4533, 1.05, 171, 1.38, 69, 0, 0.00, 0, 0.00
113843, , , 99, 82, -4552, 1.05, 171, 1.38, 83, 0, 0.00, 0, 0.00
113844, , , 99, 82, -4560, 1.05, 171, 1.38, 69, 0, 0.00, 0, 0.00
113845, , , 99, 82, -4579, 1.05, 171, 1.38, 73, 0, 0.00, 0, 0.00
113846, , , 99, 82, -4557, 1.05, 171, 1.38, 57, 0, 0.00, 0, 0.00
113847, , , 99, 82, -4555, 1.05, 171, 1.38, 57, 0, 0.00, 0, 0.00
113848, , , 99, 82, -4564, 1.05, 171, 1.38, 57, 0, 0.00, 0, 0.00
113849, , , 99, 82, -4565, 1.05, 171, 1.38, 46, 0, 0.00, 0, 0.00
113850, , , 99, 82, -4566, 1.05, 171, 1.38, 49, 0, 0.00, 0, 0.00
113851, , , 96, 77, -4565, 1.05, 171, 1.38, 51, 0, 0.00, 0, 0.00
113852, , , 95, 64, -4567, 1.05, 171, 1.38, 48, 0, 0.00, 0, 0.00
113853, , , 92, 62, -4571, 1.05, 171, 1.38, 48, 0, 0.00, 0, 0.00
113854, , , 92, 62, -4565, 1.05, 171, 1.38, 78, 0, 0.00, 0, 0.00
113855, , , 89, 62, -4566, 1.05, 171, 1.38, 62, 0, 0.00, 0, 0.00
113856, , , 89, 62, -4566, 1.05, 171, 1.38, 62, 0, 0.00, 0, 0.00
113857, , , 89, 62, -4567, 1.05, 171, 1.38, 59, 0, 0.00, 0, 0.00
113858, , , 89, 62, -4545, 1.05, 171, 1.38, 59, 0, 0.00, 0, 0.00
113859, , , 89, 62, -4546, 1.05, 168, 1.38, 78, 0, 0.00, 0, 0.00
113900, , , 89, 62, -4532, 1.05, 163, 1.38, 99, 0, 0.00, 0, 0.00
113901, , , 85, 59, -4537, 1.05, 161, 1.38, 85, 0, 0.00, 0, 0.00
113902, , , 85, 59, -4547, 1.05, 163, 1.38, 96, 0, 0.00, 0, 0.00
113903, , , 85, 59, -4562, 1.05, 163, 1.38, 66, 0, 0.00, 0, 0.00
113904, , , 69, 60, -4540, 1.05, 161, 1.38, 66, 0, 0.00, 0, 0.00
113905, , , 69, 60, -4540, 1.05, 158, 1.38, 66, 0, 0.00, 0, 0.00
113906, , , 69, 60, -4540, 1.05, 158, 1.38, 96, 0, 0.00, 0, 0.00
113907, , , 69, 60, -4541, 1.05, 158, 1.38, 96, 0, 0.00, 0, 0.00
113908, , , 69, 60, -4539, 1.05, 158, 1.38, 96, 0, 0.00, 0, 0.00
113909, , , 69, 60, -4539, 1.05, 158, 1.38, 96, 0, 0.00, 0, 0.00
113910, , , 66, 62, -4538, 1.05, 156, 1.38, 96, 0, 0.00, 0, 0.00
113911, , , 66, 62, -4550, 1.05, 161, 1.38, 98, 0, 0.00, 0, 0.00
113912, , , 68, 65, -4563, 1.05, 161, 1.38, 80, 0, 0.00, 0, 0.00
113913, , , 47, 66, -4562, 1.05, 159, 1.38, 66, 0, 0.00, 0, 0.00
113914, , , 47, 66, -4572, 1.05, 161, 1.38, 66, 0, 0.00, 0, 0.00
113915, , , 47, 66, -4573, 1.05, 161, 1.38, 66, 0, 0.00, 0, 0.00
113916, , , 47, 66, -4567, 1.05, 161, 1.38, 66, 0, 0.00, 0, 0.00
113917, , , 47, 66, -4573, 1.05, 161, 1.38, 66, 0, 0.00, 0, 0.00
113918, , , 47, 70, -4585, 1.05, 161, 1.38, 63, 0, 0.00, 0, 0.00
113919, , , 47, 70, -4585, 1.05, 161, 1.38, 63, 0, 0.00, 0, 0.00
113920, , , 46, 72, -4596, 1.05, 161, 1.38, 63, 0, 0.00, 0, 0.00
113921, , , 44, 73, -4579, 1.05, 159, 1.38, 63, 0, 0.00, 0, 0.00
113922, , , 44, 73, -4591, 1.05, 161, 1.38, 66, 0, 0.00, 0, 0.00
113923, , , 44, 73, -4604, 1.05, 161, 1.38, 66, 0, 0.00, 0, 0.00
113924, , , 44, 73, -4585, 1.05, 161, 1.38, 63, 0, 0.00, 0, 0.00
113925, , , 44, 77, -4584, 1.05, 163, 1.38, 66, 0, 0.00, 0, 0.00
113926, , , 44, 77, -4591, 1.05, 163, 1.38, 63, 0, 0.00, 0, 0.00
113927, , , 44, 77, -4588, 1.05, 163, 1.38, 63, 0, 0.00, 0, 0.00
113928, , , 44, 77, -4584, 1.05, 163, 1.38, 66, 0, 0.00, 0, 0.00
113929, , , 44, 77, -4584, 1.05, 163, 1.38, 66, 0, 0.00, 0, 0.00
113930, , , 69, 62, -4635, 1.05, 165, 1.38, 66, 0, 0.00, 0, 0.00
113931, , , 78, 63, -4839, 1.04, 76, 1.39, 102, 1, 0.01, 1, 0.01
113932, , , 125, 31, -4879, 1.04, 76, 1.39, 72, 1, 0.01, 1, 0.01
113933, , , 125, 31, -4845, 1.04, 117, 1.39, 64, 1, 0.01, 1, 0.01
113934, , , 125, 31, -4844, 1.04, 117, 1.39, 97, 1, 0.01, 1, 0.01
113935, , , 123, 32, -4778, 1.04, 77, 1.38, 38, 1, 0.01, 2, 0.01
113936, , , 123, 32, -4775, 1.04, 77, 1.38, 33, 1, 0.01, 2, 0.01
113937, , , 123, 32, -4797, 1.04, 77, 1.38, 19, 1, 0.01, 2, 0.01
113938, , , 123, 32, -4835, 1.04, 123, 1.38, 25, 1, 0.01, 2, 0.01
113939, , , 123, 32, -4827, 1.04, 144, 1.39, 97, 1, 0.01, 3, 0.01
113940, , , 123, 30, -4887, 1.04, 154, 1.39, 97, 0, 0.00, 2, 0.01
113941, , , 123, 28, -4891, 1.04, 200, 1.39, 97, 0, 0.00, 2, 0.01
113942, , , 137, 12, -4956, 1.03, 64, 1.39, 97, 1, 0.01, 2, 0.01
113943, , , 98, 12, -5023, 1.03, 120, 1.39, 79, 1, 0.01, 2, 0.01
113944, , , 77, 13, -5013, 1.03, 120, 1.39, 56, 1, 0.01, 1, 0.01
113945, 178, 143, 78, 13, -4955, 1.03, 120, 1.39, 100, 1, 0.01, 1, 0.01
113946, 178, 143, 71, 14, -5053, 1.03, 146, 1.39, 98, 1, 0.01, 1, 0.01
113947, 178, 143, 71, 14, -5056, 1.03, 146, 1.39, 61, 1, 0.01, 1, 0.01
113948, 178, 143, 71, 14, -5061, 1.03, 146, 1.39, 58, 1, 0.01, 0, 0.00
113949, 178, 143, 72, 18, -5064, 1.03, 156, 1.39, 59, 1, 0.01, 0, 0.00
113950, 178, 143, 72, 18, -5105, 1.03, 148, 1.39, 60, 1, 0.01, 0, 0.00
113951, 178, 143, 74, 19, -5091, 1.03, 149, 1.40, 151, 0, 0.00, 1, 0.01
113952, 178, 143, 74, 19, -5092, 1.03, 149, 1.40, 129, 0, 0.00, 1, 0.01
113953, 178, 143, 78, 21, -5123, 1.03, 148, 1.40, 129, 0, 0.00, 1, 0.01
113954, 178, 143, 78, 21, -5106, 1.03, 163, 1.40, 102, 0, 0.00, 1, 0.01
113955, 178, 143, 78, 21, -5095, 1.03, 163, 1.40, 102, 0, 0.00, 1, 0.01
113956, 178, 143, 78, 21, -5103, 1.03, 163, 1.40, 102, 0, 0.00, 1, 0.01
113957, 166, 144, 114, 15, -5176, 1.02, 24, 1.40, 102, 1, 0.01, 1, 0.01
113958, 166, 144, 114, 15, -5177, 1.03, 169, 1.40, 62, 2, 0.01, 1, 0.01
113959, 161, 146, 106, 17, -5300, 1.02, 117, 1.40, 34, 3, 0.01, 1, 0.01
114000, 90, 16, 248, 3, -5802, 1.00, 22, 1.41, 75, 4, 0.03, 1, 0.01
114001, 90, 1, 234, 4, -5596, 1.01, 24, 1.43, 41, 5, 0.03, 2, 0.03
114002, 90, 1, 244, 3, -5649, 1.01, 37, 1.42, 57, 5, 0.03, 3, 0.03
114003, 85, 3, 244, 3, -5823, 1.01, 146, 1.43, 57, 5, 0.03, 4, 0.03
114004, 60, 4, 245, 4, -5793, 1.01, 146, 1.43, 50, 5, 0.03, 4, 0.03
114005, 60, 5, 245, 4, -5821, 1.00, 18, 1.43, 48, 6, 0.03, 4, 0.03
114006, 60, 5, 244, 6, -5831, 1.00, 18, 1.43, 48, 5, 0.03, 4, 0.03
114007, 59, 7, 244, 6, -5790, 1.00, 106, 1.43, 62, 4, 0.03, 4, 0.03
114008, 59, 7, 224, 8, -5786, 1.00, 109, 1.43, 43, 3, 0.02, 4, 0.03
114009, 59, 7, 188, 9, -5795, 1.00, 132, 1.43, 57, 2, 0.01, 3, 0.02
114010, 75, 10, 198, 10, -5831, 1.00, 130, 1.44, 168, 1, 0.01, 3, 0.02
114011, 75, 10, 175, 11, -5815, 1.00, 109, 1.43, 56, 1, 0.01, 3, 0.02
114012, 75, 10, 175, 12, -5794, 1.00, 109, 1.43, 59, 1, 0.01, 2, 0.01
114013, 73, 13, 160, 13, -5809, 1.00, 107, 1.43, 77, 1, 0.01, 2, 0.01
114014, 73, 14, 160, 13, -5770, 1.00, 110, 1.43, 75, 0, 0.00, 2, 0.01
114015, 73, 14, 160, 13, -5741, 1.00, 111, 1.43, 95, 0, 0.00, 2, 0.01
114016, 73, 14, 160, 13, -5762, 1.00, 135, 1.43, 88, 0, 0.00, 2, 0.01
114017, 73, 14, 160, 13, -5758, 1.00, 139, 1.43, 90, 0, 0.00, 2, 0.01
114018, 73, 14, 160, 13, -5751, 1.00, 139, 1.43, 90, 0, 0.00, 2, 0.01
114019, 73, 14, 178, 19, -5798, 1.00, 158, 1.43, 90, 0, 0.00, 1, 0.01
114020, 74, 20, 205, 19, -5911, 1.00, 196, 1.43, 59, 0, 0.00, 0, 0.00
114021, 124, 21, 208, 19, -5840, 1.00, 180, 1.43, 26, 0, 0.00, 0, 0.00
114022, 124, 21, 204, 19, -5868, 0.99, 18, 1.43, 68, 1, 0.01, 0, 0.00
114023, 126, 23, 204, 19, -5877, 0.99, 19, 1.43, 35, 1, 0.01, 0, 0.00
114024, 126, 23, 204, 19, -5930, 0.99, 51, 1.44, 181, 1, 0.01, 1, 0.01
114025, 126, 23, 204, 19, -5921, 0.99, 49, 1.44, 154, 1, 0.01, 1, 0.01
114026, 127, 26, 204, 19, -5935, 0.99, 29, 1.44, 56, 1, 0.01, 1, 0.01
114027, 127, 26, 204, 19, -5927, 0.99, 71, 1.44, 18, 1, 0.01, 1, 0.01
114028, 126, 28, 206, 25, -5948, 0.99, 83, 1.45, 147, 1, 0.01, 2, 0.02
114029, 126, 28, 206, 25, -5949, 0.99, 59, 1.45, 174, 1, 0.01, 2, 0.02
114030, 126, 28, 206, 25, -5951, 0.99, 86, 1.45, 174, 1, 0.01, 2, 0.02
114031, 124, 31, 206, 25, -5953, 0.99, 66, 1.45, 116, 0, 0.00, 2, 0.02
114032, 124, 31, 206, 25, -5954, 0.99, 66, 1.45, 75, 0, 0.00, 2, 0.02
114033, 124, 31, 206, 25, -5973, 0.99, 61, 1.45, 69, 0, 0.00, 1, 0.01
114034, 124, 31, 206, 25, -5968, 0.99, 62, 1.45, 22, 0, 0.00, 1, 0.01
114035, 124, 31, 206, 25, -5967, 0.99, 61, 1.45, 17, 0, 0.00, 1, 0.01
114036, 128, 35, 173, 32, -5944, 1.00, 155, 1.45, 8, 1, 0.01, 1, 0.01
114037, 131, 36, 170, 31, -5969, 1.00, 155, 1.45, 58, 1, 0.01, 0, 0.00
114038, 131, 36, 170, 31, -5977, 1.00, 156, 1.45, 51, 1, 0.01, 0, 0.00
114039, 131, 36, 170, 31, -5980, 1.00, 170, 1.45, 50, 1, 0.01, 0, 0.00
114040, 177, 39, 164, 30, -5907, 1.00, 139, 1.45, 52, 1, 0.01, 0, 0.00
114041, 181, 40, 164, 30, -5877, 1.00, 155, 1.44, 36, 1, 0.01, 1, 0.01
114042, 189, 41, 117, 32, -5817, 1.00, 94, 1.44, 78, 1, 0.01, 1, 0.01
114043, 189, 41, 117, 32, -5721, 1.00, 18, 1.44, 82, 1, 0.01, 1, 0.01
114044, 189, 41, 114, 34, -5717, 1.00, 12, 1.43, 33, 1, 0.01, 2, 0.02
114045, 189, 41, 142, 33, -5744, 1.00, 36, 1.43, 22, 0, 0.00, 2, 0.02
114046, 189, 41, 142, 33, -5720, 1.00, 9, 1.43, 26, 0, 0.00, 2, 0.02
114047, 189, 41, 142, 33, -5720, 1.01, 169, 1.43, 44, 1, 0.01, 2, 0.02
114048, 189, 41, 143, 35, -5741, 1.00, 2, 1.43, 38, 2, 0.01, 2, 0.02
114049, 192, 46, 155, 30, -5826, 1.00, 84, 1.43, 34, 2, 0.01, 2, 0.02
114050, 192, 47, 134, 30, -5966, 1.00, 191, 1.44, 84, 2, 0.01, 2, 0.01
114051, 192, 47, 134, 30, -5937, 1.00, 190, 1.44, 39, 2, 0.01, 2, 0.01
114052, 192, 47, 134, 30, -5939, 1.00, 190, 1.44, 37, 2, 0.01, 2, 0.01
114053, 192, 47, 134, 30, -5894, 1.00, 190, 1.44, 40, 2, 0.01, 1, 0.01
114054, 192, 47, 134, 30, -5867, 1.00, 190, 1.44, 37, 2, 0.01, 1, 0.01
114055, 228, 48, 110, 34, -5814, 1.00, 188, 1.44, 34, 2, 0.01, 1, 0.01
114056, 228, 46, 110, 34, -5808, 1.00, 188, 1.44, 24, 1, 0.01, 1, 0.01
114057, 228, 46, 104, 36, -5882, 1.00, 190, 1.44, 30, 0, 0.00, 1, 0.01
114058, 228, 46, 104, 36, -5843, 1.00, 155, 1.45, 100, 0, 0.00, 2, 0.02
114059, 228, 46, 104, 36, -5866, 1.00, 189, 1.45, 100, 0, 0.00, 1, 0.01
114100, 211, 47, 104, 36, -5836, 1.00, 189, 1.45, 82, 0, 0.00, 1, 0.01
114101, 211, 47, 104, 36, -5872, 1.00, 189, 1.45, 81, 0, 0.00, 1, 0.01
114102, 211, 47, 104, 40, -5844, 1.00, 192, 1.45, 82, 0, 0.00, 1, 0.01
114103, 211, 47, 104, 40, -5878, 1.00, 191, 1.45, 82, 0, 0.00, 1, 0.01
114104, 211, 47, 104, 40, -5883, 1.00, 191, 1.45, 66, 0, 0.00, 1, 0.01
114105, 211, 45, 262, 25, -6209, 0.99, 143, 1.45, 51, 1, 0.01, 1, 0.01
114106, 211, 45, 262, 25, -6210, 0.99, 186, 1.45, 23, 1, 0.01, 1, 0.01
114107, 211, 45, 253, 28, -6241, 0.99, 186, 1.46, 107, 1, 0.01, 1, 0.01
114108, 213, 47, 253, 26, -6268, 0.99, 187, 1.46, 92, 1, 0.01, 1, 0.01
114109, 213, 47, 253, 26, -6269, 0.99, 187, 1.46, 92, 1, 0.01, 1, 0.01
114110, 196, 49, 370, 25, -6536, 0.98, 147, 1.46, 61, 2, 0.02, 1, 0.01
114111, 196, 49, 370, 25, -6576, 0.98, 153, 1.47, 76, 2, 0.02, 2, 0.02
114112, 196, 51, 341, 22, -6600, 0.98, 153, 1.47, 84, 2, 0.02, 2, 0.02
114113, 196, 51, 341, 22, -6603, 0.98, 168, 1.47, 84, 2, 0.02, 2, 0.02
114114, 196, 51, 339, 24, -6603, 0.98, 169, 1.47, 97, 1, 0.01, 2, 0.02
114115, 196, 51, 339, 24, -6601, 0.98, 168, 1.47, 66, 1, 0.01, 2, 0.02
114116, 196, 51, 338, 21, -6597, 0.98, 169, 1.47, 52, 1, 0.01, 1, 0.01
114117, 134, 36, 312, 6, -6796, 0.97, 172, 1.47, 48, 2, 0.02, 1, 0.01
114118, 118, 22, 339, 6, -6766, 0.97, 117, 1.48, 90, 2, 0.02, 2, 0.02
114119, 118, 22, 336, 5, -6747, 0.97, 104, 1.48, 94, 1, 0.01, 2, 0.02
114120, 154, 13, 149, 3, -6690, 0.97, 53, 1.47, 47, 1, 0.01, 2, 0.01
114121, 148, 4, 146, 4, -6657, 0.97, 60, 1.47, 61, 1, 0.01, 2, 0.01
114122, 148, 4, 104, 5, -6534, 0.97, 26, 1.47, 74, 1, 0.01, 2, 0.01
114123, 148, 4, 111, 6, -6598, 0.97, 56, 1.46, 43, 1, 0.01, 3, 0.02
114124, 148, 4, 111, 7, -6528, 0.97, 42, 1.46, 21, 1, 0.01, 3, 0.02
114125, 148, 4, 111, 7, -6546, 0.97, 28, 1.46, 45, 1, 0.01, 3, 0.02
114126, 147, 9, 147, 9, -6696, 0.97, 191, 1.46, 34, 0, 0.00, 3, 0.02
114127, 147, 9, 147, 9, -6643, 0.97, 189, 1.47, 75, 0, 0.00, 3, 0.02
114128, 157, 11, 156, 11, -6667, 0.97, 100, 1.47, 63, 0, 0.00, 3, 0.02
114129, 157, 11, 156, 12, -6638, 0.97, 146, 1.47, 61, 0, 0.00, 2, 0.01
114130, 152, 14, 156, 12, -6687, 0.97, 162, 1.47, 60, 0, 0.00, 2, 0.01
114131, 152, 14, 156, 12, -6687, 0.97, 162, 1.47, 46, 0, 0.00, 2, 0.01
114132, 149, 15, 156, 12, -6678, 0.97, 162, 1.47, 46, 0, 0.00, 1, 0.01
114133, 149, 15, 156, 12, -6684, 0.97, 171, 1.47, 46, 0, 0.00, 1, 0.01
114134, 149, 15, 156, 12, -6683, 0.97, 171, 1.47, 67, 0, 0.00, 1, 0.01
114135, 149, 15, 156, 12, -6672, 0.97, 173, 1.47, 65, 0, 0.00, 1, 0.01
114136, 149, 15, 160, 20, -6666, 0.97, 172, 1.47, 67, 0, 0.00, 0, 0.00
114137, 149, 15, 160, 20, -6689, 0.97, 172, 1.47, 67, 0, 0.00, 0, 0.00
114138, 145, 21, 160, 20, -6670, 0.97, 172, 1.47, 64, 0, 0.00, 0, 0.00
114139, 145, 21, 160, 20, -6662, 0.97, 172, 1.47, 66, 0, 0.00, 0, 0.00
114140, 143, 23, 160, 20, -6671, 0.97, 172, 1.47, 77, 0, 0.00, 0, 0.00
114141, 143, 23, 162, 24, -6672, 0.97, 172, 1.47, 66, 0, 0.00, 0, 0.00
114142, 143, 25, 162, 24, -6676, 0.97, 172, 1.47, 62, 0, 0.00, 0, 0.00
114143, 143, 25, 162, 24, -6676, 0.97, 172, 1.47, 48, 0, 0.00, 0, 0.00
114144, 146, 26, 162, 24, -6628, 0.97, 172, 1.47, 65, 0, 0.00, 0, 0.00
114145, 147, 27, 162, 24, -6578, 0.97, 172, 1.47, 86, 0, 0.00, 0, 0.00
114146, 147, 27, 162, 24, -6577, 0.97, 172, 1.47, 86, 0, 0.00, 0, 0.00
114147, 147, 27, 162, 24, -6635, 0.97, 172, 1.47, 81, 0, 0.00, 0, 0.00
114148, 147, 27, 162, 24, -6640, 0.97, 172, 1.47, 70, 0, 0.00, 0, 0.00
114149, 147, 27, 161, 32, -6638, 0.97, 172, 1.47, 70, 0, 0.00, 0, 0.00
114150, 147, 27, 161, 32, -6677, 0.97, 172, 1.47, 71, 0, 0.00, 0, 0.00
114151, 147, 27, 161, 32, -6516, 0.97, 173, 1.47, 56, 0, 0.00, 0, 0.00
114152, 147, 27, 161, 32, -6598, 0.97, 173, 1.47, 42, 0, 0.00, 0, 0.00
114153, 147, 27, 161, 32, -6561, 0.96, 32, 1.47, 11, 1, 0.01, 0, 0.00
