90100,295.45,296.1,296.15,295.3,295.912,6066,6066,0.649994,0,0,0,0,0,295.912,0,0,0,0,49,-23,0,0,0,278728,470,0.43,0.43,0,0,0,0,0,0,0,0,0,0
90200,296.05,295.8,296.35,295.75,295.925,4067,-4067,-0.25,0,0,0,0,0,295.925,0,0,0,0.00112915,88,-33,0,0,0,279919,1191,0.55,0.49,0,0,0,0,0,0,0,0,0,0
90300,295.8,295.75,295.9,295.65,295.763,1818,-1818,-0.0499878,0,0,0,0,0,295.763,0,0,0,-0.012146,54,-66,0,0,0,279838,-81,0.47,0.483333,0,0,0,0,0,0,0,0,0,0
90400,295.75,296.2,296.25,295.75,296.1,3780,3780,0.450012,0,0,0,0,0,296.1,0,0,0,0.00744629,-47,-76,0,0,0,280633,795,0.54,0.4975,0,0,0,0,0,0,0,0,0,0
90500,296.15,296.7,296.7,296.15,296.563,3171,3171,0.550018,0,0,0,0,0,296.563,0,0,0,0.0618591,21,-87,0,0,0,280963,330,0.44,0.486,0,0,0,0,0,0,0,0,0,0
90600,296.7,296.65,296.7,296.4,296.6,3421,-3421,-0.0500183,0,0,0,0,0,296.6,0,0,0,0.104309,0,-58,0,0,0,281354,391,0.51,0.49,0,0,0,0,0,0,0,0,0,0
90700,296.65,296.75,296.8,296.55,296.712,1945,1945,0.100006,0,0,0,0,0,296.712,0,0,0,0.143677,32,-84,0,0,0,281831,477,0.46,0.485714,1,0,0,0,0,0,0,0,0,0
90800,296.8,296.65,296.8,296.6,296.675,1605,-1605,-0.149994,0,0,0,0,0,296.675,0,0,0,0.167084,29,-80,-2,-8,0,282135,304,0.56,0.495,1,0,0,0,0,0,0,0,0,0
90900,296.65,296.7,296.7,296.55,296.663,1143,1143,0.0500183,0,0,0,0,0,296.663,0,0,0,0.18045,194,-64,15,-4,0,282465,330,0.68,0.515556,1,0,0,0,0,0,0,0,0,0
91000,296.7,296.95,297,296.65,296.888,2879,2879,0.25,0,1.55005,0,0,0,296.888,0,0,0,0.206696,169,-56,16,1,87,282522,57,0.44,0.508,2,0,0,0,0,0,0,0,0,0
91100,296.9,297,297.05,296.75,296.95,3659,3659,0.100006,0,1.00006,0.420279,0.0434848,0,296.95,0,60.3358,0,0.227936,168,-58,30,2,55,282713,191,0.57,0.513636,3,0,0,0,0,0,0,0,0,0
91200,297.05,297.25,297.25,297,297.188,3009,3009,0.200012,0,1.45007,0.46773,0.0483944,0,297.188,0,74.1243,0,0.260315,426,-84,57,0,354,283277,564,0.31,0.496667,4,0,0,0,0,0,0,0,0,0
91300,297.2,297.05,297.25,297,297.087,1782,-1782,-0.150024,0,1.35004,0.46773,0.0161347,0,297.087,0,74.2026,0,0.271118,451,-81,64,-3,493,283308,31,0.55,0.500769,4,0,0,0,0,0,0,0,0,0
91400,297.05,297.15,297.2,297,297.125,1440,1440,0.100006,0,1.00003,0.392842,0.0178634,0,297.125,0,71.7048,0,0.27771,536,-100,72,-2,502,283708,400,0.49,0.5,4,0,0,0,0,0,0,0,0,0
91500,297.15,297.15,297.2,297.05,297.138,1565,1565,0,0,0.450012,0.270812,0.0208405,0,297.138,0,67.4135,92.4477,0.278809,592,-136,80,-8,514,283734,26,0.27,0.484667,4,0,0,0,0,0,0,0,0,0
91600,297.15,297.15,297.25,297.1,297.163,1671,-1671,0,0,0.500031,0.311085,0.0222301,0,297.163,0,80.6052,90.3046,0.276978,603,-137,58,-10,518,284111,377,0.52,0.486875,4,0,0,0,0,0,0,0,0,0
91700,297.2,297.05,297.2,297,297.075,1527,-1527,-0.150024,0,0.25,0.272711,0.0681916,0,297.075,0,71.1695,84.59,0.263245,567,-138,56,-11,480,284270,159,0.38,0.480588,4,0,0,0,0,0,0,0,0,0
91800,297.05,297.05,297.15,296.95,297.05,1384,-1384,0,0,0.399994,0.272711,0.0909129,0,297.05,0,78.5604,81.5423,0.246338,671,-148,71,-12,393,284509,239,0.38,0.475,4,0,0,0,0,0,0,0,0,0
91900,297.05,297,297.05,296.95,297,639,-639,-0.0499878,0,0.299988,0.279059,0.0697648,0,297,0,73.5606,75.0273,0.22522,815,-163,55,-11,539,284751,242,0.45,0.473684,4,0,0,0,0,0,0,0,0,0
92000,297.05,296.95,297.05,296.95,296.975,598,-598,-0.0999756,0,-0.0499878,0.157891,0.0789457,295.45,296.728,0.0618275,64.0736,65.3809,0.203552,1017,-177,80,-13,730,284755,4,0.5,0.475,4,0,0,0,0,0,0,0,0,0
92100,297,297.15,297.15,296.95,297.1,1512,1512,0.149994,0,0,0.194452,0.0833319,295.75,296.787,0.0895683,56.7393,61.5708,0.194794,1151,-176,87,-10,633,284507,-248,0.44,0.473333,4,0,0,0,0,0,0,0,0,0
92200,297.15,297.1,297.15,297.05,297.1,939,-939,-0.0499878,0,-0.25,0.0909074,0.0909074,295.75,296.846,0.105695,34.9909,57.2854,0.184967,1112,-176,74,-5,566,284608,101,0.4,0.47,4,0,0,0,0,0,0,0,0,0
92300,297.15,297.15,297.2,297.05,297.138,429,429,0,0,-0.0999756,0.129041,0.096771,295.75,296.914,0.116481,47.7312,56.3326,0.177734,1183,-178,82,-5,569,284617,9,0.51,0.471739,4,0,0,0,0,0,0,0,0,0
92400,297.2,297.1,297.2,297.05,297.112,718,-718,-0.100006,0.0799927,-0.299988,0.133341,0.0999959,296.15,296.965,0.121089,30.5112,54.6658,-0.0123291,1127,-177,80,-5,494,284524,-93,0.49,0.4725,4,0,0,0,0,0,0,0,0,0
